"",n","p","q","success","bInit","b","i","time (µs)"
"","24246395819","234907","103217","true","3","10298792695","47","186"
"","46089385513","315631","146023","true","3","40127431555","167","523"
"","1136965501723","1075103","1057541","true","3","301694238940","23","144"
"","1040665646507","986197","1055231","true","3","390365824755","181","679"
"","631307736233","891563","708091","true","3","595070158099","1481","9274"
"","314230350793","353069","889997","true","3","62686341744","1447","7025"
"","99567634729","105319","945391","true","3","54967460567","5851","20449"
"","850342331257","1240273","685609","true","3","663520009268","29","159"
"","371920764863","922283","403261","true","3","190504932272","47","187"
"","1392939228431","1120507","1243133","true","3","1021517193825","1487","6073"
"","181222684403","898873","201611","true","3","170999801775","67","254"
"","229127652947","774229","295943","true","3","188643992767","709","2381"
"","12098726173","49549","244177","true","3","4984579852","4129","13314"
"","595279762439","632939","940501","true","3","82142416840","19","104"
"","106299368429","195131","544759","true","3","37240556220","79","306"
"","970807560859","1022653","949303","true","3","408148993525","557","2158"
"","124746953701","910369","137029","true","3","49964692197","109","359"
"","468086262547","1081133","432959","true","3","132072288414","1223","6366"
"","257172747229","614759","418331","true","3","222962056381","3803","15244"
"","267311698453","279817","955309","true","3","225659818736","131","497"
"","474563907959","1014869","467611","true","3","243305017466","109","386"
"","172983900949","550163","314423","true","3","167733145278","1979","6457"
"","311941892191","458197","680803","true","3","167778911885","38183","163528"
"","1138181782187","1071479","1062253","true","3","982665818482","1553","6069"
"","547454420297","649379","843043","true","3","287008931093","149","502"
"","117800330539","430357","273727","true","3","46057305021","137","450"
"","1489821263771","1279303","1164557","true","3","343274137777","2671","10166"
"","21547842143","28319","760897","true","3","16226128526","1321","4079"
"","446278587257","471391","946727","true","3","128525698933","827","3032"
"","288320709709","1206277","239017","true","3","55867833581","433","1423"
"","1438741171159","1149539","1251581","true","3","448190312094","26","151"
"","291212865577","396943","733639","true","3","130854641609","727","2383"
"","342576050863","809771","423053","true","3","257310987873","521","1671"
"","122929335743","647477","189859","true","3","83738071387","31643","111758"
"","117737594119","1282363","91813","true","3","7065377603","1093","4013"
"","342516802633","267781","1279093","true","3","328630215536","4463","16391"
"","306633595817","337681","908057","true","3","195586861287","67","236"
"","325308819133","385379","844127","true","3","34893370798","27527","105506"
"","372171858251","359207","1036093","true","3","300219343774","86341","361841"
"","61000879253","126719","481387","true","3","28187627799","3727","12948"
"","517816839893","790291","655223","true","3","423023107592","1663","6631"
"","123794697511","107053","1156387","true","3","67580096682","811","2521"
"","97990084063","166679","587897","true","3","73017983195","1709","5467"
"","38400204991","100043","383837","true","3","7960221425","50021","179845"
"","685859910587","1074061","638567","true","3","405277585253","17","78"
"","507484552807","1063871","477017","true","3","218986142770","557","1861"
"","465933909941","1293553","360197","true","3","24031627635","691","2356"
"","843705872549","964609","874661","true","3","386756120115","157","551"
"","157829591159","146701","1075859","true","3","135243065097","163","540"
"","604971347537","547823","1104319","true","3","194348426596","673","2630"
"","385645109041","1247893","309037","true","3","83579365688","283","844"
"","8577558013","317323","27031","true","3","4486037730","53","178"
"","866095724399","724813","1194923","true","3","542433378502","19","125"
"","141799657913","204803","692371","true","3","56018352869","157","511"
"","868550240171","1201961","722611","true","3","295050020022","37","127"
"","521027054543","439349","1185907","true","3","466402354025","71","277"
"","501741477323","705713","710971","true","3","366551763616","1823","7107"
"","74278594727","173819","427333","true","3","11126896655","239","696"
"","552577890421","639091","864631","true","3","302325193006","263","842"
"","104926735363","99721","1052203","true","3","36551137015","277","852"
"","212882440273","526063","404671","true","3","184916841477","47","156"
"","177809185711","378439","469849","true","3","173055723379","19577","68180"
"","740383907171","648709","1141319","true","3","41521916964","54059","204476"
"","303776907311","528623","574657","true","3","200356461679","73","211"
"","838671567091","1164503","720197","true","3","401091393044","449","1566"
"","1103139764527","1077347","1023941","true","3","1070146012653","1721","5418"
"","116739063593","705871","165383","true","3","38528556794","31","96"
"","56703463703","131627","430789","true","3","1042090960","193","600"
"","193170838403","234907","822329","true","3","98483585216","47","193"
"","115587282383","582031","198593","true","3","17670010769","107","355"
"","1177414428943","1283981","917003","true","3","1161879542825","1493","6192"
"","27524977813","283007","97259","true","3","22567827202","1993","5591"
"","19066272587","89867","212161","true","3","17381926409","17","79"
"","562645889093","827227","680159","true","3","312651271878","15319","58695"
"","209697450517","336653","622889","true","3","81253378495","227","809"
"","454829660603","656389","692927","true","3","88032910716","919","3427"
"","23304504229","52181","446609","true","3","15700092787","271","759"
"","22162613183","247591","89513","true","3","18220964464","131","431"
"","382107946643","821153","465331","true","3","296477290651","383","1193"
"","117222478601","414643","282707","true","3","60959155289","2383","8087"
"","645123436207","749167","861121","true","3","372197163105","23","121"
"","13443988553","12113","1109881","true","3","9064024658","757","2088"
"","480318200393","380621","1261933","true","3","14890809401","181","612"
"","148842057701","1044997","142433","true","3","28230078168","4451","15246"
"","202563729761","299333","676717","true","3","5008439757","6803","23935"
"","493407681563","1198403","411721","true","3","156502151358","73","418"
"","534441132383","1095631","487793","true","3","421287649597","619","2748"
"","946448703401","761779","1242419","true","3","250178459517","691","3074"
"","823112790263","806059","1021157","true","3","289673422831","59","222"
"","650581647367","1205627","539621","true","3","459288161352","26981","106486"
"","177104239747","715969","247363","true","3","19084869665","113","354"
"","387617643031","348457","1112383","true","3","183383011849","2131","7641"
"","1535146766773","1211489","1267157","true","3","1532960029129","131","446"
"","86408506711","260189","332099","true","3","13330121762","241","824"
"","460163824663","963817","477439","true","3","176912465619","5737","20616"
"","304821772837","377761","806917","true","3","228571848271","787","2652"
"","512939159399","524957","977107","true","3","137196986994","3547","12192"
"","64621662701","816559","79139","true","3","56319585907","39569","136583"
"","39919838143","302921","131783","true","3","32119016552","7573","24122"
"","153466058321","1240621","123701","true","3","43266657376","31","100"
"","19305966289","83243","231923","true","3","11509178876","1901","5157"
"","946831576423","1080043","876661","true","3","86791192323","769","2507"
"","1031158213853","948721","1086893","true","3","789104384077","67","209"
"","527174257381","1119121","471061","true","3","65900491779","2617","8876"
"","79189264001","172127","460063","true","3","2861591861","419","1352"
"","1265318889833","1140637","1109309","true","3","874773344676","131","407"
"","753548292667","874331","861857","true","3","406570697467","1171","4436"
"","1280745127","89021","14387","true","3","1190655876","4451","11748"
"","642550680301","628127","1022963","true","3","455031332772","5273","18955"
"","31656928397","480911","65827","true","3","19263613281","53","193"
"","312281343893","976853","319681","true","3","106800946567","37","110"
"","163630255639","607769","269231","true","3","82293416692","109","297"
"","18967390621","24551","772571","true","3","10714252809","491","1322"
"","241719980347","347051","696497","true","3","12129495256","431","1354"
"","300464587079","411641","729919","true","3","65744007393","251","723"
"","337548792017","283741","1189637","true","3","6747928463","4729","15496"
"","109936936763","218629","502847","true","3","17002262765","2441","7996"
"","140802377123","862913","163171","true","3","27977952345","37","112"
"","89699313923","230059","389897","true","3","67636992179","163","531"
"","829755563353","731803","1133851","true","3","525275751218","7559","26983"
"","388251293767","1286269","301843","true","3","27183980581","409","1745"
"","514586188189","804007","640027","true","3","194476044113","62","191"
"","1006569985909","832861","1208569","true","3","275247234725","661","2289"
"","39857747729","56999","699271","true","3","29572170591","163","430"
"","80742466993","532451","151643","true","3","20482325069","463","1247"
"","484723796239","1049897","461687","true","3","232410003992","367","1071"
"","314025583061","949903","330587","true","3","236675931675","5107","17356"
"","36184185701","70297","514733","true","3","14300870196","101","377"
"","68529896737","673837","101701","true","3","9329846339","113","1090"
"","116816272907","131783","886429","true","3","97161892722","9413","34614"
"","94702242043","118603","798481","true","3","28679154225","599","1841"
"","177095725153","330719","535487","true","3","32189541709","137","410"
"","456526792801","585269","780029","true","3","308434387007","11471","42441"
"","970829656441","1161317","835973","true","3","316233587003","971","3227"
"","532925671931","992777","536803","true","3","261723133878","12781","48677"
"","259983607999","393611","660509","true","3","18858852969","2707","9674"
"","30294054673","228443","132611","true","3","18602671081","149","425"
"","193159100933","509699","378967","true","3","129470681787","743","2109"
"","2233132799","1777","1256687","true","3","841894622","37","129"
"","1141904731427","962683","1186169","true","3","996760347912","2213","8730"
"","754513445789","1194877","631457","true","3","272753430952","2819","10580"
"","849350246119","692467","1226557","true","3","204933143561","277","901"
"","1169108715683","935653","1249511","true","3","300382039121","757","2557"
"","223045412867","298679","746773","true","3","64413411820","151","556"
"","22111418921","63709","347069","true","3","9998617879","5309","17011"
"","843938278691","1207249","699059","true","3","267050722295","3593","11491"
"","677493186037","692431","978427","true","3","489841650135","18119","67108"
"","519069413327","749941","692147","true","3","135142367965","431","1342"
"","605688629341","752383","805027","true","3","581956964756","13933","48912"
"","317945559059","1277449","248891","true","3","79247826165","101","335"
"","9828107033","13553","725161","true","3","719515218","22","64"
"","425717966281","995303","427727","true","3","199645838165","281","822"
"","13188853823","35149","375227","true","3","9592583889","101","293"
"","1010880435913","857221","1179253","true","3","192556696010","157","659"
"","989009531857","939167","1053071","true","3","74919683225","79","289"
"","63033941819","325271","193789","true","3","24812162194","769","2512"
"","203161312451","314059","646889","true","3","5306968983","3079","10250"
"","400918026521","1113083","360187","true","3","266309301069","347","1240"
"","1032926878337","1071671","963847","true","3","171526212121","1373","4400"
"","412967391719","662107","623717","true","3","321245709010","677","2560"
"","247326535303","200297","1234799","true","3","15146044535","3697","12528"
"","368199272213","518657","709909","true","3","358584408748","1013","3691"
"","425033515091","372131","1142161","true","3","345777798974","199","701"
"","129807958837","1240081","104677","true","3","22986859847","61","172"
"","703791455951","890563","790277","true","3","225199337500","8731","31251"
"","35143536199","1022179","34381","true","3","30473049255","191","735"
"","735031629401","818017","898553","true","3","203562689386","6607","24333"
"","69019212461","71011","971951","true","3","6474569948","263","1267"
"","383045127623","836239","458057","true","3","36498487395","151","483"
"","350433547901","597409","586589","true","3","139561313900","127","382"
"","1001060892991","880993","1136287","true","3","565535836491","23","280"
"","181119339697","855721","211657","true","3","142192591408","2377","14853"
"","1052323076219","858953","1225123","true","3","956478523621","5651","20325"
"","205825895357","771181","266897","true","3","203529780467","2383","8439"
"","762096762667","663239","1149053","true","3","535059976610","3461","11565"
"","134907432047","114157","1181771","true","3","118526130862","151","540"
"","116814507553","1142809","102217","true","3","108373720280","2801","8481"
"","467888379797","895667","522391","true","3","426159786718","1583","4856"
"","23961294887","25237","949451","true","3","21770041889","701","1914"
"","38410019693","1119793","34301","true","3","22950490392","21","66"
"","140017316063","379913","368551","true","3","108284706413","13","62"
"","14977106447","179107","83621","true","3","8686800344","113","282"
"","37279554313","90977","409769","true","3","11133013962","131","337"
"","192839389681","481813","400237","true","3","36045744458","33353","120352"
"","214156418293","204143","1049051","true","3","145696399085","20981","73988"
"","185031767147","183499","1008353","true","3","143432910846","257","759"
"","3985080283","7331","543593","true","3","3801345850","571","1982"
"","949250420467","803897","1180811","true","3","156841108598","257","1484"
"","25936486817","382979","67723","true","3","25898571897","3613","11901"
"","4031323949","10739","375391","true","3","792108641","59","137"
"","228429523681","378977","602753","true","3","19568376146","277","1096"
"","471508469801","791851","595451","true","3","41467653169","5279","17663"
"","1093143670979","872791","1252469","true","3","378584442534","619","2035"
"","11856456197","33679","352043","true","3","11501109069","1871","5229"
"","5045885059","6217","811627","true","3","3200082628","37","106"
"","619177161727","506479","1222513","true","3","300786229084","389","1267"
"","383181616453","711629","538457","true","3","133495874812","67307","274519"
"","810894240053","804161","1008373","true","3","465681593491","359","1169"
"","99212913211","94793","1046627","true","3","55184218916","41","148"
"","1268611152161","1148737","1104353","true","3","742740030828","193","687"
"","162604299337","1086731","149627","true","3","67582625599","947","3406"
"","112718403757","185057","609101","true","3","77688409057","5783","20556"
"","772990220239","1151083","671533","true","3","362737279880","523","1781"
"","598528145329","472127","1267727","true","3","586346556587","14741","57547"
"","263574273013","786031","335323","true","3","162041862713","197","667"
"","688343103593","637933","1079021","true","3","476490019825","53161","206821"
"","753022321823","597367","1260569","true","3","568980120161","431","1471"
"","287801406203","238949","1204447","true","3","98569568838","47","141"
"","219510726889","1273109","172421","true","3","20930530033","233","1323"
"","260073292387","1076057","241691","true","3","37645548470","24169","89224"
"","65296203103","153533","425291","true","3","62923657655","293","1361"
"","283156697891","317717","891223","true","3","13937927074","1621","5299"
"","479629964291","733387","653993","true","3","217177341448","81749","320697"
"","49161781367","816329","60223","true","3","43829520340","1523","4137"
"","960465459071","972319","987809","true","3","924756163722","30869","119717"
"","598416741059","852437","702007","true","3","206532698546","97","325"
"","97635417083","715063","136541","true","3","76633301711","3221","10094"
"","209779501949","243473","861613","true","3","154925771918","3779","13503"
"","1106640647821","863909","1280969","true","3","817546440026","113","395"
"","686524261201","1118987","613523","true","3","447035306501","2677","8478"
"","1357831022167","1083613","1253059","true","3","141866613961","1237","4531"
"","79504194337","70843","1122259","true","3","50472591252","11807","38926"
"","229080882643","282377","811259","true","3","77048541090","751","2400"
"","356131934227","751763","473729","true","3","349167644199","3701","13009"
"","27680992553","797057","34729","true","3","10808092921","479","1323"
"","1213890181027","1271807","954461","true","3","812699934685","281","978"
"","10463698549","28151","371699","true","3","8354907140","563","1565"
"","719289415363","1282867","560689","true","3","8662645051","11681","43060"
"","222952699681","217201","1026481","true","3","99719549708","47","152"
"","561893486981","960983","584707","true","3","59678005284","38","193"
"","1151270126779","960983","1198013","true","3","971318372166","38","213"
"","259063844357","307283","843079","true","3","56955044925","619","2250"
"","411126554669","868277","473497","true","3","193472768189","181","558"
"","715796978711","858899","833389","true","3","564718554014","1877","7288"
"","99619094909","113719","876011","true","3","23550295149","1723","5515"
"","31037181829","142787","217367","true","3","30890682368","47","127"
"","684338127877","1091471","626987","true","3","91030988557","4679","17121"
"","501166395589","625199","801611","true","3","11433377694","4219","15026"
"","34572117803","44549","776047","true","3","22259620635","43","150"
"","91997104271","900511","102161","true","3","86445982015","1277","3630"
"","564870121639","1177399","479761","true","3","260374724457","439","2161"
"","368260447039","292231","1260169","true","3","213485558048","191","639"
"","31050998837","474619","65423","true","3","23734613902","4673","14245"
"","695409103313","667781","1041373","true","3","334241085026","193","966"
"","561458417137","1062871","528247","true","3","80735681161","499","1828"
"","304799493197","292753","1041149","true","3","254455052541","107","326"
"","43340390113","909767","47639","true","3","28618540520","3181","9648"
"","20178458863","147937","136399","true","3","2488596215","67","176"
"","186398642641","1159073","160817","true","3","127462428482","46","239"
"","6197184173","261011","23743","true","3","3471968323","607","1708"
"","297603752197","1006891","295567","true","3","117947211741","33563","120115"
"","19468788719","23053","844523","true","3","12194207093","113","327"
"","211690582567","230597","918011","true","3","95969167670","57649","205322"
"","50277548143","339257","148199","true","3","5547869722","42407","142839"
"","223379618857","191459","1166723","true","3","107785370910","3259","11643"
"","95928355163","364349","263287","true","3","17798084302","1153","3800"
"","297461116439","671029","443291","true","3","51729625611","281","808"
"","118995375263","168013","708251","true","3","18561404189","359","984"
"","1112739912877","916441","1214197","true","3","161465906909","1091","4072"
"","46720976413","138077","338369","true","3","2968172869","311","868"
"","10024809631","949409","10559","true","3","7344344128","5279","15948"
"","1222098027881","1285511","950671","true","3","939968345883","503","1556"
"","6600005219","25013","263863","true","3","790360775","37","100"
"","601360615861","742229","810209","true","3","558769549150","3617","13006"
"","173636240809","689917","251677","true","3","22427692502","6991","22739"
"","1039091819189","859213","1209353","true","3","363419604185","823","3003"
"","46829969023","50123","934301","true","3","4740984202","1319","5398"
"","4221047879","106541","39619","true","3","1361229603","71","163"
"","268258735993","551069","486797","true","3","176085184435","929","2960"
"","644591407193","506993","1271401","true","3","587940321436","163","514"
"","726626205259","716531","1014089","true","3","460326742579","907","2857"
"","1229148677","12409","99053","true","3","892269146","47","104"
"","90525437143","127913","707711","true","3","89284819761","181","486"
"","421171796651","1125559","374189","true","3","378743254320","673","2647"
"","491411651","189661","2591","true","3","223668076","37","117"
"","6920342321","221941","31181","true","3","2177019270","137","330"
"","148667260351","521993","284807","true","3","117350812310","919","2959"
"","576499298657","518813","1111189","true","3","50829118428","419","1323"
"","425037673813","927643","458191","true","3","31757858106","443","1321"
"","1423088442911","1134151","1254761","true","3","388087539213","127","433"
"","70045095503","160091","437533","true","3","58419843694","101","263"
"","165172632133","193433","853901","true","3","146084529180","8539","29106"
"","1129181832517","1186937","951341","true","3","389223094672","3659","12467"
"","910653397189","991901","918089","true","3","308252081870","109","344"
"","172126168933","866641","198613","true","3","159255683443","157","660"
"","529743249517","820909","645313","true","3","361066972743","691","2972"
"","768980501777","1256149","612173","true","3","703111816665","3877","13464"
"","382013361799","633823","602713","true","3","336419931489","761","2698"
"","556448886313","884371","629203","true","3","121353124205","211","713"
"","655055676113","721199","908287","true","3","504416677387","1709","6693"
"","249270938533","891409","279637","true","3","150222918908","379","1330"
"","915188148961","940993","972577","true","3","595588345449","29","197"
"","402872334383","323837","1244059","true","3","234974831853","4261","13563"
"","1442052749477","1275179","1130863","true","3","206646582488","2269","8463"
"","1268254297799","995669","1273771","true","3","1149566570324","2999","10666"
"","273419336821","623009","438869","true","3","231979270178","19469","68433"
"","19832262313","19963","993451","true","3","6679964525","179","499"
"","361836581317","641453","564089","true","3","288588421795","739","2742"
"","474796677361","490421","968141","true","3","454220083465","113","373"
"","650868455071","966499","673429","true","3","111093561844","8017","28320"
"","310166734313","410701","755213","true","3","105291415371","74","327"
"","308200027867","1225579","251473","true","3","258471242118","31","206"
"","2069845429","158621","13049","true","3","152910645","103","383"
"","25144046561","56909","441829","true","3","12685926645","347","1396"
"","267992451289","867253","309013","true","3","164216615500","2341","7131"
"","1419286874879","1163971","1219349","true","3","77837143416","179","679"
"","1355867467","633287","2141","true","3","767188813","107","339"
"","1383298429207","1078001","1283207","true","3","278667570505","15","133"
"","219128094847","656479","333793","true","3","128676867708","61","178"
"","98060643217","707197","138661","true","3","27107809518","2311","7957"
"","42698827159","578191","73849","true","3","39645983349","181","499"
"","593056296839","1127297","526087","true","3","393543589047","2657","8503"
"","557238728251","491041","1134811","true","3","471310972621","31","157"
"","627895594903","1107679","566857","true","3","39848752026","1291","5245"
"","29057999063","34897","832679","true","3","25195878280","727","2154"
"","40899545339","880109","46471","true","3","30854931632","1549","5055"
"","202657517077","315751","641827","true","3","131460289795","197","951"
"","40950725489","157253","260413","true","3","23995755886","21701","71277"
"","209879149187","728947","287921","true","3","142490663296","61","182"
"","158325541097","176807","895471","true","3","49981570831","173","636"
"","531398777123","1214623","437501","true","3","138310691139","25","87"
"","1153662411247","890707","1295221","true","3","619486718501","5119","19866"
"","686704479449","814771","842819","true","3","562968466764","823","2568"
"","287265579989","541001","530989","true","3","11492484244","541","1565"
"","97644088571","564133","173087","true","3","51610271639","887","2615"
"","197199342869","548213","359713","true","3","133252803147","1249","3664"
"","126775575497","197147","643051","true","3","82727868100","1429","4300"
"","10759246283","132763","81041","true","3","2275690584","109","314"
"","337954207477","798461","423257","true","3","92688546725","83","288"
"","90800288609","665111","136519","true","3","83372328962","293","821"
"","548519902363","763967","717989","true","3","296816458841","277","901"
"","9787137001","111467","87803","true","3","100534436","307","1637"
"","13533720521","17203","786707","true","3","403685599","61","277"
"","377660677579","1204471","313549","true","3","170709558208","53","167"
"","162395696959","334793","485063","true","3","152690071393","857","2759"
"","628965590503","751001","837503","true","3","567752249995","751","2779"
"","185985770921","148501","1252421","true","3","10266468135","15","58"
"","15241233779","96469","157991","true","3","2534649614","61","149"
"","926738802433","1194031","776143","true","3","198191219623","1597","6046"
"","519402784961","514051","1010411","true","3","119574945264","149","585"
"","9318923231","1017683","9157","true","3","2815292180","109","336"
"","182662445939","335771","544009","true","3","151653932940","1193","4223"
"","211847169857","332191","637727","true","3","195582766307","3691","12052"
"","262825047767","256489","1024703","true","3","114588437679","1381","5209"
"","419587123777","814367","515231","true","3","3156820338","769","3040"
"","235375128641","265241","887401","true","3","228000826332","29","94"
"","340632855559","283669","1200811","true","3","170688743343","307","894"
"","522167680301","647641","806261","true","3","177168671961","257","1099"
"","201500701741","490643","410687","true","3","161196290249","257","799"
"","27928336673","29347","951659","true","3","1497195900","73","188"
"","793833476441","1084429","732029","true","3","732747852479","131","455"
"","1017382385429","809423","1256923","true","3","937657457622","9871","35518"
"","136658856863","491591","277993","true","3","135880754457","13","101"
"","607544089511","837157","725723","true","3","314618337853","3329","11106"
"","33878396033","69877","484829","true","3","3965030612","647","1909"
"","841954018417","1093363","770059","true","3","577534239234","239","729"
"","468350574193","479861","976013","true","3","101367757085","23993","86271"
"","103845960277","574913","180629","true","3","3701289895","691","2260"
"","198421490173","525101","377873","true","3","134114471108","89","409"
"","101526254351","413527","245513","true","3","56790076438","123","342"
"","432554863861","920167","470083","true","3","321512790970","251","739"
"","25525187573","406951","62723","true","3","2829123353","2713","8319"
"","756465675649","795077","951437","true","3","407919820390","198769","768093"
"","1463106755273","1225517","1193869","true","3","271459368603","2029","8328"
"","449473467071","387781","1159091","true","3","165760866261","281","832"
"","92022893147","809213","113719","true","3","33256325518","1723","4801"
"","916379870279","1019023","899273","true","3","90483050715","929","3278"
"","430580881667","630593","682819","true","3","227352739035","167","548"
"","13007305249","217619","59771","true","3","1326139178","139","353"
"","15445995997","35461","435577","true","3","9582484187","197","523"
"","26272174631","133873","196247","true","3","18497634030","2789","8723"
"","479918582599","669661","716659","true","3","409611468064","3853","13722"
"","10250733431","227153","45127","true","3","9449909690","109","309"
"","116974529843","870547","134369","true","3","42383476195","19","63"
"","376196473787","1244501","302287","true","3","167094171267","131","423"
"","566590754153","551659","1027067","true","3","351317965902","91943","346248"
"","296516357299","604949","490151","true","3","107465116600","9803","33968"
"","730844857021","788261","927161","true","3","235509092772","1783","5913"
"","204919808897","719681","284737","true","3","152234121931","173","681"
"","475117500031","563933","842507","true","3","17729717309","8597","30337"
"","857655602987","1021297","839771","true","3","626917603715","1063","4550"
"","89419615897","171637","520981","true","3","70571565280","457","1554"
"","176998195081","239147","740123","true","3","157618200496","1097","3319"
"","68958112381","125063","551387","true","3","27512005753","353","1681"
"","484604841001","431363","1123427","true","3","82972673051","215681","839636"
"","508012136617","722159","703463","true","3","411086844274","12451","46076"
"","48596451427","100927","481501","true","3","16137621739","89","451"
"","1249224353323","1090027","1146049","true","3","899137327147","127","493"
"","367282095487","460829","797003","true","3","58056886533","1787","6711"
"","983141821217","960121","1023977","true","3","483399800839","127","428"
"","994465972627","767339","1295993","true","3","795587817947","2683","9429"
"","200120187907","164071","1219717","true","3","3208080264","1823","6346"
"","111129819539","175079","634741","true","3","9742639610","149","756"
"","20891013089","94099","222011","true","3","14961321291","298","770"
"","750517186411","968663","774797","true","3","685635170009","8209","29021"
"","206545109363","218389","945767","true","3","157552813049","18199","65775"
"","317420778083","318701","995983","true","3","87124608909","226","701"
"","25540970593","68239","374287","true","3","25154706410","107","310"
"","264244065887","627943","420809","true","3","183785385088","2287","8061"
"","41301174661","33409","1236229","true","3","12869748163","29","94"
"","824717882173","722797","1141009","true","3","260713600698","67","225"
"","496610467547","546619","908513","true","3","280406177860","89","296"
"","1079010389321","1092181","987941","true","3","434891183667","167","572"
"","19629562969","883061","22229","true","3","6736872370","659","1999"
"","255583007423","1034837","246979","true","3","85765220887","811","3595"
"","454890226699","837817","542947","true","3","341166622754","4987","17457"
"","4890900899","646859","7561","true","3","376537801","7","36"
"","183886241887","1010203","182029","true","3","65857182056","197","608"
"","3635532587","3011","1207417","true","3","1941098360","43","159"
"","53179248091","97777","543883","true","3","46067340220","97","595"
"","121971200023","981241","124303","true","3","95101877721","37","167"
"","680817495517","543497","1252661","true","3","545319345442","1657","6769"
"","267320043019","214723","1244953","true","3","50026808710","151","584"
"","298731406321","233621","1278701","true","3","251508978392","673","2563"
"","15997581517","718121","22277","true","3","14752359704","1381","4063"
"","1180462653511","939677","1256243","true","3","984175404336","677","2500"
"","673574782501","1212641","555461","true","3","124711638364","53","245"
"","608142735313","1061033","573161","true","3","273114082306","89","329"
"","159815021323","309007","517189","true","3","148023112124","131","445"
"","948314942989","1141529","830741","true","3","351429976412","487","2075"
"","338523478351","880487","384473","true","3","255072844756","257","993"
"","473851434697","1212259","390883","true","3","188268671737","6967","26878"
"","206950240379","488947","423257","true","3","14650194542","277","928"
"","916681391621","1075729","852149","true","3","643388685832","181","709"
"","102661266823","143291","716453","true","3","70444148257","89","303"
"","967581739783","975433","991951","true","3","878502556082","389","1254"
"","185558129753","447211","414923","true","3","164730654846","179","603"
"","29027521297","147377","196961","true","3","18089495112","151","428"
"","766961312303","1001089","766127","true","3","603886917471","79","404"
"","144618157247","184829","782443","true","3","475010531","41","189"
"","42669653867","80713","528659","true","3","8689561581","59","249"
"","70029812497","80749","867253","true","3","50743882836","2243","8791"
"","980735247007","1018987","962461","true","3","967146260149","5347","22758"
"","344694923567","538553","640039","true","3","277701623133","163","556"
"","328375285487","791363","414949","true","3","9216017291","229","734"
"","871839739987","756227","1152881","true","3","42692795286","3671","13004"
"","498903006913","694409","718457","true","3","387707988153","607","1958"
"","46824370157","181997","257281","true","3","31220792070","67","228"
"","17268876719","20443","844733","true","3","8939192383","3407","10425"
"","76849048739","550609","139571","true","3","9206382303","821","2528"
"","610057259107","559451","1090457","true","3","508002767139","167","683"
"","839727816061","786329","1067909","true","3","638010051363","433","1889"
"","48100023079","43399","1108321","true","3","22437958646","2309","8556"
"","384118047809","530659","723851","true","3","166159946081","317","1097"
"","31356559609","152809","205201","true","3","30168035418","19","92"
"","83834207","3329","25183","true","3","38439964","13","56"
"","21035784401","51829","405869","true","3","5723476471","617","1738"
"","742615668161","1287589","576749","true","3","433766845088","1759","6294"
"","1037501415473","1211597","856309","true","3","533431022788","2999","11228"
"","385347578729","384973","1000973","true","3","346631614066","4583","16244"
"","31515491927","348149","90523","true","3","4795003311","107","390"
"","249988676293","290327","861059","true","3","61171318247","8539","30757"
"","70007059877","456539","153343","true","3","61293497246","1217","3667"
"","171035026733","1091627","156679","true","3","143446337563","1249","4926"
"","588109256857","1161007","506551","true","3","341237574600","307","1071"
"","328415899583","419443","782981","true","3","228551135157","1319","4960"
"","1046548944281","1240247","843823","true","3","172868955073","181","614"
"","671963980823","574939","1168757","true","3","603192077400","26","152"
"","1129982936081","928231","1217351","true","3","946369884752","251","867"
"","350413312813","909973","385081","true","3","38859486993","157","528"
"","568611643357","608213","934889","true","3","304425203613","601","2036"
"","105784502249","206909","511261","true","3","56802313953","173","576"
"","963693992741","955819","1008239","true","3","106889465825","6547","24103"
"","786260263709","610469","1287961","true","3","753522871012","10733","40166"
"","1492536058927","1154723","1292549","true","3","1121090537903","463","1566"
"","1096284563291","1040929","1053179","true","3","636304283766","1549","5828"
"","606511847693","708139","856487","true","3","509001659231","14767","56891"
"","380265270883","547249","694867","true","3","150398800924","877","2573"
"","23853067361","44111","540751","true","3","14140638651","103","256"
"","218266988293","578603","377231","true","3","105216893290","317","1073"
"","158630772371","337871","469501","true","3","41312838655","113","408"
"","1535447396221","1182967","1297963","true","3","1072771611353","72109","285254"
"","152851108367","157669","969443","true","3","45157978291","1877","5860"
"","361777129409","606863","596143","true","3","233777477451","33119","119373"
"","977844194623","1150631","849833","true","3","645261207860","167","573"
"","326709890329","874063","373783","true","3","164160394220","991","3049"
"","1074249838811","1028129","1044859","true","3","570549907261","89","279"
"","756370518691","994867","760273","true","3","142352756248","337","1043"
"","883996991711","923851","956861","true","3","104245499139","2053","7515"
"","913992107939","1194547","765137","true","3","411313931954","97","417"
"","727204402429","758827","958327","true","3","423983962673","42157","158168"
"","647677818439","1043593","620623","true","3","16797672929","67","261"
"","1220864738999","1119319","1090721","true","3","308199579366","401","1251"
"","306290873137","421847","726071","true","3","165060624715","4271","14278"
"","3407852797","18679","182443","true","3","361158466","283","668"
"","568551690493","1038187","547639","true","3","411628473239","59","180"
"","250204721027","449153","557059","true","3","165328727771","29","90"
"","244321999301","658211","371191","true","3","30540990401","9403","32727"
"","209314283251","1068677","195863","true","3","81050601035","38167","138385"
"","55395659819","875447","63277","true","3","38982779464","3061","9913"
"","308097919793","961187","320539","true","3","78125279361","419","1277"
