"",n","p","q","success","bInit","b","i","time (µs)"
"","51724490767","122147","423461","true","3","1882896006","389","1554"
"","4914517381","1226483","4007","true","3","1150197330","2003","6086"
"","540390184189","1124831","480419","true","3","194314555251","16069","68834"
"","770214414049","1153487","667727","true","3","420866324920","479","1756"
"","28939612411","1071401","27011","true","3","26198157978","73","197"
"","704010355927","633833","1110719","true","3","461828471125","79229","334902"
"","263157175517","556253","473089","true","3","175917198473","12","69"
"","485880010349","978041","496789","true","3","343910512913","499","2318"
"","525716452319","1132519","464201","true","3","240492789880","211","656"
"","554636392979","1012733","547663","true","3","5196774208","941","3679"
"","1246644320123","1205257","1034339","true","3","978199839028","3863","15233"
"","930778164817","1128521","824777","true","3","620494701431","317","1249"
"","202663140913","814003","248971","true","3","66378656253","193","2263"
"","300039786317","302213","992809","true","3","241453134419","13789","54320"
"","63809566787","274069","232823","true","3","21195400185","331","1188"
"","559272398747","649529","861043","true","3","190948535421","61","195"
"","791184139849","723823","1093063","true","3","281515031745","997","4056"
"","1250098153","868727","1439","true","3","594704165","719","1662"
"","60983558621","335807","181603","true","3","52525035691","59","169"
"","10288126907","1094831","9397","true","3","649887124","29","182"
"","20036060111","46439","431449","true","3","3407136553","107","596"
"","133898503351","315677","424163","true","3","112287571609","78919","318949"
"","840824050193","667531","1259603","true","3","232770062294","7417","29067"
"","1038844535837","1168487","889051","true","3","393924273285","5927","23008"
"","532958678107","497557","1071151","true","3","164547003168","193","643"
"","73722863251","135593","543707","true","3","13684723526","997","2914"
"","449360925071","1183753","379607","true","3","163994773115","401","2025"
"","7006935581","45119","155299","true","3","3324485694","181","477"
"","151566769777","826549","183373","true","3","9656788927","59","179"
"","40166810447","77977","515111","true","3","2547352637","38","108"
"","512495681909","615623","832483","true","3","465787558229","6607","26147"
"","864474602399","831583","1039553","true","3","328745122062","439","1502"
"","20478740017","118619","172643","true","3","3637451636","467","1390"
"","1293852220459","1139473","1135483","true","3","20817032238","193","641"
"","51286258217","988727","51871","true","3","49796160001","19","70"
"","48239122051","624851","77201","true","3","2223234399","193","577"
"","213270968741","176933","1205377","true","3","107043504486","73","216"
"","255132349007","394549","646643","true","3","211976973937","61","371"
"","342267379469","401587","852287","true","3","165387144638","3253","11661"
"","18384083929","226313","81233","true","3","8149944425","5077","16841"
"","53755625381","46381","1159001","true","3","32090419689","61","254"
"","1297171212979","1046657","1239347","true","3","607300744454","37","136"
"","197899791163","419561","471683","true","3","159815819633","617","1825"
"","266253774209","796373","334333","true","3","53871744957","251","763"
"","81448006531","82721","984611","true","3","40009666071","47","133"
"","51481714679","439853","117043","true","3","23769216268","683","2022"
"","233396464729","195229","1195501","true","3","216572215197","29","171"
"","161677061131","484079","333989","true","3","23124937910","487","1591"
"","571852555411","1112677","513943","true","3","10911523834","599","1893"
"","56249688161","292393","192377","true","3","52250629101","131","779"
"","884231980991","1167841","757151","true","3","736626907844","797","2704"
"","561354507397","523741","1071817","true","3","548460527719","43","254"
"","332249575337","497501","667837","true","3","14545934239","199","772"
"","38218767649","716687","53327","true","3","24848254978","197","527"
"","1035757696247","1044139","991973","true","3","191909615784","1723","6830"
"","219920544901","557273","394637","true","3","216061986650","1699","6939"
"","95740512073","223823","427751","true","3","4042246951","59","179"
"","592862553421","657269","902009","true","3","16458056215","823","3205"
"","313846019789","1153799","272011","true","3","9048445916","9067","35782"
"","6090937703","36037","169019","true","3","2279196103","13","57"
"","873879238703","682141","1281083","true","3","58033145576","11369","47747"
"","297985864591","248299","1200109","true","3","278859727459","157","496"
"","531366134759","1251071","424729","true","3","97506735447","347","1090"
"","152068778501","229081","663821","true","3","57239094985","83","330"
"","48156349733","1220353","39461","true","3","12194987530","227","767"
"","69787776319","198859","350941","true","3","34924214158","131","499"
"","112390671457","116471","964967","true","3","107250340344","613","1975"
"","1669786225417","1298831","1285607","true","3","689568860366","103","435"
"","29821315813","37363","798151","true","3","24705167904","313","833"
"","58807992379","82729","710851","true","3","53796600476","383","1273"
"","378472855483","449879","841277","true","3","177923095590","33","108"
"","233921989709","559099","418391","true","3","14902250639","139","402"
"","938563901741","757951","1238291","true","3","448363640198","163","488"
"","153259298837","208207","736091","true","3","152688603451","269","921"
"","491613121057","1267727","387791","true","3","48565393677","157","600"
"","22430438309","1025579","21871","true","3","17211449064","9","48"
"","921425573963","790331","1165873","true","3","827643915717","227","933"
"","349717436633","649879","538127","true","3","251122343907","1217","4278"
"","57313905227","557729","102763","true","3","41094307123","173","500"
"","1462505555981","1133257","1290533","true","3","540076288491","2053","8986"
"","200965330157","253427","792991","true","3","56739299042","89","330"
"","953073673733","1230263","774691","true","3","216643112842","31","182"
"","99171169631","710441","139591","true","3","34173133120","47","173"
"","142592083181","178909","797009","true","3","16455047815","457","1858"
"","237141760901","204613","1158977","true","3","65456517153","59","216"
"","151584967433","516521","293473","true","3","52315829486","349","1508"
"","958777046701","1033489","927709","true","3","49930226090","797","2587"
"","594842431349","1019699","583351","true","3","147562135557","3889","15487"
"","242638023811","374789","647399","true","3","200774842090","2179","8836"
"","355882947869","371333","958393","true","3","136055387067","29","100"
"","1095836703329","1045523","1048123","true","3","486587958382","58229","253145"
"","268694961487","675247","397921","true","3","67587497972","787","2362"
"","643500874867","1078789","596503","true","3","629837973653","1069","4151"
"","262818776273","549553","478241","true","3","146480435891","61","189"
"","11298794369","221941","50909","true","3","1782018637","89","332"
"","508329772217","717841","708137","true","3","291331810623","619","3286"
"","235641997321","572387","411683","true","3","172981647658","2089","7130"
"","267492590609","300323","890683","true","3","35705701794","73","274"
"","308759551241","434921","709921","true","3","219942044853","29","109"
"","244716984527","588569","415783","true","3","87656203627","23099","88670"
"","3764821231","64997","57923","true","3","1240597740","16249","51089"
"","253171048979","307873","822323","true","3","132111075158","1069","3578"
"","325594441369","594401","547769","true","3","303933464034","229","728"
"","195805995911","1258903","155537","true","3","157779571894","409","1231"
"","557358809747","1167833","477259","true","3","231682885372","277","993"
"","56667572263","885251","64013","true","3","21130307223","1231","5305"
"","212760206537","860009","247393","true","3","152215572938","557","1771"
"","107734915777","95813","1124429","true","3","71758954725","1409","4724"
"","776584295351","1233439","629609","true","3","753637396196","853","3376"
"","74269790267","85781","865807","true","3","60759737840","1277","5127"
"","167102461151","1295137","129023","true","3","38732367123","1499","5886"
"","666405944671","1265899","526429","true","3","518433744663","134","652"
"","363742227601","866513","419777","true","3","349646955496","937","3666"
"","1367515505893","1218649","1122157","true","3","669346451675","73","349"
"","1340499991513","1055501","1270013","true","3","1135184992495","2111","9491"
"","282824612183","477913","591791","true","3","279695813167","83","344"
"","602968535291","472103","1277197","true","3","345184717893","1723","5581"
"","124409587801","119533","1040797","true","3","43549028075","419","1312"
"","1009034141897","1034123","975739","true","3","773205831510","162623","714509"
"","836453675117","889957","939881","true","3","252431853266","419","1512"
"","34927049711","1233779","28309","true","3","11643123684","337","1475"
"","247638759959","264977","934567","true","3","189466637045","1429","4744"
"","169393021081","470731","359851","true","3","38792941711","71","359"
"","259937423777","1123699","231323","true","3","137117633543","41","202"
"","641167137601","652361","982841","true","3","253798437607","347","1051"
"","321615760951","447901","718051","true","3","291433056265","1493","6720"
"","551313874459","634649","868691","true","3","355025823846","1619","6634"
"","1229645938921","953191","1290031","true","3","213929422086","89","296"
"","709343714843","912911","777013","true","3","634056594235","887","3376"
"","1576573906289","1255997","1255237","true","3","1184499370776","1447","6274"
"","80786730709","215617","374677","true","3","71615892849","1123","4611"
"","897238124833","954853","939661","true","3","53104149596","1693","6943"
"","224665157","33769","6653","true","3","201364548","67","190"
"","361142375029","488567","739187","true","3","3292453014","43","136"
"","1019864910409","1165921","874729","true","3","641148119348","347","1286"
"","663249506329","689041","962569","true","3","438608359510","29","105"
"","1160541086863","991579","1170397","true","3","892408986149","10837","46824"
"","5878144933","19793","296981","true","3","3565256906","479","2523"
"","30543072503","81049","376847","true","3","14813478724","211","697"
"","319646731597","728269","438913","true","3","233480648177","127","421"
"","597402815851","908317","657703","true","3","365329681490","599","2074"
"","78328006859","389461","201119","true","3","19779945269","6491","24173"
"","38340816191","88523","433117","true","3","30823204423","227","644"
"","55802832109","343531","162439","true","3","5807391556","347","929"
"","140730581963","116381","1209223","true","3","96174930781","46","196"
"","414365245039","869819","476381","true","3","54801917479","23819","99168"
"","738113829043","605531","1218953","true","3","465590969308","3187","12922"
"","892485372143","699469","1275947","true","3","613714800070","757","3300"
"","747300737527","1198037","623771","true","3","621326441452","67","251"
"","339636348473","1045643","324811","true","3","61240173582","307","1000"
"","135824911129","704161","192889","true","3","539510534","47","194"
"","144037454861","939769","153269","true","3","50747519170","38317","149471"
"","425980395889","500471","851159","true","3","282922698124","5527","22931"
"","644064851489","997463","645703","true","3","627495466807","4679","18348"
"","95572270919","221713","431063","true","3","15967548548","149","413"
"","87475386001","84053","1040717","true","3","9061753931","21013","99039"
"","91982553427","334177","275251","true","3","24864773863","118","489"
"","92211416749","513001","179749","true","3","86535060685","19","97"
"","1205784624257","978179","1232683","true","3","180008412297","151","639"
"","859213321727","838657","1024511","true","3","583100600304","13","67"
"","35036116127","206419","169733","true","3","28050484330","34403","126890"
"","193194277337","392629","492053","true","3","176925528999","211","606"
"","118221854561","855199","138239","true","3","30577640246","5279","19674"
"","19937869333","57917","344249","true","3","15609282408","1163","3876"
"","256163740577","275623","929399","true","3","201066151632","647","2649"
"","517282446181","1024693","504817","true","3","147183434887","809","3144"
"","121192386737","567319","213623","true","3","112231329134","103","313"
"","301802342327","250787","1203421","true","3","109658128363","647","2161"
"","717659658733","1072339","669247","true","3","416635871671","571","2153"
"","165172176331","530539","311329","true","3","14044673849","47","160"
"","84978171053","997057","85229","true","3","30479850668","149","532"
"","472356364763","641197","736679","true","3","93868374860","461","1714"
"","671411959357","1180241","568877","true","3","250336599359","1847","6036"
"","316511901403","344053","919951","true","3","82622263633","503","1785"
"","774136671559","872659","887101","true","3","676050801091","2957","13368"
"","787167862069","1045727","752747","true","3","671327453645","47533","220335"
"","484838796749","519011","934159","true","3","13707080511","71","256"
"","730732576039","931597","784387","true","3","566901927620","2677","9925"
"","1465743678379","1296227","1130777","true","3","1130061068417","863","4210"
"","423291652463","1204967","351289","true","3","365410817801","41","187"
"","1159326321017","1017209","1139713","true","3","207871114358","53","204"
"","581565578443","489961","1186963","true","3","311256120528","479","1622"
"","99902178413","714143","139891","true","3","2018882262","227","677"
"","5934846347","40163","147769","true","3","3494145775","131","321"
"","614191231783","525313","1169191","true","3","311720734201","19","74"
"","1147282424741","1292219","887839","true","3","980551283829","233","772"
"","928910627069","1243783","746843","true","3","862400574928","743","3039"
"","992707416821","985121","1007701","true","3","317914308637","131","415"
"","123149607703","928513","132631","true","3","18638969963","31","297"
"","876454553617","830839","1054903","true","3","794785018261","1613","5831"
"","769706501953","763447","1008199","true","3","631809075530","709","3126"
"","45702176369","37139","1230571","true","3","45632033823","113","439"
"","48784673107","78929","618083","true","3","31310108224","4933","16804"
"","443382331853","414889","1068677","true","3","153459558210","293","1508"
"","1002088482961","796267","1258483","true","3","97799901742","1427","5473"
"","1044945702043","1142353","914731","true","3","510262810982","7933","31261"
"","503121970853","932341","539633","true","3","262393389336","379","1299"
"","181584033419","383041","474059","true","3","1958105593","19","97"
"","529820557733","1141739","464047","true","3","437425551705","89","326"
"","1310710732301","1192109","1099489","true","3","1219646717901","373","2243"
"","287295065573","945899","303727","true","3","83346333525","227","787"
"","433860279403","823519","526837","true","3","256561189609","1021","3991"
"","747599178787","885589","844183","true","3","217091788647","193","725"
"","16551343399","65827","251437","true","3","8375037557","53","144"
"","145161393317","123829","1172273","true","3","139030495699","607","1988"
"","497935295813","635359","783707","true","3","366605595289","727","3613"
"","44833771513","931727","48119","true","3","1556505294","491","1488"
"","235789527539","860009","274171","true","3","121044851475","37","127"
"","1027662927869","1249999","822131","true","3","633867111656","4327","18780"
"","757129651403","582937","1298819","true","3","658053095947","107","474"
"","216629460881","756919","286199","true","3","84561476843","131","681"
"","108332572919","479371","225989","true","3","3545427917","58","214"
"","492635115619","513739","958921","true","3","304738381354","131","406"
"","218097468101","226901","961201","true","3","74767019786","89","301"
"","108075462311","408197","264763","true","3","101116928053","131","478"
"","79173042031","95393","829967","true","3","13227097988","271","754"
"","206153146183","523007","394169","true","3","92708942970","1699","6354"
"","172501087849","222863","774023","true","3","102887007276","20369","81439"
"","138627180409","1076039","128831","true","3","66735617480","991","2991"
"","488511643883","1129619","432457","true","3","222964882690","487","2089"
"","12116277727","908471","13337","true","3","884403145","1667","4840"
"","193244047807","679879","284233","true","3","122818781593","353","1077"
"","1258519406693","1013153","1242181","true","3","147331361868","103","337"
"","57897133747","131617","439891","true","3","26807837323","31","96"
"","26665092647","792731","33637","true","3","19332663929","2803","10680"
"","683242295129","977447","699007","true","3","167262589003","89","497"
"","226065591461","1124531","201031","true","3","216028716725","6701","23708"
"","390601203403","943757","413879","true","3","59110332182","241","939"
"","855396749899","787907","1085657","true","3","800335483831","73","248"
"","12700531937","213659","59443","true","3","2025700980","337","884"
"","52520553511","44549","1178939","true","3","23903389637","43","130"
"","107351091437","439141","244457","true","3","99436892336","563","1954"
"","353396535859","621749","568391","true","3","232959598479","503","1609"
"","315905575837","718511","439667","true","3","79740645123","599","1930"
"","231347907493","374681","617453","true","3","106758232012","29","102"
"","71583899719","105829","676411","true","3","12757111461","3221","10985"
"","83799564493","977243","85751","true","3","60359871648","21","135"
"","949997040701","1063649","893149","true","3","112092878948","283","966"
"","491680911313","434293","1132141","true","3","31274262985","18869","76611"
"","746648382373","1247881","598333","true","3","682571704738","419","1584"
"","709436474623","865349","819827","true","3","462734128214","277","930"
"","1575477081713","1243709","1266757","true","3","838466458301","105563","464980"
"","762242224259","941471","809629","true","3","142949715499","67","276"
"","23777444221","316699","75079","true","3","1469671426","97","412"
"","761722540729","1195277","637277","true","3","26771369494","159319","699329"
"","719523423991","966313","744607","true","3","324763304606","13421","54529"
"","20730307483","867631","23893","true","3","10052931965","181","479"
"","106060970261","622157","170473","true","3","54831106194","7103","26040"
"","327194177537","1034989","316133","true","3","253930038655","4649","17928"
"","509299336171","1038329","490499","true","3","464281544048","1213","3823"
"","34348421183","895633","38351","true","3","19363918464","59","159"
"","245322218549","514949","476401","true","3","89814829836","347","1144"
"","365141109343","754067","484229","true","3","346429690806","3733","14366"
"","163983860743","934951","175393","true","3","77807316482","29","100"
"","354241274687","530507","667741","true","3","54980684467","107","404"
"","1614087809","615829","2621","true","3","212461006","73","182"
"","250870987481","463283","541507","true","3","93767089352","5387","20680"
"","636608183467","1118837","568991","true","3","87665581353","3347","14287"
"","770073231871","596987","1289933","true","3","199769343845","23","96"
"","179334737951","1208219","148429","true","3","10053986745","31","152"
"","363014962943","432433","839471","true","3","312588950814","13","51"
"","271383879667","948971","285977","true","3","59917079970","8627","31996"
"","37737317357","306491","123127","true","3","36168679378","20521","74921"
"","239791272053","995567","240859","true","3","10178677009","118","420"
"","597158074363","936673","637531","true","3","161795167305","269","1632"
"","113172379603","88643","1276721","true","3","17621430614","47","150"
"","1242351635423","1253011","991493","true","3","787595100183","3797","14883"
"","1907582321","3019","631859","true","3","519720851","503","1528"
"","254225133347","572903","443749","true","3","197143942943","26041","105623"
"","65589551569","156329","419561","true","3","59334316621","617","1703"
"","275151871769","280303","981623","true","3","246319064281","137","477"
"","567978569251","543161","1045691","true","3","315737859818","367","1081"
"","216406323701","623759","346939","true","3","5032697135","1091","5895"
"","72937604309","809779","90071","true","3","48648283205","467","1356"
"","109411459193","281761","388313","true","3","54500466709","587","1659"
"","63494408947","50627","1254161","true","3","28623716504","257","1097"
"","514230376321","460891","1115731","true","3","109723218003","23","91"
"","56406183121","835511","67511","true","3","3953916738","157","575"
"","4406016697","6607","666871","true","3","2314273533","367","909"
"","773471344651","1047373","738487","true","3","470481944344","5861","22136"
"","80252989799","255859","313661","true","3","57668770478","15683","57944"
"","2450886239","133877","18307","true","3","181037924","113","246"
"","11076179771","527161","21011","11076179771","3","1","191","730"
"","201968251223","397429","508187","true","3","191464997612","33119","134409"
"","149800701961","676463","221447","true","3","8734091128","421","1644"
"","461215643533","1076191","428563","true","3","153368126559","821","3484"
"","224550562813","376757","596009","true","3","14277395596","367","1042"
"","1212801087919","1120649","1082231","true","3","296319767283","1103","3664"
"","189699210671","539843","351397","true","3","144720394672","227","847"
"","369014070379","287849","1281971","true","3","77094021973","3271","12319"
"","11109637661","149297","74413","true","3","7349294123","43","132"
"","374711804111","408137","918103","true","3","61746230457","3001","13102"
"","285939085337","1284271","222647","true","3","41651477073","89","268"
"","41398469999","294821","140419","true","3","23875723409","269","775"
"","532666942837","733793","725909","true","3","217472763825","997","4204"
"","655493919607","871817","751871","true","3","384022624477","467","1403"
"","408140995411","1243093","328327","true","3","192689206415","54721","225038"
"","680192639977","1042123","652699","true","3","515420735525","79","447"
"","672497939","122741","5479","true","3","510479820","38","89"
"","490666584719","518737","945887","true","3","317084216095","107","325"
"","317481520331","291779","1088089","true","3","201786186589","6343","24165"
"","167137883083","251561","664403","true","3","34690765023","331","956"
"","1280995332503","1067497","1199999","true","3","234014557347","2341","9881"
"","491702885371","517393","950347","true","3","237041015986","3593","13038"
"","225733182469","690419","326951","true","3","14412000081","503","1580"
"","288236358779","234043","1231553","true","3","21337700311","2053","8799"
"","793772530963","831847","954229","true","3","297399781286","7229","27056"
"","178134804143","231001","771143","true","3","63731327893","15","115"
"","58940612053","156437","376769","true","3","30942530895","58","173"
"","276449525819","348889","792371","true","3","229346239354","79","273"
"","730848943607","702347","1040581","true","3","74840666683","47","178"
"","185190752779","288851","641129","true","3","77860653604","109","374"
"","898930263643","1122623","800741","true","3","756638921017","997","3330"
"","21750108967","71263","305209","true","3","17841903522","107","303"
"","184706784179","177979","1037801","true","3","107188238485","5189","18270"
"","179513286647","215927","831361","true","3","125245366012","433","1922"
"","301531427777","987433","305369","true","3","247857940124","41","171"
"","236081882191","245753","960647","true","3","176506397840","134","473"
"","25867218401","166667","155203","true","3","9100518202","499","1310"
"","1286679633619","1038391","1239109","true","3","336414376174","47","210"
"","686485905341","992449","691709","true","3","594358567050","89","345"
"","147499278701","742699","198599","true","3","58223145407","33","113"
"","17752047583","385403","46061","true","3","8091766176","47","125"
"","140679731837","252541","557057","true","3","123019910824","17","65"
"","572874116741","552179","1037479","true","3","163014925355","283","875"
"","223756646221","835733","267737","true","3","144687484434","683","2180"
"","65831576831","75659","870109","true","3","48033099718","181","479"
"","831274830011","902507","921073","true","3","675639283056","619","2192"
"","905566344919","1109813","815963","true","3","836838597393","349","1531"
"","958145267327","1225687","781721","true","3","637113328288","379","1246"
"","548790290297","814883","673459","true","3","221969392565","1049","4325"
"","65265816181","90931","717751","true","3","28157371731","29","165"
"","1141857163669","1110997","1027777","true","3","348054625497","101","351"
"","627416844017","568987","1102691","true","3","480993729438","233","1272"
"","761277685291","837833","908627","true","3","393619808232","104729","447749"
"","669369042613","578483","1157111","true","3","362615445181","461","2221"
"","708639128657","566273","1251409","true","3","159647251767","58","273"
"","128152559357","346903","369419","true","3","90647488416","179","567"
"","65195218981","649633","100357","true","3","13634497405","101","308"
"","730062227903","1238063","589681","true","3","649636225995","13","75"
"","74970409861","79561","942301","true","3","25977143867","17","79"
"","633662504921","782003","810307","true","3","196638820305","109","864"
"","513023557171","987083","519737","true","3","310922265511","9281","39113"
"","50943244897","616321","82657","true","3","36037708088","41","129"
"","1261208745829","983243","1282703","true","3","433635706993","1231","5203"
"","15235340647","14431","1055737","true","3","12349010769","37","154"
"","700333091327","726043","964589","true","3","449278547709","1597","6137"
"","1981837423","26021","76163","true","3","600392930","337","1425"
"","1394513830097","1123699","1241003","true","3","915246093307","9857","44939"
"","450267651703","963731","467213","true","3","80246025447","5669","24282"
"","1095662694013","1108007","988859","true","3","629662890264","521","2212"
"","452622729799","718051","630349","true","3","300195581571","4787","18866"
"","71864260189","610193","117773","true","3","53748850406","3467","11356"
"","540833860807","580793","931199","true","3","168758401174","997","3191"
"","28423090481","867007","32783","true","3","22924594590","443","1184"
"","620128667069","1244591","498259","true","3","283914953827","9227","39643"
"","706283603863","1138853","620171","true","3","127631255711","181","661"
"","287329749659","483563","594193","true","3","178111728523","12379","48100"
"","6747571771","55931","120641","true","3","437685549","29","108"
"","258838177517","388657","665981","true","3","213574778853","71","220"
"","61249024103","762667","80309","true","3","46445666134","1181","3999"
"","423837631333","1273409","332837","true","3","310544979422","197","1199"
"","22873090391","169241","135151","true","3","21074365733","53","169"
"","62775763403","652087","96269","true","3","11009611648","587","2030"
"","15679592191","46573","336667","true","3","10571605271","3881","14080"
"","614746650733","886189","693697","true","3","179546126026","3613","15132"
"","178767196213","798649","223837","true","3","41177543792","311","1149"
"","448387301","247591","1811","true","3","163657652","131","406"
"","931639572503","801709","1162067","true","3","595937009276","18743","79721"
"","31729834211","398611","79601","true","3","19543498720","103","290"
"","820850879333","802913","1022341","true","3","130647001073","1549","7019"
"","59527494617","60679","981023","true","3","35584647280","887","2642"
"","1300860369377","1131239","1149943","true","3","142944491280","15287","65295"
"","551238759007","1268093","434699","true","3","72141776643","19759","83589"
"","25868289353","576221","44893","true","3","8463273254","43","159"
"","28544739403","655583","43541","true","3","4235320153","311","913"
"","38129989103","40163","949381","true","3","3023550967","467","1758"
"","238786519619","669791","356509","true","3","67915321010","3301","13036"
"","118474001171","278123","425977","true","3","71866426955","563","1761"
"","49986213751","112559","444089","true","3","30153205393","337","962"
"","52384416593","64319","814447","true","3","24498077997","32159","120666"
"","478269475493","835217","572629","true","3","440982738159","401","1352"
"","142755116513","1131083","126211","true","3","94966583474","601","1890"
"","1189539889163","1125581","1056823","true","3","1099918878782","337","1034"
"","52083455087","145823","357169","true","3","11105812887","1063","3054"
"","2437904047","117529","20743","true","3","690482876","83","194"
"","60353203139","303287","198997","true","3","51562510665","103","490"
"","597190970017","1126667","530051","true","3","416679763279","1301","4658"
"","569070977921","1105063","514967","true","3","435819166193","317","1149"
"","43324939561","160499","269939","true","3","40578850115","971","2815"
"","238951022939","539321","443059","true","3","59373893532","137","501"
"","669329470847","835391","801217","true","3","78383059111","107","327"
"","12705157093","107053","118681","true","3","8711897487","43","114"
"","792194662003","640043","1237721","true","3","380068225192","97","330"
"","97259983097","210437","462181","true","3","25140797677","7703","29413"
"","186095289209","1194059","155851","true","3","29684316567","1039","4892"
"","828745656971","1052473","787427","true","3","216619992861","43853","184444"
"","874966439653","1229381","711713","true","3","672210793362","967","3650"
"","264022357559","323581","815939","true","3","197724817213","5393","20224"
"","179621526319","145219","1236901","true","3","100724559134","31","100"
"","302330633393","689873","438241","true","3","97341652680","83","246"
"","134648823977","347161","387857","true","3","82199045776","263","767"
"","42627629701","420047","101483","true","3","1503768261","313","973"
"","425703053033","737507","577219","true","3","377141167112","4789","17469"
"","486771410981","400657","1214933","true","3","352254028488","491","1789"
"","1361095226671","1060589","1283339","true","3","553093981734","223","1118"
"","278468062799","232663","1196873","true","3","109808310259","89","353"
"","429340134389","393551","1090939","true","3","241526971313","463","1598"
"","183884494601","203999","901399","true","3","156496387386","7907","29095"
"","71586336691","250259","286049","true","3","22132155184","797","2805"
"","995323995563","1008911","986533","true","3","929047623063","71","213"
"","52507362197","882907","59471","true","3","10199454914","313","1343"
"","179074831541","593531","301711","true","3","29829261438","113","374"
"","125810642831","257953","487727","true","3","7011162541","2687","8779"
"","558601546417","490957","1137781","true","3","350205578458","43","137"
"","358790792029","803669","446441","true","3","68965247898","607","1878"
"","699795821947","1191793","587179","true","3","541922578617","3547","13863"
"","20891169703","178403","117101","true","3","7334972439","1171","4098"
"","195873153613","991567","197539","true","3","177380342590","73","294"
"","251638334533","1289111","195203","true","3","121503326539","191","1579"
"","427375612583","884087","483409","true","3","15008399224","373","1126"
"","259761804311","767443","338477","true","3","106880882291","2287","7212"
"","549682952419","1296419","424001","true","3","453090012607","53","174"
"","116428354079","324397","358907","true","3","64168646174","9011","34389"
"","354446087521","298223","1188527","true","3","243131025756","31277","125611"
"","33745212923","50753","664891","true","3","24655350624","61","172"
"","344130700847","711371","483757","true","3","200460790946","223","855"
"","510193993871","1084829","470299","true","3","187490810238","761","2383"
"","1232827936933","977359","1261387","true","3","1002393975613","71","220"
"","161860202327","241051","671477","true","3","136212466836","349","1160"
"","4398552013","37589","117017","true","3","1514836701","9397","28693"
"","402842699843","378179","1065217","true","3","208629140753","73","229"
"","36645478403","31657","1157579","true","3","12690404905","1319","4067"
"","258734738753","579877","446189","true","3","186981338651","23","93"
"","712058374681","1083079","657439","true","3","577718604300","79","259"
"","433009749413","912239","474667","true","3","347886766970","79111","323526"
"","1790381279","780803","2293","true","3","1661549075","191","438"
"","625569440219","722299","866081","true","3","219437210809","5413","22002"
"","363623490511","631259","576029","true","3","304801713148","197","802"
"","710039150057","911357","779101","true","3","66157361416","53","177"
"","300470100859","429661","699319","true","3","201978050508","31","106"
"","95442567827","475693","200639","true","3","71448137215","809","2297"
"","151727600197","334661","453377","true","3","105033849591","23","72"
"","634431956129","1125013","563933","true","3","119624882317","227","963"
"","590154203449","583301","1011749","true","3","105210001371","307","1305"
"","806274473027","753803","1069609","true","3","736870753845","1087","4610"
"","331386977333","905189","366097","true","3","262874486463","263","1159"
"","1147300135867","1065851","1076417","true","3","224285475372","139","614"
"","52893279869","86263","613163","true","3","26627216439","593","2521"
"","638250568421","626063","1019467","true","3","82183312739","31","146"
"","1264955779037","1212611","1043167","true","3","406806738281","1019","3614"
"","111157039957","1048681","105997","true","3","77938428134","73","342"
"","548686256507","944563","580889","true","3","68001189897","41","177"
"","492743316673","403391","1221503","true","3","341196175621","107","359"
"","831248868833","750163","1108091","true","3","676598265406","337","1360"
"","783935804123","1213183","646181","true","3","500168648879","32309","133280"
"","386698558021","363277","1064473","true","3","16042672584","2609","9561"
"","482531576047","919621","524707","true","3","66299352986","62","297"
"","213329075587","846037","252151","true","3","106588514268","82","1247"
"","18251624273","45631","399983","true","3","1709747940","13","54"
"","367777063897","356263","1032319","true","3","246974062199","2731","10378"
"","328804664087","297623","1104769","true","3","14513350354","137","455"
"","823772190863","711437","1157899","true","3","182605957665","37","134"
"","394663104677","329867","1196431","true","3","14542186696","101","313"
"","652969613323","627083","1041281","true","3","259998645129","1301","5902"
"","319513555667","326497","978611","true","3","14682243594","179","564"
"","307416646351","487973","629987","true","3","6638173020","2647","9933"
"","127068996389","603679","210491","true","3","24696909031","97","301"
"","602718375703","702347","858149","true","3","404367532142","3517","16377"
"","329683423057","412213","799789","true","3","303263993021","83","370"
"","221475007807","231611","956237","true","3","131535824288","53","165"
"","28932602449","116797","247717","true","3","17860891135","983","2821"
"","420212087231","866197","485123","true","3","36040757917","22051","91721"
"","990034772189","1262669","784081","true","3","742486287032","22","101"
"","182930962427","571279","320213","true","3","168975439462","277","1478"
"","302734905383","312517","968699","true","3","99106625992","6131","24486"
"","1220370926527","1104737","1104671","true","3","321061981152","79","264"
"","634678080149","769207","825107","true","3","388004091430","2531","10979"
"","431490327277","496343","869339","true","3","121786689225","293","890"
"","32422924789","219979","147391","true","3","30515390468","51","265"
"","34370178277","106297","323341","true","3","4946849787","103","322"
"","30241489351","36713","823727","true","3","2251534865","353","981"
"","530581571063","872393","608191","true","3","50148388906","97","371"
"","101575609673","149899","677627","true","3","84662205706","83","264"
"","415986096037","791009","525893","true","3","265290180439","1301","5258"
"","4933044923","554711","8893","true","3","2161968338","19","67"
"","87244658863","693403","125821","true","3","66015636460","233","1399"
"","9416410511","481141","19571","true","3","6675831376","18","113"
"","77973029047","71161","1095727","true","3","76046740982","137","418"
"","108431628607","156601","692407","true","3","25211508193","29","95"
"","393558272189","842353","467213","true","3","263611844292","109","327"
"","117324878843","283111","414413","true","3","8831969857","331","956"
"","780210029257","1258787","619811","true","3","63495733855","257","857"
