#### DATA MINER
Timestamp: 1558421587176
Algorithm: pol1
Max index for prime numbers picking: 500
Iterations limit: 100000
User: chl2598a
Available cores: 6
Memory available to JVM: 126877696 bytes

"","n","p","q","success","x0","x","nbReboot","i","time (µs)"
"","2777459","877","3167","true","2551604","2158896","5","61","551728"
"","829793","281","2953","true","663193","360556","5","2","534"
"","1089307","1201","907","true","438009","340960","0","18","51"
"","4850893","1483","3271","true","3449463","1281317","4","58","3034"
"","5112607","1787","2861","true","3264678","809340","33","18","34652"
"","2381809","983","2423","true","1534688","1379616","3","16","12690"
"","90157","89","1013","true","48461","74627","3","14","1394"
"","7647947","2713","2819","true","6485506","379552","10","20","47063"
"","350627","547","641","true","257573","31662","6","12","913"
"","14171","383","37","true","398","7798","2","2","88"
"","4736327","1697","2791","true","2429964","84710","1","16","184"
"","1900841","887","2143","true","1644799","1457642","6","32","11846"
"","1348057","769","1753","true","1263064","53494","7","21","3088"
"","484073","1319","367","true","96464","238860","37","10","2823"
"","75433","241","313","true","37700","50846","4","9","227"
"","173809","971","179","true","110863","73631","0","21","70"
"","7257347","2677","2711","true","2005965","6524741","4","28","26458"
"","1599907","1567","1021","true","1219909","814056","8","11","21797"
"","1368067","2371","577","true","179437","1098598","2","14","1345"
"","1878937","1213","1549","true","103508","207291","15","1","2171"
"","216001","3541","61","true","65978","40846","0","10","82"
"","2324011","2953","787","true","468277","606789","5","5","2981"
"","4563233","1697","2689","true","3612533","4428790","50","16","530974"
"","568969","167","3407","true","564444","477604","22","5","7498"
"","12327121","3511","3511","true","9852576","8592127","1","12","969410"
"","3409871","2083","1637","true","3062572","3100223","3","3","483"
"","9824531","3463","2837","true","931104","6727095","5","20","11356"
"","768311","3061","251","true","333019","167861","3","16","1425"
"","4789271","1847","2593","true","424416","4511827","10","59","154266"
"","2366327","2437","971","true","545974","1396487","6","1","810"
"","8418181","3119","2699","true","6043871","1390323","18","84","94225"
"","1655411","2683","617","true","1603798","345471","77","1","10101"
"","9480431","3259","2909","true","7806646","6600816","75","22","12847"
"","6498887","2029","3203","true","3997122","6059854","17","15","6859"
"","11471983","3307","3469","true","1876995","1797208","4","7","85364"
"","2475541","1231","2011","true","1258895","1219503","42","25","32840"
"","3475501","1031","3371","true","2935640","3000593","38","28","30508"
"","10324753","3373","3061","true","9162330","110953","13","46","26642"
"","51017","17","3001","true","20614","11417","0","6","48"
"","4868629","1831","2659","true","2949397","904626","42","26","15575"
"","1661963","751","2213","true","69284","330632","3","4","1208"
"","996713","673","1481","996713","215145","215145","3","10","397"
"","209981","3559","59","true","66155","67158","38","3","11417"
"","2605903","1301","2003","true","1062644","517828","24","8","38024"
"","4607","271","17","true","4034","3201","1","6","95"
"","461743","1187","389","true","245866","232251","9","13","1410"
"","7470577","2161","3457","true","757407","7401761","71","44","572174"
"","6730457","2069","3253","true","5764797","2050942","6","33","3831"
"","5406943","1831","2953","true","3155236","2856983","10","56","4081"
"","103219","443","233","true","63322","26508","2","14","143"
"","930401","1259","739","true","293913","390856","9","20","6459"
"","5164681","1471","3511","true","3731867","4408527","1","8","143"
"","1031131","1229","839","true","869261","639375","57","19","23359"
"","5070067","1523","3329","true","2655395","3494568","11","3","77152"
"","854767","691","1237","true","79130","717614","1","40","733"
"","1056031","739","1429","true","562111","970805","0","10","52"
"","2430361","3343","727","true","1331114","1735617","14","91","2891"
"","572857","241","2377","true","336794","214125","2","13","598"
"","2156677","1013","2129","true","824324","1000586","7","15","8447"
"","8173171","3313","2467","true","399980","1381846","0","71","146"
"","10858109","3407","3187","true","732938","6402186","38","21","795947"
"","627607","1103","569","true","558709","343058","23","29","3897"
"","891113","461","1933","true","718005","697260","5","7","634"
"","4956737","2719","1823","true","2712860","1114088","2","11","15049"
"","5110649","2767","1847","true","2630284","4602880","13","28","293458"
"","96533","2609","37","true","85155","40802","4","20","490"
"","4371319","2833","1543","true","3313959","2645371","4","9","1417"
"","563539","863","653","true","521291","503168","33","13","4670"
"","8287973","3037","2729","true","1345050","7103240","23","17","822195"
"","4551683","2333","1951","true","2216260","780324","9","1","45634"
"","2422151","1453","1667","true","2391996","1539085","13","3","2037"
"","3988483","1303","3061","true","1837169","552411","16","32","41942"
"","3570163","3023","1181","true","1300113","1095800","6","14","2423"
"","117031","37","3163","true","21209","89400","0","2","29"
"","865229","293","2953","true","606588","635595","36","11","42956"
"","669521","607","1103","true","154232","582196","27","3","2402"
"","289481","137","2113","true","287290","228106","7","17","6541"
"","31417","89","353","true","27872","9516","0","18","52"
"","635029","691","919","true","111173","124958","5","14","3353"
"","10540393","3457","3049","true","4473509","622411","11","44","8914"
"","3036877","1231","2467","true","1675914","1000095","0","4","36"
"","2785427","2851","977","true","1852315","997015","14","53","33972"
"","1106873","1009","1097","true","406429","472249","4","52","113379"
"","3669989","1847","1987","true","1033519","2396605","0","59","108"
"","3988339","2791","1429","true","2903900","2127953","28","5","5801"
"","6017173","2447","2459","true","702438","758995","18","89","733686"
"","1481621","613","2417","true","723559","1163693","5","6","494"
"","9033881","3533","2557","true","6880408","2234513","22","18","44475"
"","400133","113","3541","true","53441","238309","8","3","584"
"","4595839","3163","1453","true","2619675","399249","10","50","3876"
"","1732069","2141","809","true","70992","1502113","22","10","16275"
"","983921","457","2153","true","206424","184031","1","30","130"
"","611749","353","1733","true","526786","459010","1","18","282"
"","1359989","577","2357","true","949189","762986","16","7","72292"
"","504859","401","1259","true","86858","133441","8","33","32763"
"","5253569","2411","2179","true","3243140","1014023","9","18","54604"
"","1772009","673","2633","true","312764","1026144","49","10","6669"
"","1768139","1879","941","true","1130642","1350485","3","37","1868"
"","3761911","2689","1399","true","147246","853741","0","41","85"
"","2100671","2137","983","true","619252","219171","28","42","5177"
"","1450997","419","3463","true","1101557","563980","5","14","3450"
"","1544299","1597","967","true","38342","951190","0","32","64"
"","501689","1367","367","true","362982","222788","9","10","1177"
"","10400197","3391","3067","true","7780350","6780508","33","9","8272"
"","3910199","2081","1879","true","2575791","886570","4","3","24608"
"","1849031","1811","1021","true","1030235","1099663","6","25","5400"
"","2327267","2141","1087","true","219682","2144759","21","16","9865"
"","2352733","971","2423","true","2097193","725775","34","69","4659"
"","75917","89","853","true","18967","6685","0","14","37"
"","1107251","1289","859","true","193332","600656","17","51","3454"
"","860207","419","2053","true","400859","499403","0","2","22"
"","6298927","2693","2339","true","2607759","3717275","7","55","1127"
"","3532159","2179","1621","true","749239","1575949","0","44","79"
"","535331","257","2083","true","409837","191130","8","15","1033"
"","292783","113","2591","true","237525","257187","7","4","3060"
"","268381","769","349","true","237057","256282","0","5","25"
"","6437617","2909","2213","true","510179","6137838","14","21","3663"
"","332131","199","1669","true","172941","158812","74","6","122195"
"","1647883","877","1879","true","934731","1118024","7","66","246973"
"","2262193","2269","997","true","284819","1174143","17","20","4384"
"","1186567","769","1543","true","920368","128809","31","16","12611"
"","3506273","3041","1153","true","1814026","430426","10","37","10339"
"","2556751","1543","1657","true","1680487","1781564","2","85","28126"
"","2885381","3359","859","true","1402962","295711","34","3","33277"
"","19217","11","1747","true","8386","9288","7","2","515"
"","1385227","2141","647","true","355700","1284792","10","16","275761"
"","90161","3109","29","true","56107","58166","1","2","176"
"","908689","1223","743","true","827872","74470","17","9","4424"
"","6135287","2671","2297","true","5733624","3971825","1","73","14880"
"","1807373","587","3079","true","1494752","102975","3","16","1026"
"","5963","67","89","true","157","4251","1","14","77"
"","3882869","3559","1091","true","3702304","991169","0","28","66"
"","1195969","2617","457","true","631770","146436","6","30","9207"
"","1730711","1619","1069","true","113197","1549250","1","50","14313"
"","3797267","2617","1451","true","1361563","1894080","42","4","52795"
"","6998021","3449","2029","true","6807639","5169364","33","8","13778"
"","1907891","967","1973","true","1535808","803825","16","15","35633"
"","5974597","1693","3529","true","4113957","1491500","4","38","19974"
"","3297529","2099","1571","true","1927801","2838981","1","4","1019"
"","4743419","2753","1723","true","1338502","208214","9","15","1571"
"","254503","307","829","true","5921","160342","3","6","339"
"","224767","73","3079","true","66873","35629","0","6","26"
"","8051683","2683","3001","true","1396961","586691","2","11","572"
"","1335427","1381","967","true","183872","208730","23","28","7975"
"","7951439","2851","2789","true","1146539","3832346","8","88","1485682"
"","3488503","997","3499","true","633146","1864794","3","14","916"
"","211621","431","491","true","157324","56470","67","6","5528"
"","929447","787","1181","true","114495","184538","55","1","182821"
"","1838897","1049","1753","true","984328","1213971","8","9","4378"
"","1381729","1237","1117","true","1297767","91407","2","17","596"
"","3361531","1789","1879","true","2071340","855627","32","37","4226"
"","59767","59","1013","true","59434","48814","0","3","38"
"","9749837","2927","3331","true","7221774","8450913","16","10","776946"
"","5950909","2111","2819","true","3913055","5766513","17","17","14971"
"","2440939","2213","1103","true","187667","1887251","8","21","1421"
"","16409","61","269","true","3738","12949","5","10","408"
"","4294201","1283","3347","true","1633645","1804342","13","41","9842"
"","1875647","3467","541","true","1217314","1524061","14","13","621743"
"","3362339","1667","2017","true","2383045","644391","3","65","8177"
"","61267","197","311","true","25867","56656","9","10","1032"
"","1844621","523","3527","true","706458","720566","3","39","1555"
"","4492261","1459","3079","true","2770897","1020097","8","86","21637"
"","1708237","1009","1693","true","1040059","306990","19","8","345882"
"","1835579","631","2909","true","416174","250852","8","13","1161"
"","468649","709","661","true","114210","65296","14","18","2399"
"","2257919","2791","809","true","798332","1135685","26","2","4108"
"","1252759","659","1901","true","775730","868649","2","18","26239"
"","744013","571","1303","true","731501","530509","5","19","5816"
"","1011457","2473","409","true","297881","599723","8","22","12357"
"","5635813","3529","1597","true","4213552","3006634","0","40","75"
"","5204201","2909","1789","true","2699922","245414","5","6","615"
"","162607","1439","113","true","98089","108259","0","4","29"
"","29653","13","2281","true","16111","11613","3","1","342"
"","302569","683","443","true","141611","131366","32","26","8426"
"","4923551","3083","1597","true","3228173","4754258","6","86","11290"
"","1591","37","43","1591","566","566","12","1","460"
"","859153","1489","577","true","735981","771178","3","14","1883"
"","1355839","937","1447","true","426484","136951","5","18","706"
"","290893","1523","191","true","76725","224177","0","15","51"
"","194347","1783","109","true","153197","162112","6","37","720"
"","151159","71","2129","true","121416","126670","6","11","4031"
"","899771","2593","347","true","743244","369852","9","28","7459"
"","730259","227","3217","true","544631","240678","10","23","14395"
"","948361","1319","719","true","491000","246985","92","15","13697"
"","3057511","2113","1447","true","1206660","2390306","31","30","14783"
"","3828641","2683","1427","true","2618793","2082241","10","4","3039"
"","205889","227","907","true","58189","174186","3","23","5089"
"","2840531","2543","1117","true","2124735","1171110","70","25","46397"
"","153581","1409","109","true","20303","11256","4","2","475"
"","1514069","1609","941","true","690414","474925","16","15","1923"
"","5380481","2971","1811","true","565492","1661791","20","102","247542"
"","35699","29","1231","true","24599","4560","23","2","2191"
"","3331583","2137","1559","true","1717708","642797","38","4","5625"
"","293429","2111","139","true","109372","20968","11","25","9449"
"","1751263","1439","1217","true","935687","866318","9","51","1843"
"","2810869","1123","2503","true","1564475","1311672","16","16","13917"
"","3633341","2909","1249","true","452061","1582406","8","20","1836"
"","505163","1499","337","true","279515","227617","9","4","10974"
"","44767","503","89","true","17639","33926","0","3","29"
"","778489","467","1667","true","40620","725757","2","50","6236"
"","2267459","1801","1259","true","517180","1389667","7","33","5820"
"","2694949","1069","2521","true","20522","573195","2","56","12214"
"","2257","61","37","true","842","1323","0","2","47"
"","316837","3137","101","true","275461","302529","0","9","117"
"","784787","419","1873","true","383282","604296","23","39","23288"
"","2213879","2677","827","true","977997","1168064","9","28","7620"
"","5275157","1933","2729","true","3305265","218264","142","2","27787"
"","4420841","1489","2969","true","201168","1037986","26","54","21759"
"","1112743","1447","769","true","841866","837252","29","7","11613"
"","2882611","2357","1223","true","2822363","1581018","11","34","79361"
"","18037","1061","17","true","16999","16506","1","6","107"
"","73111","113","647","true","8545","34987","0","2","24"
"","8141","1163","7","true","4982","6557","6","1","278"
"","652633","233","2801","true","429894","499328","0","14","61"
"","7075127","2969","2383","true","6625571","4995590","10","21","2310"
"","5176147","1607","3221","true","3320425","4657140","3","42","1615"
"","1922237","647","2971","true","390079","1539856","0","102","176"
"","1917919","787","2437","true","291093","1249659","23","35","122368"
"","9125297","2707","3371","true","3545808","4747716","25","40","11603"
"","529609","233","2273","true","50151","477706","0","10","53"
"","2386231","739","3229","true","85850","1965127","4","14","835"
"","7598147","3449","2203","true","6970396","6258827","0","18","47"
"","4169201","1823","2287","true","2408083","1449830","31","62","7675"
"","491749","797","617","true","455489","339127","8","38","2848"
"","5165","1033","5","true","1815","4555","0","3","29"
"","2531383","2539","997","true","600110","1261121","5","22","7736"
"","1187497","2333","509","true","899447","341074","4","46","34888"
"","11947963","3557","3359","true","2094690","10460754","5","66","364552"
"","3380677","2887","1171","true","1797990","2770909","5","43","196080"
"","5862859","3463","1693","true","319367","5163040","6","17","18514"
"","3737171","2441","1531","true","2166752","680151","10","14","1750"
"","408613","1289","317","true","69329","7457","1","51","505"
"","3480313","1303","2671","true","1576617","3170186","0","32","96"
"","3524149","2351","1499","true","2505902","926030","21","25","146576"
"","585947","211","2777","true","367323","413532","0","7","43"
"","188033","3187","59","true","143346","124224","2","23","997"
"","2579261","2237","1153","true","1019166","2526137","2","37","2140"
"","2472427","3527","701","true","200148","1416383","40","20","97418"
"","4308427","1459","2953","true","1155868","546006","2","1","101796"
"","168503","1009","167","true","91021","141471","4","49","1337"
"","126571","2693","47","true","100494","59040","0","4","29"
"","9473963","3067","3089","true","6517186","7391373","0","96","165"
"","4055","811","5","true","104","2537","1","7","78"
"","122537","181","677","true","102329","5518","11","24","2291"
"","1660151","2083","797","true","667055","887824","9","38","1623"
"","2578127","1291","1997","true","1387229","2500071","24","28","11564"
"","4979833","2393","2081","true","3885457","1423060","5","52","25508"
"","978961","613","1597","true","652182","501997","24","2","1920"
"","2961697","1733","1709","true","636624","948564","3","27","41734"
"","2960263","1291","2293","true","639945","130000","12","28","18936"
"","1932409","1201","1609","true","614157","1101763","26","24","7072"
"","590221","877","673","true","565306","581092","17","66","8957"
"","2715199","1861","1459","true","1372145","2310089","5","56","140703"
"","2131487","1693","1259","true","728163","1914956","1","38","1211"
"","145997","83","1759","true","22344","90736","1","5","171"
"","16117","71","227","true","5896","5754","5","5","2530"
"","191629","2699","71","true","161957","108636","0","11","48"
"","502903","191","2633","true","102348","122021","5","3","997"
"","194209","1237","157","true","139612","40652","9","3","1048"
"","5905259","1993","2963","true","1424851","1749710","43","37","100742"
"","6844003","3011","2273","true","2780780","4812842","20","36","4438"
"","1794047","2251","797","true","3679","460360","22","9","515353"
"","2099029","619","3391","true","328172","280509","4","16","6789"
"","6272053","2393","2621","true","2318171","1839571","16","52","37099"
"","130721","3533","37","true","38101","124755","2","2","192"
"","10592363","3109","3407","true","6427950","2417911","9","41","71323"
"","2213017","653","3389","true","244149","1182902","4","32","3661"
"","6377629","2617","2437","true","3616468","428872","14","32","11291"
"","3065129","2053","1493","true","195279","2977094","3","39","58549"
"","36689","19","1931","true","8543","8429","3","1","286"
"","6804877","3449","1973","true","3825665","3912477","2","29","12516"
"","1807303","1447","1249","true","479910","123948","8","30","1926"
"","2009677","593","3389","true","1895266","79500","3","6","21262"
"","4025459","1889","2131","true","3943443","3905663","53","39","29279"
"","6150197","3461","1777","true","780263","6120148","5","16","34227"
"","758129","431","1759","true","331879","556861","0","6","50"
"","5515933","1619","3407","true","4346453","4009160","29","41","429240"
"","42167","149","283","true","40066","11756","0","8","31"
"","3533149","2741","1289","true","1785499","2895604","12","63","91279"
"","4305551","2141","2011","true","1890896","2576647","10","2","7362"
