#### DATA MINER
Timestamp: 1558419337074
Algorithm: pol1
Max index for prime numbers picking: 500
Iterations limit: 100000
User: chl2598a
Available cores: 6
Memory available to JVM: 126877696 bytes

"","n","p","q","success","x0","x","nbReboot","i","time (µs)"
"","183269","131","1399","true","80993","180322","5","41","3056"
"","1972699","1223","1613","true","447412","855894","13","34","38374"
"","1564939","1051","1489","true","242852","1052868","22","5","1137553"
"","5098777","2731","1867","true","3335032","536399","0","28","75"
"","6357809","2953","2153","true","3336635","5412594","1","56","4651"
"","1761979","1709","1031","true","632096","874774","23","49","15898"
"","1689403","487","3469","true","1021229","223359","11","12","261264"
"","3239623","1979","1637","true","2806924","2820777","17","28","3933"
"","3426259","2381","1439","true","2884233","2322317","31","8","3029"
"","2286919","1831","1249","true","817532","1127284","1","10","221"
"","351839","193","1823","true","333955","72247","4","8","1559"
"","299141","769","389","true","130347","89590","1","7","104"
"","418681","179","2339","true","188269","142982","0","21","57"
"","1443853","1093","1321","true","668689","432230","12","44","42320"
"","2620799","1231","2129","true","1866131","2325294","14","25","46324"
"","4606009","2087","2207","true","3641391","2895425","1","55","3160"
"","8337943","2939","2837","true","418390","5363281","2","37","336"
"","160733","67","2399","true","154894","124141","5","3","607"
"","5170723","1723","3001","true","4687827","597464","55","11","8168"
"","909221","379","2399","true","394215","371475","25","14","37627"
"","2203349","1087","2027","true","83455","1005231","13","9","2241"
"","1834699","2503","733","true","1204797","1757960","10","45","15986"
"","1273297","1723","739","true","969723","493068","3","14","1379"
"","41827","151","277","true","37179","21173","1","1","85"
"","4767047","2237","2131","true","1630548","891091","3","33","659"
"","827657","3463","239","true","521668","585003","15","16","11012"
"","5901197","2657","2221","true","1617520","3291430","7","48","1140369"
"","1424279","1613","883","true","114224","272281","18","14","670087"
"","589637","199","2963","true","352337","366864","27","1","4159"
"","454301","149","3049","true","231404","155861","2","8","644"
"","3062491","1747","1753","true","1344750","661080","33","21","5357"
"","2463961","2137","1153","true","1844163","2352636","9","37","2257"
"","4868641","3041","1601","true","2537484","1632919","72","22","18926"
"","8937499","2939","3041","true","3585974","3897508","67","20","29446"
"","4047937","3121","1297","true","2748280","1184098","94","5","31438"
"","3036403","1171","2593","true","241161","893408","5","53","134783"
"","974527","821","1187","true","244242","734379","22","5","2974"
"","2339599","1913","1223","true","1479502","843542","9","34","20600"
"","8836127","2833","3119","true","4199885","6018262","28","84","156410"
"","669","3","223","true","20","401","2","1","82"
"","3036403","2593","1171","true","22408","2043554","79","53","1563370"
"","7440359","3181","2339","true","5251470","5267375","21","14","30618"
"","7514539","2531","2969","true","7039493","2752257","35","14","19237"
"","766919","2851","269","true","202345","219451","0","2","25"
"","22499","149","151","true","21511","19699","7","2","633"
"","7099919","2207","3217","true","6292148","6124416","6","8","5980"
"","750779","269","2791","true","279009","750688","14","1","1539"
"","1841179","1559","1181","true","1018217","472567","13","23","18748"
"","749269","3109","241","true","159037","516440","14","8","3421"
"","5959159","1789","3331","true","4985886","2087916","28","10","3222"
"","118961","337","353","true","104780","24911","5","6","434"
"","7288417","2083","3499","true","3601319","5161873","11","17","1692"
"","728083","383","1901","true","114707","487303","6","126","36052"
"","6631441","1877","3533","true","4962136","1669878","7","17","7793"
"","1514341","727","2083","true","130579","909923","52","1","7721"
"","6214391","2371","2621","true","3075597","2082148","23","13","24625"
"","711289","557","1277","true","330039","29944","5","7","584"
"","5867801","2777","2113","true","1604832","4792828","23","9","4237"
"","2146421","941","2281","true","2140909","279611","15","6","58337"
"","1918459","1879","1021","true","1358155","717988","49","9","208024"
"","346481","1093","317","true","324841","52855","1","2","365"
"","100921","2347","43","true","80202","59949","19","1","1649"
"","1875017","1439","1303","true","363707","159136","81","32","9767"
"","10264747","3323","3089","true","8169024","5191616","8","21","53607"
"","3870683","1213","3191","true","2168443","3176799","105","17","21780"
"","1491323","3221","463","true","906113","347735","4","1","1822"
"","307123","197","1559","true","132849","104481","5","7","1397"
"","1922357","1117","1721","true","835472","1917981","4","22","1987"
"","3246053","3343","971","true","34949","2043948","31","5","14455"
"","4891321","1451","3371","true","3796000","2580062","11","31","74180"
"","2460691","2713","907","true","1934377","138371","12","58","28019"
"","7852627","3257","2411","true","552436","2932093","22","33","278085"
"","3375643","1787","1889","true","2215709","42717","1","18","626"
"","230617","2239","103","true","29796","96746","11","14","1335"
"","5723981","1697","3373","true","3562936","1372109","8","16","3998"
"","19021","23","827","true","6736","15833","10","8","466"
"","2561851","1009","2539","true","1327744","2414437","4","49","42602"
"","1057211","397","2663","true","957665","577736","2","29","5403"
"","226417","881","257","true","177717","172577","5","15","2390"
"","562369","1699","331","true","270558","532048","1","32","319"
"","2556401","1619","1579","true","1423768","1804307","1","29","248"
"","4512539","2417","1867","true","721884","1259580","19","86","239584"
"","2163559","877","2467","true","1290576","551265","1","2","678"
"","4847201","1733","2797","true","4174390","3403205","34","27","57668"
"","3180623","1303","2441","true","361288","1042757","49","32","11521"
"","9269809","3167","2927","true","3920159","870225","24","87","4110423"
"","1461869","1901","769","true","15648","104995","1","126","13392"
"","3762289","1801","2089","true","2927110","2185098","4","20","999"
"","3751619","2003","1873","true","2307040","2381151","3","10","2363"
"","1717841","1109","1549","true","1703350","1082201","4","33","6797"
"","10933063","3209","3407","true","10719001","5571024","24","41","189724"
"","1390267","3467","401","true","560094","636368","9","146","1266915"
"","3189","1063","3","true","263","2201","2","1","123"
"","7246807","2549","2843","true","4690803","5847904","8","13","1157"
"","239341","3371","71","true","159423","196982","2","11","1273"
"","6543881","2753","2377","true","5872819","3436414","36","7","5079"
"","6664123","2531","2633","true","913071","2095048","26","19","10249"
"","177187","167","1061","true","47957","62319","17","7","1208"
"","486973","1733","281","true","283805","469236","3","27","422"
"","368761","739","499","true","350705","34413","22","1","1276"
"","130661","193","677","true","37773","85163","3","22","233"
"","510871","193","2647","true","289936","259635","11","8","5848"
"","1823299","769","2371","true","1333917","127078","5","13","5125"
"","1928309","653","2953","true","1471567","696456","16","16","16165"
"","7459129","3253","2293","true","7300446","5853563","4","33","770"
"","4539239","3137","1447","true","1775680","2403678","25","30","78458"
"","263839","601","439","true","92742","69303","22","19","3113"
"","641027","2383","269","true","464438","497525","0","15","49"
"","4289413","3407","1259","true","2184413","1271337","7","12","22414"
"","837209","911","919","true","428820","324973","7","14","20547"
"","2149297","2731","787","true","1491852","144508","20","35","7922"
"","2076359","677","3067","true","227144","1655614","0","7","57"
"","926759","293","3163","true","436612","920551","3","17","313"
"","537983","1901","283","true","60713","423804","2","126","3789"
"","5841943","1733","3371","true","4556433","3807777","1","5","5041"
"","2666233","2729","977","true","642289","2030606","24","12","8912"
"","320641","1031","311","true","55659","304148","43","3","6856"
"","5283097","2251","2347","true","1721626","4425370","40","33","229296"
"","740177","307","2411","true","155105","502015","33","6","6606"
"","1951771","2083","937","true","1875225","1169088","31","16","5036"
"","239549","569","421","true","117703","197693","1","2","762"
"","9676397","2791","3467","true","3155572","1400033","9","60","1123549"
"","1474399","643","2293","true","1346518","720529","13","33","1882"
"","104617","233","449","true","79747","11499","4","23","253"
"","204181","2797","73","true","48760","127076","4","31","446"
"","686383","3253","211","true","676729","339762","8","6","923"
"","2161183","701","3083","true","599964","1848579","4","15","17659"
"","1190881","1447","823","true","677039","951098","1","8","96"
"","2813971","2153","1307","true","148041","331046","0","30","74"
"","3182821","1597","1993","true","1709936","1399028","0","37","68"
"","372529","401","929","true","302684","293060","2","29","666"
"","121747","211","577","true","76223","17987","10","6","818"
"","2387663","1283","1861","true","1460731","1916676","49","56","107501"
"","9750047","3511","2777","true","3816871","8868234","110","15","15916"
"","6381377","1787","3571","true","1421754","1353848","89","4","88302"
"","7285321","3307","2203","true","2081207","2041523","28","6","141787"
"","239341","71","3371","true","112978","45599","8","11","4791"
"","301109","853","353","true","130730","289388","1","1","98"
"","1238777","2089","593","true","987184","664592","9","37","4482"
"","122803","3319","37","true","108821","95545","1","93","688"
"","2740783","1187","2309","true","506","2332596","18","20","1642"
"","2958181","2011","1471","true","1928410","2807217","11","9","1622"
"","97417","1597","61","true","29849","71573","0","10","33"
"","11710087","3541","3307","true","1508082","2644743","95","8","36007"
"","2660267","1259","2113","true","562657","1875794","12","33","12505"
"","6416713","3323","1931","true","1303504","120516","0","88","168"
"","3032753","2837","1069","true","35259","2270815","19","20","420335"
"","1078639","1777","607","true","1010350","655862","17","5","4031"
"","57439","71","809","true","36000","46082","0","5","34"
"","17867","1051","17","true","682","13007","1","6","904"
"","1634671","599","2729","true","1009550","919493","4","17","5327"
"","2148911","661","3251","true","1590392","541385","6","18","1068"
"","578953","503","1151","true","445287","270335","31","28","3528"
"","6962509","2857","2437","true","2906819","3113964","6","32","40153"
"","4754699","3463","1373","true","1758327","2650777","18","15","10723"
"","2352907","1049","2243","true","1889784","1488287","27","8","89593"
"","203107","1031","197","true","163844","182362","23","7","2599"
"","6085259","2243","2713","true","2461688","2389912","37","45","890224"
"","1511141","2713","557","true","227951","132147","7","12","6042"
"","826439","487","1697","true","233343","565955","2","29","176"
"","63827","83","769","true","54382","30976","4","5","519"
"","4757813","2957","1609","true","686710","337784","1","87","532"
"","1044413","977","1069","true","1016534","842287","6","56","1846"
"","2887897","1049","2753","true","559878","951155","45","23","18717"
"","4896841","1747","2803","true","3532909","452412","48","9","4950"
"","2871529","1979","1451","true","1484306","2727118","56","46","285650"
"","3487633","1297","2689","true","1401769","1790869","17","5","35442"
"","45851","3527","13","true","495","38962","0","4","25"
"","6440387","3083","2089","true","5333451","4198907","4","86","9225"
"","2272181","1579","1439","true","1289910","88291","24","6","2581"
"","1742183","1511","1153","true","1596801","1738620","13","37","69397"
"","289207","2111","137","true","276740","266054","1","17","284"
"","4278137","2521","1697","true","1243212","611928","23","29","37148"
"","2657659","2309","1151","true","525716","2111794","14","28","2184"
"","338549","233","1453","true","273286","45165","5","20","433"
"","10041331","3257","3083","true","8865713","1448015","5","86","55910"
"","2366449","1663","1423","true","1514647","302320","17","27","21346"
"","1074589","613","1753","true","922515","370815","67","2","7326"
"","5669141","3541","1601","true","3418270","4620621","6","54","1191"
"","2009309","1279","1571","true","655189","1233317","6","60","595"
"","2220161","2503","887","true","1127184","2106432","37","32","121552"
"","7029733","3253","2161","true","2477233","87167","58","50","56413"
"","377677","293","1289","true","32321","201382","4","11","6328"
"","5761207","1627","3541","true","1143148","609492","38","31","16194"
"","5566213","3257","1709","true","663086","3992218","5","49","40362"
"","3247801","3181","1021","true","2298883","2725137","11","25","20826"
"","175969","149","1181","true","37518","131984","4","8","977"
"","4769287","2861","1667","true","123557","1834435","21","75","23619"
"","78817","269","293","true","53708","7709","14","15","1546"
"","1080551","1373","787","true","224675","915661","18","1","30635"
"","2010487","1019","1973","true","1672072","40401","7","29","6850"
"","5031947","1901","2647","true","4142300","3952200","6","126","13722"
"","221917","709","313","true","86858","155405","7","9","812"
"","1159013","2753","421","true","922853","999054","4","1","588"
"","4461077","1801","2477","true","94549","3100418","10","5","209521"
"","10306399","2971","3469","true","7156187","5609013","5","62","245580"
"","745813","349","2137","true","510443","550229","10","29","1197"
"","160427","137","1171","true","123742","21540","4","17","19691"
"","8917","37","241","true","4821","4340","4","1","152"
"","1060439","373","2843","true","1015899","168685","19","5","3138"
"","159077","271","587","true","68048","79201","0","16","43"
"","9948929","3557","2797","true","690749","9544122","5","32","5521"
"","481829","137","3517","true","111511","91098","6","3","19165"
"","5609239","2843","1973","true","2999101","1890275","1","27","594"
"","926833","3019","307","true","9887","414433","107","29","10103"
"","11281","29","389","true","10647","5201","7","7","327"
"","6500909","2423","2683","true","1249010","5159732","8","69","4624"
"","3817483","3461","1103","true","3459894","746470","1","19","295"
"","4564501","2437","1873","true","2714668","3058285","3","32","14178"
"","6783041","2953","2297","true","4095011","6516471","56","1","7521966"
"","252041","2447","103","true","67516","117677","3","14","716"
"","9200201","2777","3313","true","2408896","9140344","61","3","111648"
"","153583","401","383","true","101864","68581","1","29","234"
"","3180659","919","3461","true","1505306","3138898","2","51","4435"
"","4529051","1327","3413","true","3978450","2251472","14","29","27092"
"","6732083","3361","2003","true","3826308","6630508","1","10","233"
"","2518169","1607","1567","true","2506323","1801173","1","9","95"
"","1808333","739","2447","true","1718553","428998","2","14","2033"
"","1498103","1979","757","true","392724","971829","11","26","12507"
"","2380687","1601","1487","true","1006215","1421088","31","6","9998"
"","1797143","2393","751","true","259774","1608570","14","1","7924"
"","1474399","2293","643","true","1079872","231112","8","10","677"
"","6522907","2551","2557","true","639352","4652075","1","29","206"
"","3443711","1117","3083","true","173578","2387172","57","15","460061"
"","213011","293","727","true","147897","131489","16","11","2290"
"","18629","1433","13","true","951","11611","9","4","692"
"","1015279","631","1609","true","427871","672439","8","10","1730"
"","910489","1109","821","true","513124","537522","6","17","1959"
"","694403","1171","593","true","489365","275292","0","37","76"
"","3345487","1459","2293","true","766852","2321506","18","1","72065"
"","376279","1187","317","true","46107","333943","3","4","301"
"","4477657","1879","2383","true","1969191","3165457","5","23","2957"
"","6273431","3371","1861","true","4323063","1282189","16","56","10059"
"","19931","19","1049","true","5723","7821","13","23","762"
"","38741","2039","19","true","37537","16200","2","1","108"
"","1221607","1723","709","true","955251","692212","8","1","1949"
"","1610683","467","3449","true","505357","1253024","0","19","47"
"","3510061","1129","3109","true","1131778","1542166","20","39","3426"
"","169513","179","947","true","24405","13988","6","36","2832"
"","133577","599","223","true","98144","44833","3","27","642"
"","8324501","3559","2339","true","8117976","1063552","15","54","69068"
"","11083021","3533","3137","true","10053430","7747735","7","4","66179"
"","587953","467","1259","true","505852","240203","42","33","63143"
"","414263","349","1187","true","44981","259616","7","29","2681"
"","347927","113","3079","true","254744","226607","22","2","2518"
"","8184997","2843","2879","true","1550198","4668969","0","5","36"
"","2014273","743","2711","true","1090697","1477057","9","9","2677"
"","5332777","1777","3001","true","1531533","3253446","20","16","6982"
"","1867277","1931","967","true","1674632","1773266","24","32","49869"
"","963971","1117","863","true","844032","130269","47","4","12938"
"","8388433","2377","3529","true","2994515","287772","10","13","4295"
"","5128289","2309","2221","true","111601","1606334","23","101","81886"
"","395077","461","857","true","289635","377906","1","21","377"
"","7991029","2797","2857","true","4671563","1088885","25","43","92689"
"","6550979","3121","2099","true","4151028","4797520","85","42","67515"
"","133037","173","769","true","113902","66993","8","22","513"
"","3723911","2179","1709","true","3476875","1962470","0","21","46"
"","50927","401","127","true","11527","29572","7","29","720"
"","149641","991","151","true","101239","101843","1","2","124"
"","738763","2129","347","true","368811","146731","4","11","2335"
"","1649849","2437","677","true","641336","477502","3","24","991"
"","8800811","3491","2521","true","6700653","50298","15","61","150995"
"","41029","461","89","true","3705","32363","2","14","115"
"","542257","569","953","true","40380","492735","12","29","5120"
"","3458981","1637","2113","true","3355434","1120929","90","7","10877"
"","142603","2417","59","true","50697","135362","2","3","357"
"","10294093","2917","3529","true","1611368","923213","55","13","15364"
"","1923451","1483","1297","true","1666298","1575835","33","58","61462"
"","705539","1033","683","true","591039","667535","11","26","1311"
"","259549","277","937","true","89064","76045","4","25","622"
"","4574057","2857","1601","true","2975724","1443567","4","54","105217"
"","4080569","3089","1321","true","3585672","815535","0","44","73"
"","9641573","3457","2789","true","1216669","7003844","13","88","7603"
"","1395389","1091","1279","true","306530","1380074","0","7","33"
"","3023311","1879","1609","true","288268","750502","16","37","8292"
"","86147","277","311","true","36817","31000","3","2","212"
"","9566917","2879","3323","true","2178935","603833","11","88","1320820"
"","3496243","1259","2777","true","1523949","530598","28","20","9686"
"","21719","37","587","true","358","4467","4","16","237"
"","5382877","3019","1783","true","5315607","1792399","15","37","55675"
"","5534","2767","2","true","1822","2098","0","2","105"
"","7363571","3559","2069","true","5295460","2465068","13","24","88003"
"","916969","1823","503","true","141248","704555","8","31","3355"
"","3384631","2267","1493","true","56501","1645053","15","40","22654"
"","509183","3049","167","true","125213","15449","2","56","332"
"","2709521","2659","1019","true","870113","1399254","5","27","2780"
"","731537","3467","211","true","144378","730958","0","7","28"
"","726403","991","733","true","353415","470353","7","22","1241"
"","2807","401","7","true","635","1825","3","1","167"
"","9955007","3083","3229","true","5878139","4454150","15","17","96159"
"","2079409","1567","1327","true","1726188","1257655","19","7","9021"
"","772553","277","2789","true","46326","516118","1","25","41122"
"","2654279","2351","1129","true","275509","557759","113","13","80660"
"","512773","181","2833","true","473403","60361","2","14","579"
"","8925227","3191","2797","true","4287096","4373803","0","31","97"
"","953633","1301","733","true","706722","283897","8","38","4997"
"","5862551","2539","2309","true","1820456","3859303","16","20","3641"
"","5633897","3559","1583","true","2961876","3056856","1","65","990"
"","489967","181","2707","true","113138","212326","0","14","57"
"","4525447","2411","1877","true","2814675","991959","1","61","7220"
"","606061","331","1831","true","299847","230269","4","16","842"
"","2169053","1499","1447","true","1381399","1109363","7","30","19689"
"","470969","151","3119","true","278162","123689","3","12","1636"
"","478081","1229","389","true","153864","288847","0","10","42"
"","324041","1291","251","true","115227","168690","1","3","140"
"","724979","2287","317","true","700609","94822","1","8","1200"
"","1435723","1867","769","true","199007","1397621","3","86","8625"
"","857537","2239","383","true","847155","363531","13","16","2697"
"","43739","191","229","true","7010","32604","5","15","2187"
"","932531","991","941","true","876128","80042","3","15","961"
"","1588849","659","2411","true","1130631","436704","4","20","44278"
"","874039","443","1973","true","728176","637418","44","27","19113"
"","16147","67","241","true","12969","7810","2","1","92"
"","2572963","1993","1291","true","1620380","815208","5","5","33543"
"","5463643","2389","2287","true","1255641","809676","5","62","160167"
"","5992001","3037","1973","true","4717032","1643588","5","125","496995"
"","1067153","373","2861","true","390176","950422","20","5","3872"
"","80203","577","139","true","21171","36878","6","1","3115"
"","564721","641","881","true","518592","91307","7","41","2161"
"","1402909","1637","857","true","244366","980529","19","21","1853"
"","430501","151","2851","true","325879","117046","12","12","6493"
"","5981369","1693","3533","true","2718636","912205","4","38","13037"
"","6379957","2281","2797","true","4799363","4321076","11","3","260767"
"","4465121","3169","1409","true","4050376","1230967","44","19","21678"
"","136957","907","151","true","115743","50662","2","12","541"
"","2372621","2687","883","true","1665589","2319892","8","14","1571"
"","913607","337","2711","true","427732","741142","1","6","1082"
"","845821","239","3539","true","87248","399143","1","16","2130"
"","169513","947","179","true","124482","62727","7","21","3931"
"","460739","1069","431","true","151347","206935","0","56","84"
"","8967367","2903","3089","true","6280972","6552804","6","96","8116"
"","2010587","3079","653","true","885709","855671","3","9","1138"
"","2175401","2689","809","true","1911226","975454","2","54","1491"
"","4201339","2833","1483","true","999386","2251572","0","13","41"
"","11180311","3389","3299","true","10686010","5130494","24","40","10783"
"","1098199","2621","419","true","821846","18204","51","14","15348"
"","1415417","2309","613","true","463801","378368","39","6","2853"
"","340099","181","1879","true","230696","69787","0","14","44"
"","6584209","3119","2111","true","4730332","1004417","22","17","14568"
"","261197","1753","149","true","76812","250844","12","8","2154"
"","2968793","2677","1109","true","1593597","953704","41","17","55740"
"","1428701","997","1433","true","509959","787125","0","14","55"
"","2264837","1217","1861","true","964248","824293","0","51","91"
"","3285899","1579","2081","true","1358413","2879624","33","25","151125"
"","4551683","1951","2333","true","4070126","3388890","27","27","143586"
"","8348713","2749","3037","true","6217551","529870","1","21","8608"
"","3327307","1087","3061","true","469349","2515083","27","16","12336"
"","2723","7","389","true","1844","2033","0","1","20"
"","2759597","2161","1277","true","267620","1392657","3","7","946"
"","3250361","1453","2237","true","3048668","1074041","26","20","2023"
"","412751","191","2161","true","3823","93211","5","15","1306"
"","4762229","1627","2927","true","2591778","1722459","5","87","232754"
"","2507111","2141","1171","true","1754793","785205","2","53","96773"
"","1110377","2473","449","true","127716","698844","10","23","6871"
"","1823441","2221","821","true","1761062","1807703","4","101","78954"
"","6799063","2659","2557","true","3262451","1510906","48","29","144568"
"","2020063","967","2089","true","1465802","759720","12","7","2581"
"","5890069","1951","3019","true","5462500","2132143","29","10","121213"
"","1450567","2351","617","true","994771","19106","104","4","18425"
"","2635067","1103","2389","true","1066035","1787513","20","47","3257"
"","244679","797","307","true","131385","56477","16","6","1963"
"","7361603","2879","2557","true","3504675","5715747","5","16","31273"
"","930623","1091","853","true","484195","303359","8","6","552"
"","833123","431","1933","true","391306","499918","44","2","4303"
"","2380579","2309","1031","true","1768892","623451","3","7","470"
"","1626671","1907","853","true","882799","1473969","1","82","1933"
"","853649","331","2579","true","631306","359224","13","32","5804"
"","5464213","3413","1601","true","3563001","2451907","2","54","956"
"","631639","487","1297","true","545009","618938","43","2","6219"
"","271421","269","1009","true","217606","243840","4","49","3901"
"","2299691","1733","1327","true","379039","2101641","6","26","4119"
"","2764141","1327","2083","true","2390172","1004784","19","7","3695"
"","3861301","1279","3019","true","1114784","2946312","36","1","11545"
"","907061","1741","521","true","352861","544589","0","55","142"
"","204937","919","223","true","110123","133092","94","1","10377"
"","1256459","547","2297","true","482864","467001","17","7","28377"
"","897181","809","1109","true","385409","560962","2","21","488"
"","7880581","3307","2383","true","4352933","3900163","32","23","20994"
"","538537","331","1627","true","522159","272254","22","7","83368"
"","8984153","3187","2819","true","3088257","678885","17","23","219333"
"","2415797","2551","947","true","2400370","2004965","35","29","12187"
"","439391","1259","349","true","433568","392021","1","20","1880"
"","625357","773","809","true","210208","239332","8","21","33724"
"","6349","7","907","true","969","5659","1","1","86"
"","5101903","1657","3079","true","811746","3988215","1","85","10798"
"","5589091","1601","3491","true","5343125","3705846","27","61","1351849"
"","8514643","2909","2927","true","7584772","6396410","8","87","3704"
"","1605073","3191","503","true","412921","1561681","3","17","1117"
"","4506533","1277","3529","true","621801","2425120","14","50","7867"
"","4769179","1871","2549","true","2263635","3000809","10","67","388774"
