"","n","p","q","success","x0","x","nbReboot","i","time (µs)"
"","7398059","2213","3343","true","1554437","1660661","20","14","9892"
"","4603009","1973","2333","true","1228608","1798805","9","27","13507"
"","7977703","2969","2687","true","4010744","7148977","60","21","22067"
"","6792029","2311","2939","true","2454912","2404949","18","20","4858"
"","2568679","773","3323","true","1918634","466167","2","12","118926"
"","1741637","1579","1103","true","1351092","244213","40","29","5869"
"","8282557","2801","2957","true","1594616","7776423","6","7","528318"
"","4757029","2677","1777","true","4451144","4266336","0","16","71"
"","2038583","1069","1907","true","1626104","518137","6","82","169198"
"","3181147","1693","1879","true","515306","1945891","5","38","54386"
"","11781331","3329","3539","true","2825170","11541727","2","67","325734"
"","4788997","1613","2969","true","272799","3227815","45","58","195872"
"","4017059","2851","1409","true","2374821","3429691","7","53","34049"
"","6537829","1889","3461","true","4227134","4836270","8","21","17738"
"","4075259","2137","1907","true","345920","1044719","3","11","688"
"","1750757","1559","1123","true","709429","430925","3","26","4908"
"","444989","373","1193","true","247686","71257","2","5","181"
"","1124213","479","2347","true","369105","84579","1","4","164"
"","6702793","2801","2393","true","5202241","3646791","11","52","104970"
"","11592089","3361","3449","true","299985","7932622","4","47","2873"
"","819851","2897","283","true","798737","591581","19","5","6048"
"","4181893","1493","2801","true","1609385","1284469","11","39","61767"
"","939893","2789","337","true","402513","720459","9","88","1917"
"","1399087","1373","1019","true","109965","820208","7","8","5581"
"","159967","461","347","true","12546","106236","3","11","619"
"","7110773","2621","2713","true","6232893","752633","0","14","49"
"","1364639","503","2713","true","775572","268241","0","2","25"
"","1299587","607","2141","true","1099307","1039359","19","44","9267"
"","6904589","1951","3539","true","86287","4712108","7","8","160524"
"","376223","857","439","true","76656","309326","42","4","6734"
"","2086691","1511","1381","true","573536","222984","47","26","48426"
"","3281489","1553","2113","true","2410687","1958764","5","67","78887"
"","5868047","2693","2179","true","2972261","4844022","20","21","33668"
"","3313529","1303","2543","true","2196852","685372","14","32","39435"
"","3275861","1487","2203","true","1565726","2761274","3","10","1387"
"","3275183","3373","971","true","2356204","2708677","15","3","2992"
"","5958157","2423","2459","true","4220489","536907","5","89","1401326"
"","464567","137","3391","true","371849","428978","8","17","10088"
"","288149","193","1493","true","70631","251858","7","8","886"
"","231307","739","313","true","70402","173379","2","9","258"
"","3425647","1307","2621","true","508965","1836877","14","10","3501"
"","1003399","1621","619","true","908939","407549","1","16","463"
"","1429723","2411","593","true","942944","720569","13","37","438225"
"","4825151","3449","1399","true","2382471","3662050","0","47","107"
"","2557319","1879","1361","true","2042523","1416463","16","13","103018"
"","3464317","3259","1063","true","2381391","3206279","1","32","926"
"","38999","59","661","true","21556","9874","19","3","1686"
"","2195903","617","3559","true","333957","1864327","4","34","1261"
"","348893","269","1297","true","64659","3700","4","8","1549"
"","3597467","1427","2521","true","2331292","2201435","57","4","21659"
"","2920613","2473","1181","true","2604272","1398471","1","33","1595"
"","2204971","1367","1613","true","1234582","1157158","4","58","5098"
"","3892517","3209","1213","true","238862","2434392","20","2","7185"
"","202843","1051","193","true","26892","5662","21","8","14745"
"","83129","857","97","true","19753","56613","21","1","2391"
"","6058561","2903","2087","true","6051079","3325457","16","33","3247"
"","105163","103","1021","true","90553","22779","2","14","1045"
"","6123121","1901","3221","true","4125774","2424379","4","126","7754"
"","424799","149","2851","true","219627","237060","15","14","51430"
"","226861","2549","89","true","76431","34601","1","14","156"
"","604127","347","1741","true","72503","451427","15","11","1971"
"","7738469","2617","2957","true","687240","1763588","40","87","336612"
"","4419361","1997","2213","true","3130744","3270534","41","11","20397"
"","5182729","1571","3299","true","3495916","3104737","7","60","3539"
"","4061879","1151","3529","true","1880750","916212","9","16","13862"
"","1622911","751","2161","true","1064984","262916","9","4","1571"
"","1575449","1051","1499","true","1230539","961483","2","67","8305"
"","729433","223","3271","true","484609","154238","62","10","5624"
"","1149173","929","1237","true","300422","395671","76","3","12924"
"","91543","31","2953","true","628","89350","0","3","46"
"","1624433","811","2003","true","440758","57155","15","14","4932"
"","15109","521","29","true","1744","181","0","55","88"
"","2353513","757","3109","true","1591125","305739","11","10","2138"
"","3039097","1459","2083","true","122132","2956969","9","86","14243"
"","1036933","2269","457","true","645579","50108","32","30","12407"
"","478691","2767","173","true","53845","167506","3","4","1117"
"","1036969","3313","313","true","729702","92747","21","1","10141"
"","258059","1709","151","true","171060","256375","2","12","394"
"","11502191","3221","3571","true","9671324","5800360","96","31","439502"
"","6034859","2153","2803","true","2026813","5566345","14","30","4561"
"","173353","229","757","true","67650","3301","2","1","1100"
"","7321907","2729","2683","true","443781","687934","45","31","45913"
"","3431843","2333","1471","true","1638447","2369534","4","14","1489"
"","131819","193","683","true","109608","115072","2","2","516"
"","2559559","1621","1579","true","576975","1347527","13","1","46687"
"","5919943","3547","1669","true","3284468","1645510","11","89","498389"
"","3397","43","79","true","1078","3132","3","4","102"
"","5473927","3203","1709","true","1950165","957235","15","15","1179110"
"","4671437","1987","2351","true","2541589","1836204","13","10","16862"
"","2314201","761","3041","true","45256","337192","13","9","6102"
"","3698437","3049","1213","true","381726","521980","0","20","74"
"","32329","2939","11","true","23557","16528","0","2","21"
"","105101","463","227","true","26748","31969","3","23","346"
"","37043","17","2179","true","2025","20368","2","6","328"
"","1717691","719","2389","true","221659","1334933","4","47","6301"
"","1759183","1723","1021","true","411832","1004012","5","1","981"
"","436049","269","1621","true","380174","287777","25","44","35780"
"","127651","107","1193","true","110371","19703","52","6","3125"
"","1469789","2687","547","true","525530","811064","37","7","7886"
"","1788841","941","1901","true","1160608","997122","18","126","18209"
"","410923","2521","163","true","1686","254499","1","10","1294"
"","14977","17","881","true","9876","4164","2","6","588"
"","3606439","1193","3023","true","3082445","2225871","10","3","1160"
"","1919129","1559","1231","true","973772","1031629","8","35","17743"
"","1035809","691","1499","true","924992","28590","19","2","23341"
"","75613","911","83","true","29819","3425","6","5","3790"
"","805951","587","1373","true","205024","320076","11","8","6108"
"","1277201","557","2293","true","512306","1045355","41","2","5040"
"","998171","727","1373","true","398871","669352","38","27","8604"
"","6835","1367","5","true","97","5867","0","3","35"
"","1290647","3251","397","true","511256","273850","30","29","489978"
"","31421","13","2417","true","16645","24497","2","4","264"
"","3147413","1511","2083","true","1388544","1801047","0","26","69"
"","76187","1621","47","true","46500","23188","3","4","307"
"","2954669","1987","1487","true","481658","110089","6","28","1119"
"","2979521","2731","1091","true","1755427","2754783","25","28","6468"
"","422713","149","2837","true","271561","227010","2","14","2573"
"","3844679","1447","2657","true","2352495","2540605","8","30","3839"
"","3875419","1699","2281","true","2760490","1756850","13","71","9621"
"","3765337","1483","2539","true","1962963","3387342","7","46","52982"
"","765029","359","2131","true","452827","278353","8","2","2196"
"","3784661","2437","1553","true","3728839","1506295","2","32","80104"
"","65711","2857","23","true","55949","48198","4","2","619"
"","8251213","2819","2927","true","5152903","4107964","31","87","505047"
"","1658351","709","2339","true","203941","964116","10","2","8373"
"","983681","1453","677","true","660983","283203","6","20","1977"
"","1526851","599","2549","true","19868","992644","33","27","41437"
"","6785123","3187","2129","true","4578107","5801915","15","23","246467"
"","99887","1693","59","true","7332","81141","24","3","4396"
"","814909","509","1601","true","67307","29641","11","46","23348"
"","2521567","3331","757","true","150743","487608","8","26","7582"
"","2672069","1669","1601","true","2369485","2206183","3","54","431821"
"","662471","3329","199","true","611263","208454","49","81","18660"
"","5260753","3001","1753","true","4643880","990628","13","1","2577"
"","1988873","1871","1063","true","1861107","1913495","8","67","147107"
"","2082701","1579","1319","true","1242154","1363502","29","10","21914"
"","918509","347","2647","true","672631","267640","20","90","107753"
"","16645","3329","5","true","9120","770","0","3","28"
"","360721","137","2633","true","297491","191864","20","17","12960"
"","1987259","1381","1439","true","1460744","1376503","4","1","583"
"","1187957","829","1433","true","424497","519832","34","35","71310"
"","5766967","3079","1873","true","927061","5047661","10","39","15175"
"","2103499","911","2309","true","2075950","710361","3","3","1051"
"","8305069","3271","2539","true","6242066","3350145","7","46","3036"
"","1021721","991","1031","true","645693","89984","7","28","2930"
"","3016733","1597","1889","true","702809","266450","59","39","27823"
"","5407027","2383","2269","true","1572715","1546502","29","7","6956"
"","561571","947","593","true","128455","85840","9","36","87215"
"","1962647","773","2539","true","1543177","1623569","2","53","4269"
"","2805029","2557","1097","true","1646366","421017","4","52","54375"
"","5337869","2423","2203","true","3821411","2287652","10","16","126682"
"","2387029","2137","1117","true","1322649","1724769","34","1","3250"
"","5981153","2693","2221","true","4628867","3851517","13","101","1014509"
"","539821","193","2797","true","95793","111040","11","8","2228"
"","3441281","1213","2837","true","1773892","358229","42","37","11476"
"","363707","401","907","true","177760","167735","2","29","4835"
"","7344847","2221","3307","true","4642709","733749","32","101","2990574"
"","285167","1433","199","true","28261","59504","4","6","379"
"","302717","2939","103","true","24232","166990","4","14","1689"
"","3082867","2113","1459","true","1758582","573874","45","86","1166645"
"","133823","163","821","true","107658","39198","2","10","286"
"","1643353","769","2137","true","1289238","1532242","0","5","40"
"","520441","797","653","true","49189","419794","9","9","6123"
"","6800597","2377","2861","true","1385424","6353354","29","5","18875"
"","2552491","3079","829","true","520060","651042","11","5","2473"
"","1706839","1933","883","true","321641","160935","6","45","1743"
"","6928169","2477","2797","true","2275871","2174314","17","99","406685"
"","8293421","2659","3119","true","2089829","1519052","18","84","97302"
"","1031993","2957","349","true","873054","1004278","5","29","1084"
"","708241","3559","199","true","366068","209256","7","1","1866"
"","4338727","1423","3049","true","620535","1858429","0","56","107"
"","539939","2053","263","true","343623","352039","11","26","2764"
"","2018707","2441","827","true","1647554","504640","15","15","3756"
"","5303257","2141","2477","true","1174904","2584317","12","39","60677"
"","543293","907","599","true","205468","206666","6","27","8870"
"","4377361","2203","1987","true","2235058","281837","5","28","6914"
"","9280961","3541","2621","true","9024745","6136403","87","8","21797"
"","2240123","1171","1913","true","1842079","1805732","10","54","656631"
"","1086661","463","2347","true","418727","101882","29","29","5247"
"","739573","1931","383","true","164482","382685","4","16","1444"
"","355727","2801","127","true","148711","326511","2","6","420"
"","1213691","683","1777","true","195404","680525","6","16","2241"
"","175619","2879","61","true","72897","41228","0","16","60"
"","3216721","937","3433","true","1668707","2784432","27","1","6768"
"","135529","433","313","true","109784","68216","17","1","1992"
"","1689187","2677","631","true","1283878","550656","13","13","12181"
"","20257","431","47","true","18488","2696","4","4","226"
"","193901","2731","71","true","94292","109841","0","11","121"
"","1663423","599","2777","true","929368","1501430","21","3","3317"
"","1352947","727","1861","true","1049852","1126187","18","3","2814"
"","1688429","3467","487","true","798203","324352","0","33","74"
"","2023757","823","2459","true","1299525","588874","4","89","193535"
"","1613137","1223","1319","true","1086057","1328211","0","5","34"
"","119167","269","443","true","115063","44183","3","3","334"
"","184589","937","197","true","32445","94894","0","7","31"
"","3235097","2377","1361","true","2522434","1258065","31","28","6504"
"","6486833","2729","2377","true","4654875","842167","7","14","3311"
"","4722161","2267","2083","true","2314139","2481897","33","33","7709"
"","54433","29","1877","true","37707","4531","22","2","2504"
"","304307","173","1759","true","89982","16104","12","11","1352"
"","2596249","2927","887","true","579813","2227714","1","87","3173"
"","187991","3547","53","true","19663","101244","18","16","2762"
"","3238757","2099","1543","true","1794739","3230455","43","42","46346"
"","3525629","3413","1033","true","2354059","1521287","13","72","3139"
"","2547697","3313","769","true","438416","2312469","57","22","441102"
"","510479","631","809","true","201196","161555","28","10","7274"
"","1161863","1877","619","true","835852","1069215","0","32","67"
"","1011341","457","2213","true","266841","196006","0","30","83"
"","6508981","2693","2417","true","5835641","630072","15","55","25652"
"","363091","191","1901","true","357715","246744","1","3","84"
"","1223297","2339","523","true","898454","152133","16","1","7687"
"","551897","1741","317","true","511353","390259","12","7","1308"
"","2628767","1319","1993","true","611529","968276","59","37","106960"
"","2762219","1657","1667","true","893028","1851553","7","50","33859"
"","1230211","2777","443","true","10884","1093914","12","9","3285"
"","245393","211","1163","true","113926","52314","2","1","227"
"","100601","3469","29","true","40070","69418","5","2","654"
"","585631","2161","271","true","137890","23357","0","50","109"
"","895","5","179","true","512","327","0","3","22"
"","1120789","2143","523","true","465119","938957","8","8","4268"
"","79957","37","2161","true","58604","32672","3","4","557"
"","1135571","2017","563","true","115853","142074","12","65","3825"
"","1893907","743","2549","true","1693685","188367","33","15","10373"
"","80533","2777","29","true","55237","53555","0","2","25"
"","303223","89","3407","true","3553","134027","3","3","2653"
"","1762037","3257","541","true","862090","1204075","0","2","52"
"","3086581","1153","2677","true","1141465","407004","3","37","23746"
"","208619","229","911","true","194736","15429","11","28","20351"
"","5463643","2287","2389","true","4045265","5428496","24","47","611413"
"","154961","83","1867","true","134447","65806","3","5","1807"
"","5861783","1973","2971","true","5689492","659589","5","20","20054"
"","491123","743","661","true","197849","415548","0","15","42"
"","1786549","2711","659","true","1692201","144220","12","42","28763"
"","1717649","3527","487","true","1443540","839660","3","33","61908"
"","4248641","2621","1621","true","4231505","4218537","26","44","4126"
"","3258011","1021","3191","true","307386","505460","10","25","21348"
"","1028899","691","1489","true","489473","785784","3","54","15844"
"","2543759","2393","1063","true","1011014","2422678","15","15","24016"
"","639481","2083","307","true","480438","4895","25","1","2312"
"","6753763","2473","2731","true","2287418","1877768","13","6","5543"
"","5576089","1949","2861","true","4836040","593067","28","81","365902"
"","83723","2887","29","true","75276","17450","9","2","1513"
"","1691111","3389","499","true","314213","1524086","49","32","10753"
"","2268751","2411","941","true","1717262","808315","29","33","84904"
"","1557821","2767","563","true","704020","1262516","10","6","4692"
"","1693619","991","1709","true","1061683","460115","8","49","25347"
"","1382131","859","1609","true","16375","1224988","143","6","16811"
"","57289","971","59","true","27274","23616","23","3","1000"
"","1701319","3253","523","true","387952","1010845","74","8","15298"
"","1197233","2213","541","true","800990","1022259","11","13","11592"
"","2440651","839","2909","true","1526995","2162118","16","19","3430"
"","998171","1373","727","true","827674","201586","22","27","4268"
"","800633","607","1319","true","26629","465856","13","15","1112"
"","283729","1879","151","true","36227","4064","5","12","5340"
"","5342839","3083","1733","true","4508746","2292069","7","19","277390"
"","657847","1427","461","true","275564","170456","15","8","1581"
"","4484639","2833","1583","true","2204131","1141938","21","65","9349"
"","11757331","3343","3517","true","3158144","6323444","14","57","1252803"
"","3293539","2693","1223","true","1190926","1243515","1","34","281"
"","244537","2521","97","true","64725","140773","8","3","1951"
"","5020363","2689","1867","true","4111771","3424715","18","86","627118"
"","2635441","1697","1553","true","1005632","2013650","11","29","195938"
"","2116241","1427","1483","true","179613","701629","54","58","26230"
"","5082113","1721","2953","true","3922488","4672550","4","56","4960"
"","393427","397","991","true","203509","313510","0","8","72"
"","3381067","1051","3217","true","2548853","2948233","1","67","19925"
"","268231","347","773","true","239350","141179","0","3","25"
"","408791","421","971","true","198535","212428","6","2","374"
"","1243777","613","2029","true","237297","350089","10","1","1040"
"","3216293","1229","2617","true","93916","2637946","120","15","66711"
"","1479811","2111","701","true","1158107","1111665","4","17","1659"
"","5379107","1993","2699","true","4629546","4107380","6","37","303903"
"","7770421","2699","2879","true","7380813","1000377","13","66","881663"
"","2089903","1123","1861","true","972401","1442938","0","26","66"
"","2353081","743","3167","true","2225609","499594","14","61","31685"
"","6272789","2267","2767","true","5753940","4802092","15","39","34852"
"","134779","53","2543","true","59957","43951","7","2","617"
"","1086851","2269","479","true","806432","104697","11","4","3310"
"","2514307","1619","1553","true","2082742","2374162","3","7","157557"
"","1788131","751","2381","true","187435","1400300","46","10","19098"
"","2813527","1051","2677","true","1080419","1509227","14","67","296417"
"","6104383","1913","3191","true","4890714","749069","21","54","36034"
"","839701","2339","359","true","728831","86580","1","5","234"
"","5795789","3329","1741","true","4615707","2861324","23","81","30185"
"","6392431","3307","1933","true","612688","1221176","17","27","4045"
"","483799","167","2897","true","325735","314045","7","5","5087"
"","1191137","349","3413","true","772483","987467","0","29","79"
"","6097697","3539","1723","true","505021","2582959","10","10","42527"
"","448621","2971","151","true","209722","441460","4","102","1175"
"","8434457","3461","2437","true","5276669","2722451","9","19","18993"
"","1173727","401","2927","true","591234","970179","15","29","3651"
"","9648623","3533","2731","true","7145960","4383154","33","20","9816"
"","1789633","751","2383","true","750584","125001","30","3","5843"
"","759613","271","2803","true","404601","135498","11","9","1185"
"","3526577","2971","1187","true","2989193","2116748","3","10","5471"
"","31529","769","41","true","12753","24684","2","7","370"
"","242381","163","1487","true","6384","21543","3","10","295"
"","140117","2297","61","true","12145","111270","1","10","3387"
"","8413507","3083","2729","true","8311734","8293236","3","86","33601"
"","4082443","2837","1439","true","1367306","1772997","0","20","58"
"","1675783","3413","491","true","912738","1643120","15","72","2494"
"","369107","157","2351","true","165608","26899","1","16","331"
"","2378437","821","2897","true","507561","1317888","0","4","32"
"","2521303","1567","1609","true","1300161","2199592","2","10","419"
"","5702243","1931","2953","true","3964132","4475847","28","10","406392"
"","27383","197","139","true","10610","18116","0","25","58"
"","1661593","1091","1523","true","245345","797391","4","28","3132"
"","225209","1993","113","true","48130","47904","19","3","5016"
"","7131473","2789","2557","true","6072688","3506808","15","88","243516"
"","2277029","797","2857","true","1172739","1204166","6","43","109954"
"","3493157","1867","1871","true","649071","2124001","16","86","712649"
"","358837","281","1277","true","1470","90828","12","4","1608"
"","5446367","1987","2741","true","5206582","1769072","1","28","2380"
"","1617113","797","2029","true","450602","62463","3","38","907"
"","1422719","1427","997","true","975055","1151524","28","22","5622"
"","2451217","1069","2293","true","255050","1928940","19","33","3152"
"","1449857","1531","947","true","662476","170036","0","36","88"
"","775459","1019","761","true","386665","468092","0","16","41"
"","574897","547","1051","true","193898","561748","5","7","7779"
"","19253","13","1481","true","12781","6554","4","4","1143"
"","2541283","1487","1709","true","1455329","1221196","0","49","93"
"","884071","601","1471","true","849616","465577","17","38","5457"
"","1980893","3307","599","true","533667","758543","1","29","11601"
"","10190533","3023","3371","true","7277203","1893716","13","32","5985"
"","1074589","1753","613","true","388317","42976","0","21","55"
"","1236283","3083","401","true","593478","97115","4","86","144736"
"","1355701","467","2903","true","1001529","478956","4","19","1841"
"","4338611","2309","1879","true","1407004","2891414","7","20","6347"
"","2912311","919","3169","true","611686","749536","4","25","1461"
"","3743","19","197","true","3162","692","14","1","478"
"","892807","3557","251","true","792857","259307","5","21","2469"
"","3550369","2903","1223","true","2609347","1113618","13","34","4683"
"","5415427","1597","3391","true","5129755","142324","3","5","654"
"","400423","179","2237","true","307393","230244","16","21","6577"
"","537193","1997","269","true","238640","407303","3","15","604"
"","4054","2027","2","true","1484","2616","0","2","61"
"","590831","199","2969","true","395268","170398","11","5","1231"
"","845609","2719","311","true","736940","32719","9","43","13452"
"","4974623","1439","3457","true","4406175","2321604","0","44","97"
"","66163","109","607","true","64553","11744","14","1","1603"
"","2998283","1361","2203","true","2841431","263921","91","31","258533"
"","2408209","1613","1493","true","2237683","224659","9","58","52811"
"","2560949","773","3313","true","1620147","1418054","3","67","221697"
"","58969","109","541","true","9179","37852","3","17","269"
"","3656299","1373","2663","true","3455882","1600959","9","15","2448"
"","283307","491","577","true","215211","201363","91","14","8294"
"","2766103","823","3361","true","1611555","1608263","21","31","37935"
"","1664743","677","2459","true","840751","746648","3","22","70789"
"","1270289","1733","733","true","504508","824096","24","14","23448"
"","66259","383","173","true","8357","32231","25","4","1259"
"","3153869","1021","3089","true","2012723","2371047","17","96","551815"
"","9315727","2903","3209","true","3429743","6657879","47","14","39168"
"","695707","2237","311","true","13738","649111","41","10","3939"
"","556063","463","1201","true","233167","219956","8","24","1220"
"","1003151","1213","827","true","219336","168390","7","1","1589"
"","746089","2399","311","true","407711","172595","4","3","5138"
"","3440911","1327","2593","true","927117","1489798","13","39","14451"
"","324487","2477","131","true","80594","172243","2","99","3758"
"","9498191","3391","2801","true","2950300","3630943","7","7","64610"
"","1897123","2467","769","true","1017661","1496259","10","71","96365"
"","40207","1297","31","true","5125","14952","11","3","971"
"","1318649","1279","1031","true","640231","1126863","6","15","4021"
"","2429761","2111","1151","true","1174065","981964","27","17","8915"
"","3328769","3359","991","true","123839","94109","11","22","98411"
"","2158379","3079","701","true","250940","281083","143","20","57560"
"","1392991","2153","647","true","1114998","1070355","1","3","207"
"","401449","2557","157","true","348653","118523","10","29","2271"
"","1812709","733","2473","true","363330","1240731","12","14","12223"
"","10602533","3533","3001","true","8697923","2886138","53","18","23337"
"","213331","383","557","true","139630","47168","4","12","401"
"","1963","151","13","true","361","764","1","1","76"
"","4783679","1487","3217","true","751174","3028810","26","30","4993"
"","8013","2671","3","true","479","5078","0","1","21"
"","5622307","2939","1913","true","2100179","4407257","25","54","41260"
"","127327","157","811","true","18673","115182","2","7","231"
"","735377","2617","281","true","452475","158549","28","4","4994"
"","5372707","1861","2887","true","665047","3159415","1","24","51693"
"","1109567","401","2767","true","680405","613839","5","29","43917"
"","619219","307","2017","true","4140","288729","1","6","107"
"","14777","2111","7","true","13135","6751","2","1","132"
"","187589","1721","109","true","85175","151229","23","1","1661"
"","5329763","1699","3137","true","3688691","144577","52","5","29892"
"","430337","157","2741","true","277401","387041","3","63","466"
"","3723911","2179","1709","true","1917935","379835","7","2","28866"
"","5888213","2381","2473","true","3673981","5019293","3","7","2127"
"","787859","3533","223","true","754816","655135","14","1","3742"
"","2189279","2003","1093","true","2015767","1127158","22","13","9793"
"","15757","2251","7","true","5528","5962","2","1","271"
"","382853","349","1097","true","52784","68142","1","52","17088"
"","3882049","2293","1693","true","462334","748451","51","38","17620"
"","13439","151","89","true","6671","4713","3","3","334"
"","3274351","1381","2371","true","1900611","2486155","3","1","4520"
"","683549","1543","443","true","616845","663360","41","10","8308"
"","489751","389","1259","true","73232","148309","1","13","836"
"","550223","967","569","true","252878","412767","1","29","189"
"","4509203","2423","1861","true","2285178","375792","4","4","247725"
"","1022711","887","1153","true","366551","22957","7","37","31133"
"","981803","853","1151","true","877189","116378","17","16","2298"
"","4633049","2017","2297","true","3765172","3067290","10","65","1355321"
"","507187","277","1831","true","133083","433905","4","25","3536"
"","315947","139","2273","true","172702","233862","6","25","12679"
"","10074227","3181","3167","true","9897940","3253574","33","61","532266"
"","854741","2153","397","true","149656","745156","7","29","37144"
"","5805281","3323","1747","true","4148368","2822491","2","88","681"
"","685229","641","1069","true","26397","395202","4","56","7382"
"","2422349","2659","911","true","87948","671899","10","46","34584"
"","1731019","769","2251","true","179969","1305469","9","45","40982"
"","406051","463","877","true","139165","218095","6","66","1124"
"","25853","103","251","true","21998","24161","2","14","279"
"","50749","2671","19","true","27679","22337","2","19","139"
"","5087993","1823","2791","true","4199213","3409360","15","18","254142"
"","5125291","2999","1709","true","2107033","181675","12","6","253294"
"","203521","271","751","true","104668","111172","8","10","956"
"","21989","11","1999","true","2503","10742","2","2","282"
"","3664627","1289","2843","true","2530288","1822627","4","51","4551"
"","6820661","1973","3457","true","1208355","4619672","36","29","301146"
"","6824383","2953","2311","true","5551385","3076771","37","56","109491"
"","2379821","2683","887","true","1612709","960764","14","32","21092"
"","205567","1033","199","true","81803","113826","2","1","134"
"","693949","1831","379","true","663855","636188","0","14","51"
"","1500481","1237","1213","true","602271","113656","58","9","7942"
"","5229167","1949","2683","true","4435260","3431818","7","12","107526"
"","785909","3373","233","true","468145","694136","27","17","9683"
"","3137917","2657","1181","true","655704","1851354","12","9","8217"
"","3535921","1709","2069","true","1246137","2693660","11","49","174138"
"","253007","113","2239","true","178045","169570","1","2","247"
"","2356499","2687","877","true","1115945","1557076","12","66","7058"
"","4031257","1487","2711","true","3108042","3570499","14","10","8715"
"","454217","433","1049","true","79196","189611","1","30","3027"
"","2246243","1759","1277","true","8536","111973","1","30","1243"
"","1593677","461","3457","true","1313741","362698","3","10","944"
"","3499777","2549","1373","true","476539","2220055","43","42","24592"
"","1458823","1187","1229","true","1407272","1296881","19","9","2465"
"","4801399","2999","1601","true","1863095","561482","12","54","45836"
"","493037","229","2153","true","441556","371940","1","28","168"
"","1974829","1051","1879","true","414469","1173291","31","67","929068"
"","6436439","2111","3049","true","301134","3110875","2","17","637"
"","340943","929","367","true","207665","112979","15","10","1444"
"","8411","13","647","true","4827","1460","0","1","41"
"","4321223","2689","1607","true","2377744","4176685","78","54","55948"
"","6780617","3209","2113","true","4624626","861373","41","21","14500"
"","384011","2803","137","true","96074","293902","5","17","2331"
"","1507999","2543","593","true","824254","1032397","3","37","8019"
"","5116481","2683","1907","true","799227","2771232","11","12","15685"
"","47011","53","887","true","409","16786","3","2","176"
"","789427","487","1621","true","736842","338076","2","44","594"
"","3723043","2609","1427","true","1201407","2472864","60","6","18884"
"","3624889","1511","2399","true","1106951","1171924","85","26","702658"
"","953177","2377","401","true","813589","378905","9","29","7314"
"","3245513","1523","2131","true","2291803","1090156","7","26","3644"
"","247021","733","337","true","215889","138042","2","1","684"
"","1965947","641","3067","true","205998","145103","19","2","3584"
"","1820383","1621","1123","true","1188606","1386368","0","44","84"
"","4785409","3023","1583","true","4205470","1634678","1","65","185"
"","5629123","1877","2999","true","368092","4542700","5","6","11708"
"","7598147","3449","2203","true","2526893","4420394","16","47","118133"
"","7166359","2203","3253","true","5485803","2767301","2","31","1161"
"","4930427","2383","2069","true","78502","4615819","4","33","1738"
"","5770441","2789","2069","true","4521397","2951190","9","88","5887"
"","5155081","1889","2729","true","2284127","2977390","2","39","6488"
"","152101","89","1709","true","132937","47487","21","49","4569"
"","823217","311","2647","true","471017","563695","41","10","8119"
"","10031","7","1433","true","8200","2208","2","1","154"
"","2238493","937","2389","true","1700569","680176","1","16","214"
"","8481097","2383","3559","true","2068759","3250347","2","34","1525"
"","1323683","911","1453","true","851876","1157972","21","17","13131"
"","1002581","773","1297","true","840857","628149","4","11","7255"
"","7138679","3089","2311","true","6931144","2470628","8","96","14458"
"","1344737","461","2917","true","1046248","475069","19","7","4190"
"","1189963","353","3371","true","28441","532172","3","18","1116"
"","1618","2","809","true","74","1428","0","2","55"
"","281287","83","3389","true","264396","86195","27","5","11984"
"","4052357","1619","2503","true","3741839","3180046","0","50","91"
"","3593801","2953","1217","true","2595031","476234","3","51","190283"
"","3447271","1699","2029","true","1168114","54193","29","8","4295"
"","2167567","827","2621","true","2028808","1010771","3","8","837"
"","6838459","3079","2221","true","5649681","5065558","9","1","140013"
"","61759","151","409","true","47391","40847","3","1","741"
"","1455473","2131","683","true","607537","737990","10","26","5158"
"","8835857","3323","2659","true","1872343","5633979","2","88","58508"
"","955667","613","1559","true","806030","909627","2","1","300"
"","819331","431","1901","true","687724","545149","3","126","781"
"","1097477","3109","353","true","776054","1058807","5","18","2262"
"","6602801","1987","3323","true","2797818","3835032","6","28","7291"
"","9853537","3533","2789","true","4050982","3716302","17","88","486495"
"","3592943","2749","1307","true","664857","2660646","2","20","2048"
"","148613","353","421","true","5453","12610","11","1","700"
"","3455429","1019","3391","true","2857816","2098661","6","19","4981"
"","803951","1303","617","true","146371","81221","14","32","2760"
"","3934393","2719","1447","true","714178","3049636","9","30","95520"
"","3171127","3023","1049","true","2918817","2854828","57","23","18313"
"","5315393","1831","2903","true","4398280","999944","15","3","2369"
"","5632877","1877","3001","true","4145208","1365371","22","17","7329"
"","3805","761","5","true","2185","2300","0","3","24"
"","1735057","2803","619","true","1415900","384027","0","16","72"
"","11885","5","2377","true","2262","3672","3","3","357"
"","107399","509","211","true","87721","46492","0","46","84"
"","325327","2879","113","true","65795","307631","5","47","2019"
"","459601","197","2333","true","239050","443733","2","4","1729"
"","2939369","3137","937","true","1063796","1930521","5","16","6495"
"","636589","2477","257","true","136","480726","3","4","3864"
"","979763","1759","557","true","851398","650878","8","4","2239"
"","574349","499","1151","true","172787","256120","0","3","29"
"","1610509","3307","487","true","561281","1318584","10","46","55689"
"","258463","131","1973","true","198050","91154","7","7","2980"
"","347353","2131","163","true","335481","210786","1","10","811"
"","1555339","1423","1093","true","1518328","1017432","0","25","64"
"","849227","263","3229","true","2260","202458","5","35","1523"
