#### DATA MINER - 1557690624519
#### Pollard 3 
"n","p","q","success","bInit","b","i","time (µs)"
"869","79","11","true","3","210","5","68"
"671","11","61","671","3","1","5","62"
"4331","61","71","true","3","3783","5","66"
"1357","23","59","true","3","737","11","338"
"3977","97","41","true","3","2133","4","128"
"8051","83","97","true","3","3784","6","66"
"3649","89","41","true","3","1641","4","52"
"1261","97","13","true","3","729","3","51"
"2263","73","31","true","3","1242","4","63"
"1159","61","19","true","3","733","5","51"
"6497","89","73","true","3","2264","4","61"
"1271","31","41","true","3","1149","4","71"
"583","11","53","true","3","386","5","69"
"2021","43","47","true","3","732","7","116"
"391","17","23","true","3","358","6","63"
"583","53","11","true","3","386","5","57"
"1649","17","97","1649","3","1","6","73"
"2491","47","53","true","3","2121","13","115"
"7387","83","89","true","3","3205","11","66"
"1207","71","17","true","3","103","6","209"
"4453","73","61","true","3","1972","4","46"
"4453","73","61","true","3","1972","4","42"
"2231","23","97","true","3","680","6","53"
"923","71","13","true","3","729","3","49"
"1541","23","67","1541","3","1","11","507"
"299","23","13","true","3","131","3","47"
"2867","61","47","true","3","1465","5","49"
"1643","53","31","true","3","280","5","51"
"4819","79","61","true","3","3844","5","40"
"4661","59","79","true","3","1423","13","86"
"4897","59","83","true","3","2361","29","182"
"5609","79","71","true","3","3622","7","2005"
"481","37","13","true","3","248","3","43"
"5917","61","97","true","3","1648","5","212"
"3127","53","59","true","3","3075","13","78"
"7921","89","89","true","3","802","11","73"
"1591","43","37","true","3","815","6","47"
"3239","79","41","true","3","1723","4","187"
"3431","73","47","true","3","2118","4","53"
"1517","37","41","true","3","1395","4","38"
"923","13","71","true","3","729","3","50"
"2759","31","89","true","3","2140","5","74"
"3403","83","41","true","3","1641","4","453"
"1067","11","97","true","3","969","5","66"
"4819","61","79","true","3","3844","5","60"
"671","11","61","671","3","1","5","45"
"767","59","13","true","3","729","3","34"
"1343","79","17","true","3","460","6","77"
"6557","83","79","true","3","4978","13","177"
"979","89","11","true","3","716","5","68"
"779","19","41","true","3","83","4","62"
"1363","29","47","true","3","262","7","75"
"3721","61","61","true","3","1587","5","38"
"901","53","17","true","3","766","6","85"
"533","13","41","true","3","196","3","49"
"3551","53","67","true","3","1341","11","82"
"1081","23","47","true","3","990","11","54"
"1501","19","79","true","3","381","6","41"
"781","11","71","true","3","375","5","175"
"1357","59","23","true","3","737","11","78"
"1457","47","31","true","3","807","5","36"
"4187","53","79","4187","3","1","13","63"
"1829","59","31","true","3","435","5","62"
"2407","29","83","true","3","1451","7","82"
"799","47","17","true","3","307","6","308"
"451","11","41","true","3","411","4","36"
"4717","53","89","true","3","4362","11","58"
"3649","89","41","true","3","1641","4","234"
"1387","19","73","true","3","1242","4","38"
"247","13","19","true","3","235","3","39"
"493","17","29","true","3","460","6","36"
"1343","17","79","true","3","460","6","44"
"2231","23","97","true","3","680","6","43"
"4819","61","79","true","3","3844","5","207"
"1067","11","97","true","3","969","5","61"
"6499","67","97","true","3","3978","6","44"
"2183","37","59","true","3","371","6","253"
"1643","31","53","true","3","280","5","44"
"6887","97","71","true","3","6209","6","45"
"1681","41","41","true","3","1190","4","34"
"169","13","13","true","3","53","3","32"
"949","73","13","true","3","729","3","43"
"2491","53","47","true","3","2121","13","65"
"1501","79","19","true","3","381","6","31"
"3149","67","47","true","3","2212","11","41"
"1537","29","53","true","3","407","7","32"
"2813","29","97","true","3","1359","6","48"
"403","13","31","true","3","326","3","47"
"667","29","23","true","3","262","7","33"
"2581","29","89","true","3","929","7","57"
"1073","29","37","true","3","112","6","30"
"143","13","11","true","3","14","3","35"
"3007","31","97","true","3","1551","5","30"
"2257","61","37","true","3","306","5","51"
"6887","71","97","true","3","6209","6","67"
"2581","29","89","true","3","929","7","51"
"869","79","11","true","3","210","5","50"
"3869","73","53","true","3","3651","4","27"
"1073","29","37","true","3","112","6","44"
"779","19","41","true","3","83","4","35"
"1189","29","41","true","3","575","4","42"
"319","11","29","true","3","210","5","29"
"341","11","31","341","3","1","5","48"
"923","13","71","true","3","729","3","124"
"1691","19","89","true","3","1426","6","54"
"2881","67","43","true","3","947","7","55"
"3551","67","53","true","3","1341","11","45"
"1273","19","67","true","3","628","6","45"
"949","13","73","true","3","729","3","33"
"1037","17","61","true","3","611","5","59"
"1739","47","37","true","3","260","6","47"
"1769","61","29","true","3","123","5","29"
"221","13","17","true","3","66","3","25"
"611","47","13","true","3","118","3","39"
"2813","29","97","true","3","1359","6","52"
"1517","41","37","true","3","1395","4","34"
"517","47","11","true","3","243","5","56"
"1927","47","41","true","3","1272","4","45"
"2747","67","41","true","3","411","4","27"
"2911","71","41","true","3","2379","4","49"
"979","11","89","true","3","716","5","29"
"4307","59","73","true","3","1315","4","43"
"901","17","53","true","3","766","6","97"
"4331","61","71","true","3","3783","5","52"
"5963","89","67","5963","3","1","11","189"
"1387","19","73","true","3","1242","4","54"
"1387","73","19","true","3","1242","4","50"
"3551","67","53","true","3","1341","11","42"
"437","19","23","true","3","381","6","35"
"1403","61","23","true","3","123","5","51"
"4187","53","79","4187","3","1","13","53"
"5609","79","71","true","3","3622","7","35"
"169","13","13","true","3","53","3","42"
"1159","19","61","true","3","733","5","60"
"5561","67","83","true","3","1877","11","46"
"7031","79","89","true","3","6409","11","68"
"2923","37","79","true","3","223","6","34"
"2279","43","53","true","3","990","7","37"
"667","23","29","true","3","262","7","31"
"1817","23","79","true","3","484","11","60"
"517","47","11","true","3","243","5","195"
"1829","59","31","true","3","435","5","171"
"9409","97","97","true","3","389","6","88"
"2911","41","71","true","3","2379","4","27"
"901","17","53","true","3","766","6","49"
"1411","83","17","true","3","630","6","60"
"2279","43","53","true","3","990","7","38"
"473","43","11","true","3","408","5","50"
"7663","97","79","true","3","6306","6","60"
"2623","61","43","true","3","1526","5","44"
"1411","83","17","true","3","630","6","35"
"943","23","41","true","3","124","4","41"
"2911","71","41","true","3","2379","4","176"
"611","47","13","true","3","118","3","178"
"4087","67","61","true","3","1831","5","171"
"1159","61","19","true","3","733","5","180"
"1073","37","29","true","3","112","6","175"
"1073","29","37","true","3","112","6","578"
"713","31","23","true","3","652","5","34"
"1241","73","17","true","3","220","4","37"
"1261","13","97","true","3","729","3","48"
"391","23","17","true","3","358","6","31"
"1073","29","37","true","3","112","6","31"
"2183","37","59","true","3","371","6","84"
"4399","83","53","true","3","1326","13","52"
"1513","89","17","true","3","358","6","49"
"1363","47","29","true","3","262","7","36"
"629","37","17","629","3","1","6","33"
"1189","29","41","true","3","575","4","56"
"1961","37","53","true","3","1296","6","318"
"4171","43","97","true","3","3008","6","11835"
"3053","71","43","3053","3","1","7","68"
"1843","19","97","1843","3","1","6","32"
"2627","71","37","true","3","2517","6","71"
"551","29","19","true","3","286","6","38"
"3127","53","59","true","3","3075","13","41"
"551","29","19","true","3","286","6","47"
"3713","79","47","true","3","2450","13","56"
"143","13","11","true","3","14","3","43"
"1003","59","17","true","3","902","6","48"
"1357","23","59","true","3","737","11","34"
"7081","73","97","true","3","6498","4","27"
"1843","19","97","1843","3","1","6","59"
"781","71","11","true","3","375","5","46"
"869","79","11","true","3","210","5","45"
"4897","59","83","true","3","2361","29","65"
"1241","17","73","true","3","220","4","21"
"6889","83","83","true","3","1578","41","97"
"4897","59","83","true","3","2361","29","81"
"1003","17","59","true","3","902","6","50"
"1079","83","13","true","3","729","3","50"
"6497","89","73","true","3","2264","4","55"
"2059","71","29","2059","3","1","7","41"
"1457","31","47","true","3","807","5","29"
"3869","73","53","true","3","3651","4","21"
"1817","23","79","true","3","484","11","46"
"4183","89","47","true","3","802","11","40"
"3953","59","67","true","3","2212","11","37"
"7031","79","89","true","3","6409","11","54"
"1711","59","29","true","3","871","7","32"
"1633","23","71","true","3","285","7","25"
"2059","71","29","2059","3","1","7","247"
"2257","37","61","true","3","306","5","30"
"869","11","79","true","3","210","5","52"
"2117","29","73","true","3","1242","4","49"
"473","11","43","true","3","408","5","45"
"901","17","53","true","3","766","6","32"
"3481","59","59","true","3","1063","29","74"
"2419","41","59","true","3","1846","4","105"
"5251","89","59","true","3","4985","11","36"
"851","23","37","true","3","519","6","52"
"3293","89","37","true","3","2850","6","32"
"1403","23","61","true","3","123","5","26"
"1387","73","19","true","3","1242","4","44"
"1247","43","29","1247","3","1","7","50"
"5893","71","83","true","3","4190","7","59"
"6887","97","71","true","3","6209","6","29"
"779","19","41","true","3","83","4","33"
"3053","43","71","3053","3","1","7","30"
"5251","59","89","true","3","4985","11","38"
"8051","97","83","true","3","3784","6","26"
"4559","47","97","true","3","777","6","24"
"2491","53","47","true","3","2121","13","40"
"1247","29","43","1247","3","1","7","49"
"2173","53","41","true","3","206","4","45"
"3431","73","47","true","3","2118","4","39"
"1691","89","19","true","3","1426","6","50"
"1261","13","97","true","3","729","3","192"
"6499","97","67","true","3","3978","6","35"
"559","43","13","true","3","170","3","21"
"3397","43","79","true","3","2753","7","26"
"143","13","11","true","3","14","3","20"
"1369","37","37","true","3","1000","6","51"
"3869","53","73","true","3","3651","4","38"
"4331","61","71","true","3","3783","5","25"
"4189","71","59","true","3","3054","7","51"
"209","19","11","true","3","144","5","39"
"949","73","13","true","3","729","3","21"
"3053","71","43","3053","3","1","7","41"
"4307","73","59","true","3","1315","4","40"
"8051","97","83","true","3","3784","6","167"
"377","13","29","true","3","352","3","27"
"4453","73","61","true","3","1972","4","23"
"5963","89","67","5963","3","1","11","30"
"4307","59","73","true","3","1315","4","40"
"2263","31","73","true","3","1242","4","33"
"3071","83","37","true","3","630","6","27"
"611","47","13","true","3","118","3","44"
"187","17","11","true","3","67","5","23"
"1219","53","23","true","3","599","11","37"
"4183","89","47","true","3","802","11","44"
"2773","59","47","true","3","2257","23","192"
"703","19","37","703","3","1","6","33"
"5293","79","67","true","3","1274","11","42"
"3977","97","41","true","3","2133","4","22"
"1501","79","19","true","3","381","6","55"
"2923","37","79","true","3","223","6","42"
"1769","61","29","true","3","123","5","166"
"2291","79","29","true","3","146","7","176"
"1501","79","19","true","3","381","6","32"
"4331","71","61","true","3","3783","5","167"
"7921","89","89","true","3","802","11","42"
"527","17","31","true","3","373","5","31"
"8633","97","89","true","3","7567","6","33"
"671","61","11","671","3","1","5","55"
"481","13","37","true","3","248","3","29"
"1649","17","97","1649","3","1","6","29"
"1817","79","23","true","3","484","11","329"
"319","11","29","true","3","210","5","2122"
"323","17","19","323","3","1","6","178"
"913","83","11","true","3","870","5","349"
"407","37","11","true","3","232","5","161"
"7081","97","73","true","3","6498","4","33"
"1079","13","83","true","3","729","3","30"
"629","17","37","629","3","1","6","32"
"3071","83","37","true","3","630","6","31"
"1943","29","67","true","3","813","7","55"
"1457","31","47","true","3","807","5","26"
"979","11","89","true","3","716","5","22"
"1121","19","59","true","3","666","6","31"
"4183","89","47","true","3","802","11","32"
"5609","71","79","true","3","3622","7","41"
"7031","89","79","true","3","6409","11","53"
"2993","73","41","2993","3","1","4","31"
"221","17","13","true","3","66","3","65"
"803","11","73","true","3","147","4","26"
"2047","89","23","2047","3","1","11","33"
"6887","97","71","true","3","6209","6","24"
"4717","89","53","true","3","4362","11","40"
"4087","61","67","true","3","1831","5","31"
"6887","71","97","true","3","6209","6","49"
"7031","89","79","true","3","6409","11","55"
"4559","47","97","true","3","777","6","46"
"1363","29","47","true","3","262","7","47"
"583","11","53","true","3","386","5","47"
"1073","29","37","true","3","112","6","55"
"703","19","37","703","3","1","6","45"
"799","47","17","true","3","307","6","30"
"2077","67","31","true","3","156","5","30"
"5429","61","89","true","3","4454","5","30"
"1207","17","71","true","3","103","6","30"
"8051","97","83","true","3","3784","6","27"
"2581","29","89","true","3","929","7","28"
"3337","47","71","true","3","356","7","36"
"1003","59","17","true","3","902","6","27"
"2623","61","43","true","3","1526","5","334"
"3431","73","47","true","3","2118","4","31"
"3869","73","53","true","3","3651","4","47"
"2813","29","97","true","3","1359","6","24"
"799","17","47","true","3","307","6","25"
"3569","43","83","true","3","1119","7","26"
"3233","53","61","true","3","916","5","22"
"4897","59","83","true","3","2361","29","58"
"793","61","13","true","3","729","3","31"
"6887","97","71","true","3","6209","6","51"
"6319","71","89","true","3","5468","7","50"
"893","19","47","true","3","495","6","31"
"209","11","19","true","3","144","5","50"
"649","11","59","true","3","199","5","23"
"1189","29","41","true","3","575","4","48"
"5041","71","71","true","3","2273","7","47"
"7663","79","97","true","3","6306","6","47"
"2449","31","79","true","3","2264","5","29"
"1633","23","71","true","3","285","7","40"
"2867","61","47","true","3","1465","5","49"
"6319","89","71","true","3","5468","7","40"
"1121","19","59","true","3","666","6","29"
"2047","23","89","2047","3","1","11","29"
"899","31","29","true","3","94","5","39"
"2747","41","67","true","3","411","4","165"
"851","23","37","true","3","519","6","40"
"5917","97","61","true","3","1648","5","56"
"2623","61","43","true","3","1526","5","172"
"1271","41","31","true","3","1149","4","162"
"2257","61","37","true","3","306","5","162"
"2201","71","31","true","3","1582","5","152"
"2867","61","47","true","3","1465","5","33"
"1363","47","29","true","3","262","7","52"
"1121","59","19","true","3","666","6","26"
"3551","67","53","true","3","1341","11","40"
"8051","83","97","true","3","3784","6","48"
"3293","89","37","true","3","2850","6","174"
"1537","53","29","true","3","407","7","379"
"403","13","31","true","3","326","3","47"
"481","37","13","true","3","248","3","21"
"3551","53","67","true","3","1341","11","35"
"2809","53","53","true","3","2015","13","47"
"5963","89","67","5963","3","1","11","31"
"7081","97","73","true","3","6498","4","22"
"1817","23","79","true","3","484","11","37"
"611","13","47","true","3","118","3","25"
"527","17","31","true","3","373","5","38"
"1891","61","31","1891","3","1","5","112"
"851","23","37","true","3","519","6","25"
"2117","73","29","true","3","1242","4","25"
"923","71","13","true","3","729","3","20"
"1139","17","67","true","3","494","6","24"
"5917","97","61","true","3","1648","5","30"
"3827","43","89","true","3","1463","7","41"
"1037","61","17","true","3","611","5","28"
"2501","41","61","true","3","2338","4","34"
"4757","67","71","true","3","143","7","170"
"1261","97","13","true","3","729","3","159"
"5429","61","89","true","3","4454","5","693"
"1909","23","83","true","3","300","11","185"
"893","19","47","true","3","495","6","170"
"1769","61","29","true","3","123","5","147"
"5963","89","67","5963","3","1","11","42"
"8051","83","97","true","3","3784","6","31"
"1007","53","19","true","3","77","6","33"
"3431","73","47","true","3","2118","4","23"
"4189","71","59","true","3","3054","7","50"
"3403","83","41","true","3","1641","4","21"
"1817","23","79","true","3","484","11","34"
"3239","79","41","true","3","1723","4","23"
"4187","79","53","4187","3","1","13","174"
"869","79","11","true","3","210","5","41"
"1079","83","13","true","3","729","3","50"
"2773","47","59","true","3","2257","23","203"
"3649","89","41","true","3","1641","4","36"
"5609","71","79","true","3","3622","7","26"
"1271","41","31","true","3","1149","4","46"
"989","43","23","true","3","216","7","48"
"2263","73","31","true","3","1242","4","37"
"2449","31","79","true","3","2264","5","27"
"6557","79","83","true","3","4978","13","43"
"961","31","31","true","3","187","5","31"
"1849","43","43","true","3","1076","7","26"
"4087","61","67","true","3","1831","5","27"
"731","17","43","true","3","256","6","40"
"6497","73","89","true","3","2264","4","20"
"1891","61","31","1891","3","1","5","38"
"1961","53","37","true","3","1296","6","39"
"2257","37","61","true","3","306","5","22"
"1943","67","29","true","3","813","7","34"
"407","11","37","true","3","232","5","22"
"9409","97","97","true","3","389","6","51"
"9409","97","97","true","3","389","6","22"
"4489","67","67","true","3","4423","11","32"
"4717","53","89","true","3","4362","11","36"
"1067","97","11","true","3","969","5","29"
"1403","61","23","true","3","123","5","25"
"2449","79","31","true","3","2264","5","56"
"2491","53","47","true","3","2121","13","55"
"1909","23","83","true","3","300","11","30"
"5141","53","97","true","3","2038","6","31"
"2201","31","71","true","3","1582","5","45"
"1081","47","23","true","3","990","11","114"
"121","11","11","121","3","1","5","24"
"781","71","11","true","3","375","5","40"
"2059","71","29","2059","3","1","7","48"
"6319","71","89","true","3","5468","7","49"
"221","17","13","true","3","66","3","49"
"2021","43","47","true","3","732","7","67"
"1363","47","29","true","3","262","7","69"
"1843","19","97","1843","3","1","6","50"
"949","13","73","true","3","729","3","32"
"893","47","19","true","3","495","6","40"
"4891","67","73","true","3","3359","4","48"
"2491","47","53","true","3","2121","13","174"
"551","19","29","true","3","286","6","36"
"5063","83","61","true","3","123","5","32"
"4757","71","67","true","3","143","7","31"
"403","13","31","true","3","326","3","25"
"4183","47","89","true","3","802","11","31"
"253","23","11","true","3","100","5","26"
"1349","71","19","true","3","742","6","34"
"2279","43","53","true","3","990","7","30"
"4453","61","73","true","3","1972","4","28"
"1349","19","71","true","3","742","6","40"
"2047","89","23","2047","3","1","11","34"
"1139","67","17","true","3","494","6","23"
"1943","29","67","true","3","813","7","24"
"3293","89","37","true","3","2850","6","27"
"1739","47","37","true","3","260","6","30"
"703","37","19","703","3","1","6","22"
"1817","23","79","true","3","484","11","35"
"841","29","29","true","3","88","7","39"
"323","19","17","323","3","1","6","22"
"2117","73","29","true","3","1242","4","28"
"2867","47","61","true","3","1465","5","21"
"4717","53","89","true","3","4362","11","50"
"3901","83","47","true","3","1787","23","49"
"2279","53","43","true","3","990","7","47"
"5429","61","89","true","3","4454","5","22"
"1079","13","83","true","3","729","3","25"
"1891","31","61","1891","3","1","5","35"
"2059","71","29","2059","3","1","7","23"
"703","19","37","703","3","1","6","198"
"2701","37","73","true","3","877","4","251"
"407","37","11","true","3","232","5","216"
"2021","47","43","true","3","732","7","29"
"3569","83","43","true","3","1119","7","34"
"3869","73","53","true","3","3651","4","196"
"671","61","11","671","3","1","5","411"
"1517","41","37","true","3","1395","4","184"
"5293","79","67","true","3","1274","11","39"
"781","11","71","true","3","375","5","27"
"1679","23","73","true","3","147","4","26"
"5041","71","71","true","3","2273","7","176"
"1501","19","79","true","3","381","6","196"
"4331","71","61","true","3","3783","5","453"
"4171","43","97","true","3","3008","6","36"
"629","37","17","629","3","1","6","42"
"767","59","13","true","3","729","3","96"
"299","23","13","true","3","131","3","39"
"1081","47","23","true","3","990","11","37"
"4819","61","79","true","3","3844","5","143"
"851","23","37","true","3","519","6","239"
"1387","19","73","true","3","1242","4","152"
"2263","31","73","true","3","1242","4","31"
"2449","31","79","true","3","2264","5","29"
"3071","37","83","true","3","630","6","29"
"3403","83","41","true","3","1641","4","32"
"2759","89","31","true","3","2140","5","21"
"1003","17","59","true","3","902","6","23"
"2501","61","41","true","3","2338","4","223"
"533","13","41","true","3","196","3","157"
"2501","41","61","true","3","2338","4","156"
"4819","61","79","true","3","3844","5","191"
"943","41","23","true","3","124","4","36"
"869","11","79","true","3","210","5","28"
"899","29","31","true","3","94","5","21"
"1909","83","23","true","3","300","11","40"
"1273","19","67","true","3","628","6","44"
"1271","31","41","true","3","1149","4","52"
"5251","59","89","true","3","4985","11","45"
"493","17","29","true","3","460","6","170"
"767","13","59","true","3","729","3","22"
"871","13","67","true","3","729","3","158"
"1769","29","61","true","3","123","5","67"
"4087","61","67","true","3","1831","5","36"
"3901","83","47","true","3","1787","23","47"
"1909","23","83","true","3","300","11","377"
"3007","31","97","true","3","1551","5","31"
"8051","97","83","true","3","3784","6","30"
"871","13","67","true","3","729","3","33"
"2021","47","43","true","3","732","7","24"
"2077","67","31","true","3","156","5","24"
"3569","83","43","true","3","1119","7","239"
"2911","41","71","true","3","2379","4","28"
"1027","79","13","true","3","729","3","222"
"2291","29","79","true","3","146","7","199"
"767","13","59","true","3","729","3","155"
"247","13","19","true","3","235","3","29"
"169","13","13","true","3","53","3","27"
"4189","71","59","true","3","3054","7","172"
"3397","43","79","true","3","2753","7","116"
"3403","83","41","true","3","1641","4","158"
"1369","37","37","true","3","1000","6","165"
"4897","83","59","true","3","2361","29","191"
"1121","19","59","true","3","666","6","27"
"1247","29","43","1247","3","1","7","31"
"1037","17","61","true","3","611","5","1231"
"2201","71","31","true","3","1582","5","39"
"6557","83","79","true","3","4978","13","35"
"3071","83","37","true","3","630","6","22"
"2201","31","71","true","3","1582","5","376"
"3007","31","97","true","3","1551","5","26"
"1711","59","29","true","3","871","7","33"
"5561","83","67","true","3","1877","11","36"
"2021","47","43","true","3","732","7","24"
"529","23","23","true","3","139","11","27"
"1073","29","37","true","3","112","6","21"
"6887","71","97","true","3","6209","6","29"
"1073","29","37","true","3","112","6","103"
"493","17","29","true","3","460","6","338"
"5251","59","89","true","3","4985","11","172"
"4399","83","53","true","3","1326","13","171"
"1711","59","29","true","3","871","7","207"
"2867","47","61","true","3","1465","5","160"
"1403","61","23","true","3","123","5","170"
"1081","23","47","true","3","990","11","66"
"1817","79","23","true","3","484","11","30"
"841","29","29","true","3","88","7","165"
"4331","61","71","true","3","3783","5","22"
"1843","19","97","1843","3","1","6","25"
"473","43","11","true","3","408","5","39"
"583","11","53","true","3","386","5","22"
"3053","43","71","3053","3","1","7","27"
"4087","67","61","true","3","1831","5","52"
"703","19","37","703","3","1","6","45"
"793","13","61","true","3","729","3","20"
"407","37","11","true","3","232","5","23"
"1363","47","29","true","3","262","7","23"
"3239","41","79","true","3","1723","4","39"
"8633","97","89","true","3","7567","6","24"
"361","19","19","true","3","324","6","21"
"2201","31","71","true","3","1582","5","23"
"713","31","23","true","3","652","5","161"
"3713","79","47","true","3","2450","13","33"
"5063","83","61","true","3","123","5","23"
"2813","97","29","true","3","1359","6","21"
"1541","67","23","1541","3","1","11","28"
"4559","97","47","true","3","777","6","36"
"2059","71","29","2059","3","1","7","22"
"1679","23","73","true","3","147","4","26"
"2419","59","41","true","3","1846","4","27"
"3431","73","47","true","3","2118","4","18"
"3293","37","89","true","3","2850","6","190"
"3953","67","59","true","3","2212","11","29"
"3239","79","41","true","3","1723","4","26"
"1369","37","37","true","3","1000","6","21"
"703","37","19","703","3","1","6","25"
"2077","67","31","true","3","156","5","52"
"551","19","29","true","3","286","6","26"
"2573","83","31","true","3","621","5","29"
"2231","97","23","true","3","680","6","47"
"2491","53","47","true","3","2121","13","153"
"3869","53","73","true","3","3651","4","21"
"3827","89","43","true","3","1463","7","45"
"2407","83","29","true","3","1451","7","56"
"779","41","19","true","3","83","4","26"
"3901","83","47","true","3","1787","23","61"
"4757","67","71","true","3","143","7","57"
"2627","37","71","true","3","2517","6","21"
"737","67","11","true","3","89","5","26"
"377","13","29","true","3","352","3","17"
"2491","53","47","true","3","2121","13","55"
"9409","97","97","true","3","389","6","35"
"3649","89","41","true","3","1641","4","22"
"2759","89","31","true","3","2140","5","36"
"1457","31","47","true","3","807","5","93"
"1037","61","17","true","3","611","5","25"
"3551","53","67","true","3","1341","11","38"
"559","13","43","true","3","170","3","40"
"781","71","11","true","3","375","5","21"
"5329","73","73","true","3","2410","4","36"
"4453","61","73","true","3","1972","4","33"
"551","29","19","true","3","286","6","48"
"1763","43","41","true","3","575","4","41"
"2077","31","67","true","3","156","5","37"
"2623","43","61","true","3","1526","5","28"
"1079","13","83","true","3","729","3","28"
"3403","83","41","true","3","1641","4","19"
"1273","19","67","true","3","628","6","22"
"169","13","13","true","3","53","3","25"
"3649","89","41","true","3","1641","4","31"
"1457","47","31","true","3","807","5","19"
"3403","41","83","true","3","1641","4","41"
"611","13","47","true","3","118","3","34"
"3977","97","41","true","3","2133","4","19"
"323","17","19","323","3","1","6","20"
"2201","31","71","true","3","1582","5","20"
"1073","37","29","true","3","112","6","28"
"323","19","17","323","3","1","6","39"
"589","31","19","true","3","125","5","27"
"5251","89","59","true","3","4985","11","58"
"1007","19","53","true","3","77","6","26"
"1067","97","11","true","3","969","5","113"
"3589","37","97","3589","3","1","6","37"
"781","11","71","true","3","375","5","51"
"143","13","11","true","3","14","3","23"
"4087","67","61","true","3","1831","5","20"
"3139","73","43","true","3","1607","4","18"
"1121","59","19","true","3","666","6","51"
"2747","67","41","true","3","411","4","26"
"2537","43","59","true","3","517","7","38"
"5561","67","83","true","3","1877","11","53"
"6499","67","97","true","3","3978","6","37"
"5063","61","83","true","3","123","5","45"
"1517","37","41","true","3","1395","4","24"
"3127","53","59","true","3","3075","13","63"
"817","19","43","true","3","514","6","531"
"3649","89","41","true","3","1641","4","52"
"2117","73","29","true","3","1242","4","22"
"2911","71","41","true","3","2379","4","86"
"4757","71","67","true","3","143","7","727"
"4897","83","59","true","3","2361","29","98"
"737","11","67","true","3","89","5","26"
"3239","79","41","true","3","1723","4","35"
"221","13","17","true","3","66","3","45"
"1961","53","37","true","3","1296","6","41"
"377","13","29","true","3","352","3","17"
"1387","19","73","true","3","1242","4","44"
"1157","13","89","true","3","729","3","23"
"8051","97","83","true","3","3784","6","27"
"4757","67","71","true","3","143","7","23"
"4171","43","97","true","3","3008","6","22"
"2209","47","47","true","3","518","23","61"
"121","11","11","121","3","1","5","41"
"403","31","13","true","3","326","3","30"
"2173","41","53","true","3","206","4","24"
"323","19","17","323","3","1","6","37"
"559","43","13","true","3","170","3","31"
"781","11","71","true","3","375","5","36"
"1079","13","83","true","3","729","3","17"
"143","13","11","true","3","14","3","42"
"5963","89","67","5963","3","1","11","43"
"2419","59","41","true","3","1846","4","26"
"3599","59","61","true","3","2441","5","26"
"1829","31","59","true","3","435","5","51"
"7031","79","89","true","3","6409","11","78"
"2993","73","41","2993","3","1","4","27"
"589","31","19","true","3","125","5","55"
"1961","37","53","true","3","1296","6","37"
"493","17","29","true","3","460","6","21"
"289","17","17","true","3","137","6","26"
"851","23","37","true","3","519","6","21"
"3397","43","79","true","3","2753","7","39"
"1003","59","17","true","3","902","6","21"
"559","43","13","true","3","170","3","17"
"901","53","17","true","3","766","6","21"
"527","31","17","true","3","373","5","26"
"3293","37","89","true","3","2850","6","23"
"4757","67","71","true","3","143","7","43"
"319","29","11","true","3","210","5","26"
"3293","89","37","true","3","2850","6","21"
"3139","73","43","true","3","1607","4","27"
"871","13","67","true","3","729","3","32"
"437","23","19","true","3","381","6","21"
"253","23","11","true","3","100","5","48"
