#### DATA MINER - 1557690624519
#### Pollard 3 
"n","p","q","success","bInit","b","i","time (µs)"
"979","11","89","true","3","716","5","42"
"767","13","59","true","3","729","3","17"
"3071","37","83","true","3","630","6","48"
"3551","67","53","true","3","1341","11","49"
"689","13","53","true","3","40","3","16"
"3239","41","79","true","3","1723","4","23"
"817","43","19","true","3","514","6","53"
"1121","59","19","true","3","666","6","44"
"5063","83","61","true","3","123","5","42"
"6887","71","97","true","3","6209","6","28"
"7031","89","79","true","3","6409","11","33"
"767","59","13","true","3","729","3","24"
"403","31","13","true","3","326","3","40"
"1691","89","19","true","3","1426","6","22"
"4891","73","67","true","3","3359","4","35"
"3053","43","71","3053","3","1","7","63"
"3869","73","53","true","3","3651","4","158"
"3431","73","47","true","3","2118","4","155"
"3127","59","53","true","3","3075","13","169"
"2173","53","41","true","3","206","4","57"
"4453","61","73","true","3","1972","4","26"
"943","41","23","true","3","124","4","27"
"4183","89","47","true","3","802","11","47"
"629","17","37","629","3","1","6","30"
"253","23","11","true","3","100","5","66"
"1121","19","59","true","3","666","6","139"
"3827","89","43","true","3","1463","7","30"
"4891","67","73","true","3","3359","4","42"
"649","11","59","true","3","199","5","24"
"1739","37","47","true","3","260","6","27"
"517","47","11","true","3","243","5","25"
"437","23","19","true","3","381","6","20"
"6059","83","73","true","3","147","4","40"
"899","31","29","true","3","94","5","43"
"1261","13","97","true","3","729","3","23"
"3713","47","79","true","3","2450","13","56"
"913","83","11","true","3","870","5","145"
"4453","61","73","true","3","1972","4","50"
"253","11","23","true","3","100","5","25"
"3293","37","89","true","3","2850","6","36"
"319","29","11","true","3","210","5","18"
"289","17","17","true","3","137","6","42"
"319","29","11","true","3","210","5","24"
"583","11","53","true","3","386","5","18"
"2923","37","79","true","3","223","6","20"
"5141","53","97","true","3","2038","6","40"
"391","17","23","true","3","358","6","41"
"2059","71","29","2059","3","1","7","21"
"8633","89","97","true","3","7567","6","20"
"5183","71","73","true","3","3870","4","17"
"4399","53","83","true","3","1326","13","29"
"4189","59","71","true","3","3054","7","24"
"4717","53","89","true","3","4362","11","32"
"1261","13","97","true","3","729","3","24"
"407","11","37","true","3","232","5","32"
"1273","19","67","true","3","628","6","19"
"869","79","11","true","3","210","5","18"
"2201","31","71","true","3","1582","5","24"
"1067","97","11","true","3","969","5","20"
"3569","83","43","true","3","1119","7","31"
"3569","83","43","true","3","1119","7","22"
"2407","29","83","true","3","1451","7","21"
"6557","79","83","true","3","4978","13","39"
"1829","31","59","true","3","435","5","29"
"1343","17","79","true","3","460","6","20"
"121","11","11","121","3","1","5","26"
"289","17","17","true","3","137","6","27"
"1711","29","59","true","3","871","7","30"
"3589","97","37","3589","3","1","6","30"
"2279","43","53","true","3","990","7","29"
"3481","59","59","true","3","1063","29","52"
"7081","97","73","true","3","6498","4","24"
"407","11","37","true","3","232","5","50"
"2047","23","89","2047","3","1","11","29"
"2813","29","97","true","3","1359","6","41"
"437","23","19","true","3","381","6","51"
"1817","79","23","true","3","484","11","69"
"2263","31","73","true","3","1242","4","24"
"4183","89","47","true","3","802","11","36"
"3403","41","83","true","3","1641","4","23"
"2581","89","29","true","3","929","7","22"
"1411","83","17","true","3","630","6","24"
"5767","79","73","true","3","2118","4","26"
"1537","29","53","true","3","407","7","23"
"6497","89","73","true","3","2264","4","26"
"391","23","17","true","3","358","6","40"
"913","11","83","true","3","870","5","66"
"2491","53","47","true","3","2121","13","30"
"5141","53","97","true","3","2038","6","20"
"1541","67","23","1541","3","1","11","26"
"913","83","11","true","3","870","5","26"
"1121","59","19","true","3","666","6","20"
"7387","89","83","true","3","3205","11","27"
"2117","73","29","true","3","1242","4","24"
"2881","67","43","true","3","947","7","28"
"1121","19","59","true","3","666","6","22"
"1577","83","19","true","3","381","6","25"
"5429","89","61","true","3","4454","5","24"
"2491","53","47","true","3","2121","13","47"
"1081","23","47","true","3","990","11","62"
"437","23","19","true","3","381","6","21"
"5893","83","71","true","3","4190","7","28"
"3869","73","53","true","3","3651","4","20"
"4307","73","59","true","3","1315","4","74"
"2993","73","41","2993","3","1","4","39"
"437","23","19","true","3","381","6","27"
"1817","23","79","true","3","484","11","38"
"5767","79","73","true","3","2118","4","31"
"989","43","23","true","3","216","7","73"
"851","37","23","true","3","519","6","32"
"143","11","13","true","3","14","3","23"
"7081","73","97","true","3","6498","4","24"
"319","29","11","true","3","210","5","49"
"989","43","23","true","3","216","7","27"
"4189","71","59","true","3","3054","7","29"
"2419","41","59","true","3","1846","4","25"
"1411","17","83","true","3","630","6","20"
"649","59","11","true","3","199","5","26"
"407","37","11","true","3","232","5","19"
"341","11","31","341","3","1","5","26"
"1357","59","23","true","3","737","11","34"
"5429","89","61","true","3","4454","5","32"
"5429","89","61","true","3","4454","5","25"
"5429","61","89","true","3","4454","5","45"
"1387","73","19","true","3","1242","4","29"
"817","43","19","true","3","514","6","50"
"5141","53","97","true","3","2038","6","46"
"4171","43","97","true","3","3008","6","37"
"2291","79","29","true","3","146","7","125"
"2537","59","43","true","3","517","7","50"
"559","13","43","true","3","170","3","42"
"1037","61","17","true","3","611","5","36"
"803","11","73","true","3","147","4","27"
"1121","59","19","true","3","666","6","41"
"3869","73","53","true","3","3651","4","38"
"1457","31","47","true","3","807","5","34"
"1411","83","17","true","3","630","6","254"
"253","23","11","true","3","100","5","27"
"979","11","89","true","3","716","5","36"
"767","59","13","true","3","729","3","16"
"1219","53","23","true","3","599","11","27"
"6241","79","79","true","3","3319","13","30"
"4187","53","79","4187","3","1","13","54"
"5723","97","59","true","3","4560","6","29"
"2537","59","43","true","3","517","7","21"
"1769","61","29","true","3","123","5","38"
"1501","19","79","true","3","381","6","26"
"1333","31","43","true","3","838","5","42"
"1343","79","17","true","3","460","6","65"
"1633","23","71","true","3","285","7","30"
"3649","89","41","true","3","1641","4","33"
"1681","41","41","true","3","1190","4","53"
"2077","31","67","true","3","156","5","41"
"2419","41","59","true","3","1846","4","40"
"2623","43","61","true","3","1526","5","48"
"2537","43","59","true","3","517","7","28"
"451","11","41","true","3","411","4","21"
"2867","61","47","true","3","1465","5","45"
"779","19","41","true","3","83","4","39"
"2573","83","31","true","3","621","5","40"
"4331","61","71","true","3","3783","5","19"
"2047","89","23","2047","3","1","11","47"
"2773","47","59","true","3","2257","23","80"
"3139","73","43","true","3","1607","4","43"
"2117","73","29","true","3","1242","4","39"
"799","17","47","true","3","307","6","25"
"289","17","17","true","3","137","6","24"
"5041","71","71","true","3","2273","7","27"
"4087","61","67","true","3","1831","5","31"
"1027","13","79","true","3","729","3","39"
"1159","61","19","true","3","733","5","38"
"3551","53","67","true","3","1341","11","38"
"2201","71","31","true","3","1582","5","45"
"437","23","19","true","3","381","6","22"
"517","47","11","true","3","243","5","26"
"7663","97","79","true","3","6306","6","28"
"391","17","23","true","3","358","6","26"
"1037","61","17","true","3","611","5","24"
"6497","89","73","true","3","2264","4","65"
"403","31","13","true","3","326","3","19"
"4307","73","59","true","3","1315","4","19"
"7031","89","79","true","3","6409","11","50"
"341","11","31","341","3","1","5","22"
"713","31","23","true","3","652","5","32"
"5429","89","61","true","3","4454","5","26"
"629","17","37","629","3","1","6","46"
"3139","73","43","true","3","1607","4","33"
"871","67","13","true","3","729","3","25"
"4331","61","71","true","3","3783","5","34"
"5251","89","59","true","3","4985","11","28"
"6889","83","83","true","3","1578","41","88"
"221","13","17","true","3","66","3","41"
"1003","17","59","true","3","902","6","20"
"869","11","79","true","3","210","5","18"
"559","13","43","true","3","170","3","22"
"7031","79","89","true","3","6409","11","27"
"1369","37","37","true","3","1000","6","22"
"403","13","31","true","3","326","3","22"
"391","23","17","true","3","358","6","30"
"2279","43","53","true","3","990","7","21"
"1517","37","41","true","3","1395","4","36"
"2209","47","47","true","3","518","23","42"
"4183","89","47","true","3","802","11","26"
"1219","23","53","true","3","599","11","41"
"1513","89","17","true","3","358","6","26"
"779","19","41","true","3","83","4","23"
"481","37","13","true","3","248","3","24"
"4307","59","73","true","3","1315","4","17"
"481","13","37","true","3","248","3","22"
"1027","79","13","true","3","729","3","22"
"2173","53","41","true","3","206","4","23"
"4189","71","59","true","3","3054","7","39"
"517","47","11","true","3","243","5","26"
"2573","31","83","true","3","621","5","35"
"5893","71","83","true","3","4190","7","29"
"2813","29","97","true","3","1359","6","47"
"1349","19","71","true","3","742","6","42"
"5917","61","97","true","3","1648","5","75"
"3869","73","53","true","3","3651","4","43"
"247","19","13","true","3","235","3","41"
"2449","31","79","true","3","2264","5","35"
"1649","17","97","1649","3","1","6","27"
"1147","31","37","true","3","528","5","27"
"1241","17","73","true","3","220","4","43"
"377","29","13","true","3","352","3","16"
"4307","59","73","true","3","1315","4","19"
"817","19","43","true","3","514","6","38"
"143","13","11","true","3","14","3","37"
"1241","17","73","true","3","220","4","24"
"697","41","17","true","3","288","4","17"
"8051","97","83","true","3","3784","6","25"
"3053","71","43","3053","3","1","7","20"
"1349","19","71","true","3","742","6","29"
"1577","83","19","true","3","381","6","26"
"1247","29","43","1247","3","1","7","21"
"3139","43","73","true","3","1607","4","23"
"7663","79","97","true","3","6306","6","21"
"3293","89","37","true","3","2850","6","29"
"1891","31","61","1891","3","1","5","45"
"961","31","31","true","3","187","5","34"
"2077","67","31","true","3","156","5","25"
"1037","61","17","true","3","611","5","18"
"533","13","41","true","3","196","3","16"
"629","17","37","629","3","1","6","25"
"6887","97","71","true","3","6209","6","25"
"1271","31","41","true","3","1149","4","24"
"1139","67","17","true","3","494","6","28"
"611","47","13","true","3","118","3","16"
"2911","71","41","true","3","2379","4","22"
"7081","73","97","true","3","6498","4","32"
"2581","89","29","true","3","929","7","22"
"187","17","11","true","3","67","5","18"
"1763","41","43","true","3","575","4","23"
"3901","83","47","true","3","1787","23","142"
"5893","83","71","true","3","4190","7","32"
"3127","53","59","true","3","3075","13","37"
"1711","59","29","true","3","871","7","26"
"3071","83","37","true","3","630","6","26"
"3239","41","79","true","3","1723","4","17"
"4183","47","89","true","3","802","11","39"
"799","47","17","true","3","307","6","20"
"589","19","31","true","3","125","5","23"
"1643","53","31","true","3","280","5","19"
"2419","59","41","true","3","1846","4","35"
"1577","83","19","true","3","381","6","30"
"8051","97","83","true","3","3784","6","86"
"1501","19","79","true","3","381","6","82"
"1139","67","17","true","3","494","6","66"
"1261","13","97","true","3","729","3","42"
"1501","19","79","true","3","381","6","58"
"1643","31","53","true","3","280","5","32"
"893","19","47","true","3","495","6","39"
"3431","47","73","true","3","2118","4","33"
"221","13","17","true","3","66","3","25"
"5723","97","59","true","3","4560","6","34"
"187","11","17","true","3","67","5","29"
"737","67","11","true","3","89","5","33"
"2183","37","59","true","3","371","6","25"
"949","73","13","true","3","729","3","23"
"4171","97","43","true","3","3008","6","21"
"1247","43","29","1247","3","1","7","26"
"4183","47","89","true","3","802","11","33"
"3071","37","83","true","3","630","6","31"
"4399","53","83","true","3","1326","13","30"
"583","53","11","true","3","386","5","26"
"1027","13","79","true","3","729","3","23"
"5963","67","89","5963","3","1","11","26"
"629","37","17","629","3","1","6","19"
"7663","79","97","true","3","6306","6","28"
"697","17","41","true","3","288","4","17"
"1207","71","17","true","3","103","6","32"
"2573","31","83","true","3","621","5","25"
"1681","41","41","true","3","1190","4","23"
"949","73","13","true","3","729","3","16"
"2201","71","31","true","3","1582","5","19"
"1843","97","19","1843","3","1","6","24"
"1711","59","29","true","3","871","7","20"
"3953","67","59","true","3","2212","11","27"
"299","13","23","true","3","131","3","24"
"1207","17","71","true","3","103","6","26"
"781","71","11","true","3","375","5","25"
"253","23","11","true","3","100","5","23"
"7081","97","73","true","3","6498","4","26"
"667","23","29","true","3","262","7","21"
"289","17","17","true","3","137","6","19"
"2021","43","47","true","3","732","7","26"
"4087","67","61","true","3","1831","5","32"
"2173","41","53","true","3","206","4","34"
"3337","71","47","true","3","356","7","22"
"4399","83","53","true","3","1326","13","37"
"893","19","47","true","3","495","6","33"
"1363","29","47","true","3","262","7","28"
"3569","83","43","true","3","1119","7","22"
"7031","79","89","true","3","6409","11","41"
"611","47","13","true","3","118","3","30"
"1081","47","23","true","3","990","11","37"
"1219","23","53","true","3","599","11","35"
"1067","97","11","true","3","969","5","39"
"781","11","71","true","3","375","5","39"
"3337","47","71","true","3","356","7","39"
"671","11","61","671","3","1","5","36"
"799","17","47","true","3","307","6","61"
"5183","71","73","true","3","3870","4","48"
"3713","47","79","true","3","2450","13","60"
"4187","79","53","4187","3","1","13","61"
"2077","31","67","true","3","156","5","55"
"1139","67","17","true","3","494","6","40"
"793","13","61","true","3","729","3","35"
"943","23","41","true","3","124","4","37"
"1261","97","13","true","3","729","3","51"
"253","11","23","true","3","100","5","38"
"527","17","31","true","3","373","5","38"
"7081","73","97","true","3","6498","4","52"
"949","13","73","true","3","729","3","36"
"3827","43","89","true","3","1463","7","65"
"1027","13","79","true","3","729","3","26"
"5723","97","59","true","3","4560","6","28"
"6059","73","83","true","3","147","4","25"
"3953","59","67","true","3","2212","11","26"
"671","61","11","671","3","1","5","43"
"4189","59","71","true","3","3054","7","22"
"871","13","67","true","3","729","3","28"
"779","41","19","true","3","83","4","43"
"649","59","11","true","3","199","5","51"
"1349","19","71","true","3","742","6","40"
"1073","37","29","true","3","112","6","60"
"901","17","53","true","3","766","6","50"
"1073","37","29","true","3","112","6","56"
"961","31","31","true","3","187","5","38"
"6497","89","73","true","3","2264","4","24"
"2279","53","43","true","3","990","7","26"
"1943","67","29","true","3","813","7","49"
"437","23","19","true","3","381","6","46"
"1363","29","47","true","3","262","7","283"
"3827","89","43","true","3","1463","7","44"
"1843","97","19","1843","3","1","6","30"
"1711","59","29","true","3","871","7","31"
"1037","17","61","true","3","611","5","26"
"5063","61","83","true","3","123","5","42"
"473","43","11","true","3","408","5","37"
"5609","79","71","true","3","3622","7","31"
"1961","53","37","true","3","1296","6","29"
"1241","73","17","true","3","220","4","44"
"979","11","89","true","3","716","5","39"
"1769","29","61","true","3","123","5","34"
"4453","61","73","true","3","1972","4","29"
"4559","47","97","true","3","777","6","24"
"551","19","29","true","3","286","6","43"
"1363","29","47","true","3","262","7","468"
"4307","73","59","true","3","1315","4","43"
"961","31","31","true","3","187","5","341"
"2701","73","37","true","3","877","4","22"
"3431","47","73","true","3","2118","4","26"
"403","31","13","true","3","326","3","29"
"1633","71","23","true","3","285","7","28"
"341","31","11","341","3","1","5","25"
"1679","23","73","true","3","147","4","37"
"5917","61","97","true","3","1648","5","19"
"7387","83","89","true","3","3205","11","68"
"901","53","17","true","3","766","6","105"
"451","11","41","true","3","411","4","25"
"1081","23","47","true","3","990","11","27"
"1247","29","43","1247","3","1","7","35"
"6499","97","67","true","3","3978","6","21"
"611","13","47","true","3","118","3","26"
"403","13","31","true","3","326","3","21"
"737","11","67","true","3","89","5","26"
"2117","73","29","true","3","1242","4","17"
"3953","59","67","true","3","2212","11","31"
"9409","97","97","true","3","389","6","21"
"2501","41","61","true","3","2338","4","26"
"5251","89","59","true","3","4985","11","32"
"209","11","19","true","3","144","5","18"
"3403","83","41","true","3","1641","4","24"
"1121","59","19","true","3","666","6","26"
"4897","59","83","true","3","2361","29","52"
"3953","67","59","true","3","2212","11","32"
"6499","67","97","true","3","3978","6","25"
"5041","71","71","true","3","2273","7","21"
"391","23","17","true","3","358","6","28"
"803","11","73","true","3","147","4","29"
"1411","17","83","true","3","630","6","29"
"451","11","41","true","3","411","4","18"
"779","41","19","true","3","83","4","25"
"893","47","19","true","3","495","6","27"
"2263","31","73","true","3","1242","4","26"
"121","11","11","121","3","1","5","18"
"4819","79","61","true","3","3844","5","25"
"5893","83","71","true","3","4190","7","26"
"767","13","59","true","3","729","3","23"
"1273","67","19","true","3","628","6","35"
"1711","59","29","true","3","871","7","30"
"3139","43","73","true","3","1607","4","33"
"3139","73","43","true","3","1607","4","18"
"4819","61","79","true","3","3844","5","47"
"6241","79","79","true","3","3319","13","75"
"143","11","13","true","3","14","3","46"
"3721","61","61","true","3","1587","5","21"
"7031","89","79","true","3","6409","11","27"
"451","41","11","true","3","411","4","41"
"6499","67","97","true","3","3978","6","21"
"1843","97","19","1843","3","1","6","41"
"2021","47","43","true","3","732","7","45"
"5723","97","59","true","3","4560","6","26"
"4453","61","73","true","3","1972","4","110"
"8633","97","89","true","3","7567","6","24"
"6889","83","83","true","3","1578","41","90"
"7081","97","73","true","3","6498","4","36"
"5917","97","61","true","3","1648","5","29"
"901","53","17","true","3","766","6","38"
"2279","53","43","true","3","990","7","28"
"7387","83","89","true","3","3205","11","28"
"8633","89","97","true","3","7567","6","20"
"943","23","41","true","3","124","4","19"
"793","13","61","true","3","729","3","42"
"1843","19","97","1843","3","1","6","20"
"5183","71","73","true","3","3870","4","34"
"1403","23","61","true","3","123","5","51"
"187","11","17","true","3","67","5","26"
"3953","67","59","true","3","2212","11","28"
"221","17","13","true","3","66","3","44"
"871","67","13","true","3","729","3","17"
"1537","53","29","true","3","407","7","42"
"2059","29","71","2059","3","1","7","70"
"2867","61","47","true","3","1465","5","19"
"2581","89","29","true","3","929","7","44"
"2747","41","67","true","3","411","4","73"
"3127","53","59","true","3","3075","13","39"
"1387","19","73","true","3","1242","4","22"
"5293","67","79","true","3","1274","11","58"
"1067","97","11","true","3","969","5","29"
"3403","41","83","true","3","1641","4","20"
"2279","53","43","true","3","990","7","44"
"2077","67","31","true","3","156","5","36"
"1147","31","37","true","3","528","5","21"
"451","11","41","true","3","411","4","18"
"1159","19","61","true","3","733","5","57"
"9409","97","97","true","3","389","6","41"
"1577","19","83","true","3","381","6","37"
"2449","79","31","true","3","2264","5","19"
"1501","19","79","true","3","381","6","164"
"4559","47","97","true","3","777","6","34"
"533","41","13","true","3","196","3","26"
"5183","71","73","true","3","3870","4","24"
"3649","89","41","true","3","1641","4","29"
"4189","59","71","true","3","3054","7","33"
"1241","17","73","true","3","220","4","27"
"667","23","29","true","3","262","7","26"
"989","43","23","true","3","216","7","26"
"481","13","37","true","3","248","3","32"
"1139","67","17","true","3","494","6","29"
"6889","83","83","true","3","1578","41","76"
"1147","37","31","true","3","528","5","23"
"629","37","17","629","3","1","6","174"
"1073","29","37","true","3","112","6","23"
"3053","71","43","3053","3","1","7","28"
"361","19","19","true","3","324","6","29"
"3337","71","47","true","3","356","7","49"
"1037","61","17","true","3","611","5","26"
"949","13","73","true","3","729","3","18"
"1457","31","47","true","3","807","5","27"
"8051","83","97","true","3","3784","6","46"
"533","13","41","true","3","196","3","34"
"6887","71","97","true","3","6209","6","39"
"2911","41","71","true","3","2379","4","18"
"869","11","79","true","3","210","5","63"
"6059","83","73","true","3","147","4","48"
"187","17","11","true","3","67","5","35"
"2773","59","47","true","3","2257","23","44"
"1961","53","37","true","3","1296","6","28"
"527","31","17","true","3","373","5","26"
"979","89","11","true","3","716","5","25"
"1007","53","19","true","3","77","6","26"
"403","13","31","true","3","326","3","27"
"737","11","67","true","3","89","5","36"
"1081","47","23","true","3","990","11","48"
"1829","31","59","true","3","435","5","32"
"2759","89","31","true","3","2140","5","42"
"3071","37","83","true","3","630","6","20"
"559","43","13","true","3","170","3","22"
"6497","73","89","true","3","2264","4","25"
"2537","43","59","true","3","517","7","57"
"1333","43","31","true","3","838","5","39"
"589","19","31","true","3","125","5","39"
"1219","53","23","true","3","599","11","31"
"2623","61","43","true","3","1526","5","20"
"1501","79","19","true","3","381","6","25"
"2291","29","79","true","3","146","7","157"
"3649","89","41","true","3","1641","4","46"
"1067","97","11","true","3","969","5","31"
"2923","37","79","true","3","223","6","43"
"1943","29","67","true","3","813","7","47"
"2581","89","29","true","3","929","7","37"
"209","19","11","true","3","144","5","42"
"1501","79","19","true","3","381","6","47"
"2573","31","83","true","3","621","5","20"
"5429","89","61","true","3","4454","5","20"
"5609","71","79","true","3","3622","7","44"
"2623","61","43","true","3","1526","5","19"
"2201","71","31","true","3","1582","5","19"
"1829","59","31","true","3","435","5","20"
"4757","71","67","true","3","143","7","22"
"4717","89","53","true","3","4362","11","36"
"3977","41","97","true","3","2133","4","24"
"551","29","19","true","3","286","6","44"
"1159","19","61","true","3","733","5","26"
"1357","59","23","true","3","737","11","27"
"5329","73","73","true","3","2410","4","25"
"913","83","11","true","3","870","5","35"
"793","61","13","true","3","729","3","24"
"403","13","31","true","3","326","3","32"
"629","17","37","629","3","1","6","20"
"289","17","17","true","3","137","6","36"
"949","73","13","true","3","729","3","145"
"697","17","41","true","3","288","4","33"
"3139","73","43","true","3","1607","4","25"
"2479","67","37","true","3","963","6","21"
"2813","97","29","true","3","1359","6","45"
"3397","79","43","true","3","2753","7","22"
"3551","67","53","true","3","1341","11","49"
"3827","43","89","true","3","1463","7","46"
"943","41","23","true","3","124","4","68"
"3053","43","71","3053","3","1","7","21"
"403","31","13","true","3","326","3","21"
"4717","53","89","true","3","4362","11","33"
"1501","19","79","true","3","381","6","45"
"943","41","23","true","3","124","4","17"
"713","23","31","true","3","652","5","19"
"1501","79","19","true","3","381","6","19"
"2993","73","41","2993","3","1","4","33"
"1247","29","43","1247","3","1","7","43"
"1411","17","83","true","3","630","6","22"
"2419","41","59","true","3","1846","4","42"
"143","13","11","true","3","14","3","36"
"3149","47","67","true","3","2212","11","35"
"1891","31","61","1891","3","1","5","19"
"2993","41","73","2993","3","1","4","37"
"799","17","47","true","3","307","6","29"
"697","17","41","true","3","288","4","33"
"8051","97","83","true","3","3784","6","34"
"871","13","67","true","3","729","3","33"
"1067","97","11","true","3","969","5","44"
"1633","23","71","true","3","285","7","40"
"1739","47","37","true","3","260","6","29"
"913","11","83","true","3","870","5","22"
"2117","29","73","true","3","1242","4","21"
"1643","53","31","true","3","280","5","21"
"2881","67","43","true","3","947","7","30"
"1909","23","83","true","3","300","11","34"
"1649","17","97","1649","3","1","6","35"
"1643","53","31","true","3","280","5","20"
"2231","97","23","true","3","680","6","42"
"1829","59","31","true","3","435","5","24"
"1679","73","23","true","3","147","4","18"
"803","11","73","true","3","147","4","34"
"2021","47","43","true","3","732","7","45"
"611","13","47","true","3","118","3","16"
"3053","43","71","3053","3","1","7","21"
"7663","79","97","true","3","6306","6","26"
"2491","53","47","true","3","2121","13","37"
"793","13","61","true","3","729","3","16"
"913","83","11","true","3","870","5","41"
"961","31","31","true","3","187","5","40"
"2501","61","41","true","3","2338","4","24"
"209","19","11","true","3","144","5","30"
"5141","53","97","true","3","2038","6","28"
"3977","41","97","true","3","2133","4","54"
"629","37","17","629","3","1","6","36"
"1891","31","61","1891","3","1","5","42"
"209","11","19","true","3","144","5","26"
"323","19","17","323","3","1","6","37"
"3403","41","83","true","3","1641","4","49"
"1159","61","19","true","3","733","5","20"
"7081","73","97","true","3","6498","4","26"
"5329","73","73","true","3","2410","4","27"
"1159","61","19","true","3","733","5","112"
"689","13","53","true","3","40","3","42"
"1829","31","59","true","3","435","5","43"
"2881","43","67","true","3","947","7","22"
"4187","79","53","4187","3","1","13","42"
"871","67","13","true","3","729","3","22"
"869","11","79","true","3","210","5","41"
"1037","61","17","true","3","611","5","20"
"1411","83","17","true","3","630","6","36"
"3589","37","97","3589","3","1","6","28"
"1157","89","13","true","3","729","3","41"
"3071","83","37","true","3","630","6","21"
"2047","23","89","2047","3","1","11","29"
"3869","53","73","true","3","3651","4","22"
"1363","47","29","true","3","262","7","39"
"1219","23","53","true","3","599","11","403"
"5723","97","59","true","3","4560","6","323"
"2419","59","41","true","3","1846","4","47"
"4189","59","71","true","3","3054","7","36"
"4891","73","67","true","3","3359","4","39"
"3053","43","71","3053","3","1","7","39"
"1643","31","53","true","3","280","5","26"
"3589","97","37","3589","3","1","6","21"
"2747","41","67","true","3","411","4","19"
"1943","67","29","true","3","813","7","46"
"3127","53","59","true","3","3075","13","67"
"989","43","23","true","3","216","7","549"
"5251","89","59","true","3","4985","11","54"
"5063","61","83","true","3","123","5","49"
"3403","83","41","true","3","1641","4","28"
"2279","53","43","true","3","990","7","27"
"703","19","37","703","3","1","6","63"
"583","11","53","true","3","386","5","19"
"1643","53","31","true","3","280","5","21"
"1537","29","53","true","3","407","7","29"
"8051","97","83","true","3","3784","6","21"
"1219","53","23","true","3","599","11","43"
"1273","67","19","true","3","628","6","20"
"527","17","31","true","3","373","5","45"
"3127","59","53","true","3","3075","13","29"
"2077","31","67","true","3","156","5","19"
"7663","97","79","true","3","6306","6","21"
"1403","23","61","true","3","123","5","22"
"533","41","13","true","3","196","3","25"
"2173","53","41","true","3","206","4","27"
"407","11","37","true","3","232","5","20"
"2501","61","41","true","3","2338","4","30"
"6499","97","67","true","3","3978","6","30"
"1943","29","67","true","3","813","7","30"
"6499","67","97","true","3","3978","6","21"
"5561","83","67","true","3","1877","11","274"
"629","17","37","629","3","1","6","157"
"3713","79","47","true","3","2450","13","173"
"2201","71","31","true","3","1582","5","172"
"4891","67","73","true","3","3359","4","164"
"2173","53","41","true","3","206","4","163"
"3713","79","47","true","3","2450","13","377"
"4183","47","89","true","3","802","11","173"
"5251","89","59","true","3","4985","11","168"
"3713","47","79","true","3","2450","13","194"
"2059","71","29","2059","3","1","7","159"
"5329","73","73","true","3","2410","4","162"
"703","19","37","703","3","1","6","160"
"4399","83","53","true","3","1326","13","169"
"671","11","61","671","3","1","5","73"
"407","37","11","true","3","232","5","22"
"697","41","17","true","3","288","4","18"
"2759","89","31","true","3","2140","5","19"
"437","23","19","true","3","381","6","20"
"1247","43","29","1247","3","1","7","23"
"209","19","11","true","3","144","5","19"
"667","23","29","true","3","262","7","22"
"5329","73","73","true","3","2410","4","31"
"1189","29","41","true","3","575","4","19"
"649","11","59","true","3","199","5","22"
"1643","53","31","true","3","280","5","29"
"1157","13","89","true","3","729","3","22"
"2573","83","31","true","3","621","5","20"
"209","19","11","true","3","144","5","20"
"4757","67","71","true","3","143","7","23"
"3149","47","67","true","3","2212","11","28"
"1513","89","17","true","3","358","6","21"
"793","61","13","true","3","729","3","17"
"2773","47","59","true","3","2257","23","46"
"1501","19","79","true","3","381","6","22"
"3071","83","37","true","3","630","6","22"
"1591","37","43","true","3","815","6","20"
"7031","79","89","true","3","6409","11","75"
"2209","47","47","true","3","518","23","48"
"1943","29","67","true","3","813","7","22"
"5429","89","61","true","3","4454","5","34"
"2257","37","61","true","3","306","5","29"
"2773","59","47","true","3","2257","23","45"
"5561","67","83","true","3","1877","11","28"
"3233","53","61","true","3","916","5","20"
"4661","59","79","true","3","1423","13","47"
"3337","71","47","true","3","356","7","41"
"4717","89","53","true","3","4362","11","30"
"1927","47","41","true","3","1272","4","30"
"3127","59","53","true","3","3075","13","30"
"2573","31","83","true","3","621","5","76"
"391","23","17","true","3","358","6","33"
"187","17","11","true","3","67","5","29"
"4661","59","79","true","3","1423","13","32"
"589","19","31","true","3","125","5","27"
"3293","89","37","true","3","2850","6","30"
"5429","89","61","true","3","4454","5","21"
"1147","37","31","true","3","528","5","21"
"3149","67","47","true","3","2212","11","28"
"871","13","67","true","3","729","3","17"
"1909","83","23","true","3","300","11","51"
"2813","97","29","true","3","1359","6","21"
"1003","17","59","true","3","902","6","43"
"1139","17","67","true","3","494","6","22"
"2449","79","31","true","3","2264","5","19"
"6059","83","73","true","3","147","4","163"
"1273","67","19","true","3","628","6","2226"
"1643","31","53","true","3","280","5","27"
"5251","59","89","true","3","4985","11","46"
"1273","67","19","true","3","628","6","34"
"1343","17","79","true","3","460","6","21"
"3713","79","47","true","3","2450","13","132"
"4819","61","79","true","3","3844","5","50"
"1679","23","73","true","3","147","4","26"
"781","11","71","true","3","375","5","36"
"7031","79","89","true","3","6409","11","28"
"2581","89","29","true","3","929","7","39"
"2813","97","29","true","3","1359","6","29"
"4189","59","71","true","3","3054","7","39"
"2623","43","61","true","3","1526","5","29"
"6497","89","73","true","3","2264","4","35"
"1541","23","67","1541","3","1","11","49"
"533","41","13","true","3","196","3","34"
"8633","89","97","true","3","7567","6","38"
