33	212
33	37
33	15
33	14
33	13
33	13
33	13
33	13
33	13
33	13
33	13
33	13
33	13
33	13
33	22
33	32
33	30
33	20
33	19
33	33
33	19
33	18
33	18
33	47
33	32
33	17
33	15
33	14
33	14
33	14
33	14
33	13
33	13
33	13
33	13
33	13
33	13
33	12
33	12
33	12
33	14
33	12
33	12
33	13
33	12
33	12
33	13
33	13
33	12
33	12
33	12
33	12
33	12
33	593
33	18
33	9
33	13
33	7
33	15
33	8
33	7
33	7
33	7
33	13
33	7
33	7
33	7
33	7
33	7
33	7
33	7
33	7
33	7
33	7
33	7
33	7
33	7
33	7
33	7
33	7
33	7
33	7
33	7
33	7
33	7
33	7
33	7
33	7
33	7
33	7
33	7
33	7
33	9
33	15
33	29
33	10
33	9
33	9
33	9
33	8
33	7
33	7
33	52
33	14
33	13
33	13
33	7
33	7
33	6
33	6
33	6
33	6
33	6
33	6
33	6
33	6
33	8
33	20
33	6
33	8
33	6
33	6
33	6
33	6
33	6
33	6
33	6
33	22
33	7
33	9
33	8
33	56
33	10
33	6
33	6
33	6
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	8
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	24
33	6
33	6
33	6
33	5
33	6
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	10
33	6
33	6
33	5
33	5
33	5
33	5
33	6
33	5
33	5
33	5
33	5
33	5
33	5
33	6
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	8
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	6
33	5
33	6
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	6
33	5
33	7
33	6
33	8
33	7
33	5
33	5
33	6
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	6
33	5
33	5
33	5
33	6
33	6
33	10
33	6
33	6
33	11
33	10
33	8
33	7
33	8
33	7
33	7
33	7
33	7
33	11
33	7
33	6
33	6
33	6
33	6
33	6
33	116
33	6
33	5
33	5
33	5
33	8
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	6
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	7
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	8
33	5
33	5
33	6
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	6
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	10
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	6
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	7
33	9
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	8
33	5
33	5
33	5
33	5
33	5
33	5
33	8
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	8
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	8
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	7
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	22
33	6
33	6
33	6
33	5
33	6
33	6
33	12
33	6
33	8
33	5
33	5
33	23
33	5
33	5
33	7
33	10
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	8
33	5
33	9
33	6
33	32
33	23
33	8
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	6
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	6
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	8
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	6
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	6
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	8
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	6
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	8
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	6
33	5
33	8
33	38
33	8
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	44
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
33	5
