#### DATA MINER - 1557737812864
#### Pollard 3 
"n","p","q","success","bInit","b","i","time (µs)"
"158737363523310557","171950203","923158919","true","3","137039905255865410","83423","319464"
"349274732783017183","884329877","394959779","true","3","42271545503169352","3659","13140"
"198855608486736379","932389553","213275243","true","3","157691963551417336","391103","1527154"
"349014816195618073","918067547","380162459","true","3","225610936540032308","1124741","4509179"
"357228458884528951","626880647","569850833","true","3","139566683050470838","7759","29654"
"51026252129250371","355163647","143669693","true","3","30196735715787925","12347","43632"
"691531560048697279","926215259","746620781","true","3","155070217673067072","1008947","4137590"
"177174167366778611","722017579","245387609","true","3","106615247111033209","126271","479115"
"218479332930631321","316451521","690403801","true","3","84916238175245414","1427","5574"
"264017515392222391","362780651","727760741","true","3","117041792951230810","1723","6451"
"34947466604159579","204906907","170552897","true","3","20098181069389244","599143","2232227"
"105012210859096039","687238193","152803223","true","3","86781314554552104","6763","24020"
"310794868829310149","387168811","802737359","true","3","98785537114576580","10657","40514"
"127823075995981523","265380529","481659587","true","3","9567041580856534","789823","3056423"
"535425652560436817","617606497","866936561","true","3","382996914827699097","563","2539"
"117629052779836783","597968113","196714591","true","3","87180839966625917","24379","88587"
"384836305827923473","741779039","518801807","true","3","326466569262024480","19501","74814"
"628298974648873519","880906963","713241013","true","3","363899364267476252","14723","56175"
"296271299775262481","497782003","595182827","true","3","278827145236465193","6689","25223"
"398274159365317549","975577973","408244313","true","3","351384638264346790","7290077","29969853"
"733256406153363397","998826683","734117759","true","3","259866901027884773","25033","96417"
"680332468688339057","720812791","943840727","true","3","134693896504272811","2447","9063"
"588748587175460051","899981149","654178799","true","3","375209241869365611","43427","168295"
"93040914350386439","625184743","148821473","true","3","24442658683657095","1693","5778"
"672443702707617671","973878163","690480317","true","3","329784822007182937","162313027","720094480"
"175028323475901557","760249547","230224831","true","3","155447488641382883","1999","7207"
"45044780332321027","125203097","359773691","true","3","22875506532979819","8147","29279"
"255720103341371323","726354703","352059541","true","3","231764719543884446","12511","47352"
"216829542225373403","622220867","348476809","true","3","101785825885737437","8171","30773"
"214477497935625443","280169887","765526589","true","3","135410022041440713","83833","319682"
"80646523959299717","114101063","706799059","true","3","20693695000619118","148957","559237"
"268561008037263367","574131017","467769551","true","3","131994564508121417","492389","1940255"
"382509659702429513","484410727","789639119","true","3","163277390158527289","51853","201575"
"293186932496347523","811755017","361176619","true","3","240152817967392304","59723","228996"
"554447827481384209","560066033","989968673","true","3","79568865738145856","401773","1611295"
"219682772432596477","281538667","780293431","true","3","6281130372400994","42709","164706"
"194926109252760233","927387229","210188477","true","3","94969547315036127","203911","804688"
"109773576880766563","811996667","135189689","true","3","100583331207937203","32909","123344"
"212313609291141719","888246211","239025629","true","3","207989697795690600","417017","1631879"
"774390677247577633","893850043","866354131","true","3","334584569695694960","1069573","4423433"
"153947274047753509","499692631","308083939","true","3","124187320908648349","881","3018"
"350954518905859789","758334013","462796753","true","3","302601028001751546","10691","39898"
"387955708529847893","773841149","501337657","true","3","143442226576494716","6963023","29645254"
"517958894975783077","586743709","882768553","true","3","384034012647045903","40111","156827"
"395934427102585963","480033847","824805229","true","3","206438899126550606","138179","541798"
"638807254643752283","644348759","991399837","true","3","538417243639874257","132611","526632"
"134623237045641889","853581121","157715809","true","3","102582001441850707","3433","12130"
"256472896729313881","756727633","338923657","true","3","169078550581855725","1777","7284"
"553040657277878551","599512513","922483927","true","3","164494234316645281","491","1779"
"95469402801996869","251298527","379904347","true","3","33381486860497042","3623","12938"
"170721288867486667","478170163","357030409","true","3","99606601363126517","2125181","8485978"
"430890523618813721","468415687","919889183","true","3","192548452633665462","78069281","342341381"
"123111175432611469","180319099","682740631","true","3","9670311670599392","17683","65017"
"157084798239600547","264613249","593639203","true","3","76859315832699190","229699","892608"
"58470154780754281","146285899","399697819","true","3","42477240601945135","7187","25536"
"539296726619961301","693143879","778044419","true","3","163775029505919709","3063167","12739331"
"291888484052667769","964740937","302556337","true","3","277049630288559034","6303257","26079961"
"134678612909977921","149065681","903485041","true","3","107477612177493788","11719","42589"
"15431042893965029","106140557","145383097","true","3","13415501328069839","2797","10416"
"345776547266734819","534084277","647419447","true","3","311041936226595572","31859","125389"
"155954082927829807","836645101","186404107","true","3","63668748049686178","3739","13104"
"246820633629943831","879063593","280776767","true","3","189878956228267085","9689","35384"
"335306482472113091","373631381","897425911","true","3","162427568663608705","123719","482509"
"458901342024640187","730899461","627858367","true","3","337867673752519539","119039","472354"
"190625457416487047","553985533","344098259","true","3","122824967195235795","1543","5552"
"363353688550865497","693677227","523808011","true","3","308288271347160397","149","506"
"122539176645534613","197301823","621074731","true","3","48045528824411853","4547","16582"
"640457660757326669","842016121","760623989","true","3","544037064356145490","239","891"
"725013372724689253","858025243","844979071","true","3","104694991724131436","32143","129230"
"421049539471725557","994451971","423398567","true","3","175980085385605626","1013","3785"
"815604216990834461","909588059","896674279","true","3","707162919753047245","149445713","667493711"
"264151584393309307","940322623","280915909","true","3","76028432558410504","1021","3539"
"110552269856735947","152046871","727093357","true","3","75538883712778683","269","1034"
"681608921723467537","849962389","801928333","true","3","171352496668902178","14341","55068"
"119449512830802551","364873009","327372839","true","3","54654561223381382","237571","916797"
"281081311159748459","565845253","496745903","true","3","260828341341056706","6736253","27763828"
"123359993762984917","134427677","917668121","true","3","9470981047077185","132611","508315"
"435922241650240183","684172829","637152227","true","3","238124865741719755","1069","4301"
"161944726074157699","375442187","431343977","true","3","100081611023555643","276467","1076262"
"284924223213642421","659243413","432198817","true","3","29991693955948578","661","2293"
"133065403094849387","461093813","288586399","true","3","93191497974760719","48097733","201347724"
"93064035701781083","379225193","245405731","true","3","19576508672795042","677","2291"
"237162011200664779","901728071","263008349","true","3","227579231518612248","179161","698749"
"26781613615456801","148272401","180624401","true","3","15271545466671749","9041","31055"
"223317835059829877","226498577","985956901","true","3","127568524234467038","7331","27554"
"507824513010671921","835453061","607843261","true","3","332058583816373238","277","967"
"66781245630786277","128766977","518620901","true","3","47096230566848027","569","1925"
"646551038480528263","924261733","699532411","true","3","25810027379259661","62467","249739"
"249091557796485289","293116181","849804869","true","3","101592423073476048","4663","17211"
"317146050206262463","409647559","774192457","true","3","309222280989384933","10752673","44708986"
"281834222110113389","997647569","282498781","true","3","100422206647972","1326659","5347982"
"110650880211065903","829832573","133341211","true","3","103606562173067200","14669","55577"
"21651016642486723","207651287","104266229","true","3","13036013894590505","12941","47015"
"406425553442495959","412044937","986362207","true","3","103418686633238131","269","960"
"206562887890714753","494963741","417329333","true","3","87520485656892123","1493","5372"
"90264247383047399","145160963","621821773","true","3","1105149535252122","13421","50335"
"165844200794391463","265975043","623532941","true","3","6813434801023261","6131","23708"
"277863815908670689","742212721","374372209","true","3","24778401326437222","2437","8920"
"42320790476079317","145185947","291493711","true","3","19043871671547693","1511","5349"
"467450756769080173","996063797","469298009","true","3","97261894102151733","1237","5009"
"149427237203321621","257377147","580576943","true","3","96721599861993933","113783","439936"
"35524865463261901","145451591","244238411","true","3","9648231076901177","46769","170730"
"209539762145853749","241392097","868047317","true","3","32244983480518549","2309","8765"
"85096084278712051","790561259","107640089","true","3","48475478887555536","328171","1253015"
"923223573476929997","965256959","956453683","true","3","433581713599912042","5653","22533"
"66500247691645531","555773773","119653447","true","3","27508248135064640","2269","7689"
"207335762837850607","317310353","653416319","true","3","20607367418912678","36887","143260"
"128975364692409107","352521823","365864909","true","3","12745448146134684","11743","43360"
"105890430097152391","153007471","692060521","true","3","4754931929299900","22079","83188"
"552408957663653567","739733149","746767883","true","3","528775627180551922","199","686"
"63632982670266377","109596013","580614029","true","3","9516179175940944","3643","13007"
"360312175714455551","533152219","675814829","true","3","40581887074840755","34843","136690"
"937749898356268189","973254011","963520199","true","3","223180386997131990","636407","2621884"
"400570185865674547","663409849","603805003","true","3","359554163429530816","15679","59784"
"488225650977659411","505736047","965376413","true","3","103233062508064216","523","1832"
"155175934411179083","979316539","158453297","true","3","16870034771854566","34297","132633"
"121887670581177073","379097333","321520781","true","3","19719984391495247","88657","337189"
"72328001849116381","691651481","104572901","true","3","21743637120702795","2243","8345"
