26	13	true	2	14	0	4	9132
95	5	true	89	36	0	2	191
118	2	true	97	97	0	1	196
123	3	true	62	31	0	2	854
143	13	true	59	14	0	4	573
161	7	true	64	64	0	1	317
205	5	true	151	151	0	1	217
213	3	true	94	94	0	1	515
215	5	true	193	16	0	4	400
217	7	true	208	8	0	3	6992
274	2	true	25	25	0	1	202
301	7	true	206	176	0	3	214
323	17	true	43	273	1	4	866
346	2	true	215	215	0	1	143
358	179	true	298	180	0	89	7831
411	137	true	57	138	0	17	739
481	13	true	64	248	0	2	105
485	5	true	31	31	1	1	1119
493	17	true	67	52	0	2	123
511	7	true	422	64	0	3	132
514	2	true	43	43	0	1	64
517	11	true	420	243	0	5	180
551	19	true	514	514	0	1	93
573	3	true	154	154	0	1	90
597	3	true	301	301	0	1	44
698	349	true	126	350	0	29	1406
737	11	true	112	265	0	5	160
745	5	true	372	166	0	4	121
753	3	true	194	739	0	2	106
785	5	true	68	546	0	4	108
831	3	true	425	298	0	2	81
838	419	true	558	420	0	19	850
849	3	true	196	196	0	1	45
862	2	true	787	787	0	1	42
869	11	true	547	100	0	5	146
943	41	true	130	739	0	5	116
974	487	true	960	488	0	12	427
1006	2	true	629	629	0	1	6856
1046	523	true	912	524	0	29	889
1079	13	true	231	235	0	3	219
1099	7	true	663	981	0	3	285
1101	367	true	528	735	0	61	919
1126	2	true	711	711	0	1	156
1133	11	true	1046	1046	0	1	118
1189	41	true	295	575	0	5	373
1207	17	true	532	392	0	6	154
1211	7	true	541	29	0	3	151
1219	23	true	868	990	0	11	243
1238	2	true	373	373	0	1	65
1271	41	true	1039	1149	1	4	348
1343	17	true	1160	324	0	4	134
1355	5	true	62	681	0	4	156
1371	457	true	819	915	0	19	292
1418	709	true	110	710	0	59	1997
1441	11	true	543	870	0	5	113
1461	487	true	1353	975	0	12	189
1502	751	true	1350	752	0	15	411
1565	5	true	1324	176	0	2	108
1591	37	true	1471	778	0	6	81
1651	13	true	1410	976	0	4	96
1679	73	true	1391	731	0	6	105
1691	19	true	299	1521	0	6	113
1727	11	true	230	1090	0	2	454
1762	881	true	468	882	0	11	1313
1763	41	true	1208	821	0	5	61
1781	13	true	1549	1678	0	4	45
1807	13	true	1659	378	0	4	77
1821	3	true	826	826	0	1	29
1843	19	true	1041	96	0	6	57
1895	5	true	754	16	0	2	45
1945	389	true	535	390	0	97	12679
1963	13	true	743	1457	0	4	204
1969	179	true	110	1254	0	89	601
2042	2	true	2029	2029	0	1	48
2101	11	true	1461	221	0	5	63
2117	73	true	311	74	0	6	66
2123	193	true	1100	1738	0	8	448
2167	11	true	1169	287	0	5	158
2227	17	true	1171	1837	0	4	216
2231	97	true	1386	1359	0	8	116
2271	3	true	265	265	0	1	43
2326	2	true	1765	1765	0	1	49
2386	2	true	2147	2147	0	1	5205
2419	41	true	2373	1067	0	5	66
2453	11	true	2362	1981	0	5	113
2513	7	true	411	1835	0	3	3124
2533	17	true	1332	1378	0	6	70
2537	43	true	319	1119	0	7	56
2561	13	true	2012	2029	0	3	39
