111	17
115	21
118	158
119	5
122	8
123	2
129	3
133	2
134	20
141	15
142	6
143	3
145	6
146	5
155	3
158	12
159	9
161	6
166	65
177	16
178	13
185	2
187	3
194	6
201	7
202	11
203	4
205	6
206	18
209	4
213	4
214	79
217	3
218	9
219	2
221	3
226	21
235	6
237	5
247	4
249	30
253	5
259	2
262	40
265	9
267	9
274	16
278	33
287	3
291	3
295	13
298	42
299	4
301	2
302	6
305	3
309	4
314	19
319	4
321	19
323	8
326	11
327	4
329	6
334	78
335	5
339	3
341	9
346	56
355	3
358	121
365	6
371	3
377	4
381	4
382	33
386	6
391	6
393	7
395	4
398	12
407	3
411	4
413	4
415	25
417	9
422	8
427	3
437	6
445	4
446	64
453	5
458	18
469	4
473	5
481	3
482	9
485	4
489	6
493	5
497	4
501	70
502	15
511	2
514	10
515	8
519	19
526	176
527	5
533	3
535	28
537	109
538	70
542	8
543	4
545	2
551	4
553	6
554	21
559	3
562	6
565	3
566	56
573	14
579	5
581	10
583	7
586	175
589	5
591	5
611	5
614	47
622	46
623	5
626	13
629	9
633	3
634	131
635	3
649	7
655	5
662	31
667	26
669	17
671	9
674	10
679	3
681	136
687	6
689	4
694	948
695	11
697	4
698	207
699	26
703	11
706	10
707	5
713	5
717	6
718	182
723	5
731	4
737	7
745	12
749	53
755	4
758	8
766	365
767	5
771	9
778	100
779	4
789	170
791	3
793	3
794	10
799	7
802	12
803	5
807	51
813	4
815	2
817	5
818	18
831	4
835	19
838	17
842	4
843	4
849	17
851	4
866	5
869	5
871	2
878	96
886	19
889	1
893	5
895	25
898	4
899	4
901	5
905	3
913	9
914	19
917	2
921	7
922	21
923	4
926	16
933	27
934	447
939	8
943	6
949	4
951	73
955	5
958	306
959	6
973	6
974	9
979	7
982	11
993	4
995	16
998	89
1011	5
1042	18
1077	120
1177	4
1199	6
1202	9
1241	8
1267	3
1345	69
1371	23
1379	3
1393	3
1454	26
1457	8
1473	8
1509	159
1538	7
1569	28
1643	7
1649	9
1655	7
1673	5
1713	27
1717	6
1751	4
1803	4
1814	189
1841	2
1865	12
1941	16
1994	97
2005	3
2038	461
2095	8
2149	2
2157	173
2206	29
2219	2
2229	28
2307	4
2342	7
2435	4
2463	42
2474	97
2501	18
2519	23
2653	2
2785	28
2839	13
2933	4
2942	12
2973	3
2974	918
2978	32
2986	448
3113	19
3158	254
3166	163
3226	42
3349	5
3351	14
3385	9
3415	10
3418	64
3431	4
3455	8
3503	4
3653	7
3715	10
3754	99
3811	5
3839	4
3901	31
3903	10
3946	22
3963	4
3986	76
4034	6
4055	4
4061	4
4069	5
4097	5
4341	135
4381	4
4414	1953
4426	43
4442	47
4474	35
4537	5
4589	3
4595	7
4619	4
4769	6
4834	186
4867	4
4882	50
4927	3
4939	6
4946	75
5007	50
5086	59
5137	29
5158	1730
5199	108
5326	48
5327	3
5353	11
5367	45
5378	7
5411	54
5414	26
5433	251
5469	479
5473	2
5617	5
5721	690
5731	6
5758	1602
5941	7
6081	775
6087	17
6107	4
6117	986
6178	279
6326	22
6387	14
6393	39
6434	41
6483	2
6595	219
6749	5
6773	9
6807	4
6839	17
6881	1
6887	5
6891	27
6922	104
7091	1
7123	5
7145	4
7167	132
7291	15
7391	13
7397	20
7435	498
7471	8
7522	67
7631	3
7697	20
7769	6
7779	6
7822	20
7969	3
7981	14
8013	77
8095	230
8146	613
8149	18
8187	15
8189	4
8193	6
8197	3
8223	116
8251	17
8327	6
8391	192
8409	190
8457	1151
8503	25
8518	2102
8546	91
8561	12
8782	689
8953	14
9003	4
9017	35
9031	10
9134	759
9179	14
9183	10
9194	531
9201	41
9242	10
9298	85
9407	11
9411	9
9446	1081
9502	15
9509	7
9527	3
9565	51
9578	21
9627	356
9634	72
9663	11
9673	4
9713	5
9793	118
9914	42
10042	340
10183	13
10189	23
10895	24
11105	16
11189	18
11345	7
11653	7
11905	6
11906	39
12365	28
12881	5
13582	161
14474	61
15055	20
15293	4
15529	16
15563	15
15821	6
15869	63
15905	22
16327	8
16941	310
16945	6
17179	4
17197	7
17735	43
17843	4
18019	5
18151	2
18323	16
18337	9
18559	12
18827	6
18943	5
19099	10
19101	1057
19473	99
19601	7
19633	11
19645	142
19771	18
20837	15
21151	59
21215	38
22521	163
22535	234
22577	9
22681	7
23097	892
23277	269
23317	14
23423	12
23935	1963
24467	11
25133	6
25387	45
26615	386
27229	9
28369	656
28685	83
28801	79
29441	62
29477	45
29653	10
29809	61
30409	35
30479	9
30767	120
31261	11
31309	15
31571	6
31795	27
31927	4
33095	219
33979	86
34601	191
34829	8
35047	11
36605	7
36617	246
36811	9
37033	9
38297	100
38483	7
38719	5
40219	21
41029	16
41071	12
41623	103
42263	4
42877	24
43553	11
43619	21
44047	6
44143	9
44369	311
44437	6
45401	15
46033	9
46571	231
46609	9
46733	76
46753	28
46909	5
47239	22
47707	49
49013	31
49141	131
49319	16
49501	46
49589	9
50837	13
51007	33
51559	79
51571	70
52007	12
53219	5
53747	10
54143	37
54553	83
54643	34
54893	7
55067	17
56579	10
57979	7
58301	7
58333	29
59569	8
60553	5
60587	10
61249	37
62449	20
64079	295
64739	30
65491	18
65887	12
66481	23
66869	118
67327	207
68573	19
68837	464
68861	114
70897	18
71759	5
72061	45
73099	299
73991	18
74629	6
74983	12
74999	8
75839	6
75949	20
75977	257
76141	10
