26	2	true	8	14	0	2	9456
95	5	true	16	56	0	3	416
118	2	true	46	50	0	2	384
123	41	true	21	62	1	7	2418
143	13	true	13	26	3	4	9802
161	23	true	78	124	2	2	1042
205	5	true	46	196	0	3	382
213	3	true	140	5	0	1	266
215	43	true	153	196	3	2	1727
217	7	true	157	129	0	1	258
274	2	true	51	139	0	2	178
301	7	true	262	17	0	1	292
323	17	true	135	50	0	6	216
346	2	true	116	332	0	2	218
358	2	true	224	28	0	2	167
411	3	true	5	26	0	1	158
481	13	true	197	249	1	4	1374
485	5	true	377	482	1	3	822
493	17	true	359	427	0	6	367
511	7	true	325	360	4	1	1584
514	2	true	313	497	0	2	185
517	11	true	105	127	2	2	685
551	19	true	468	278	5	1	2151
573	3	true	209	134	0	1	123
597	3	true	575	485	0	1	76
698	2	true	559	425	0	2	127
737	11	true	688	369	0	2	99
745	5	true	22	387	1	3	705
753	251	true	526	275	2	3	1000
785	5	true	410	125	2	3	546
831	3	true	179	464	4	1	3806
838	2	true	313	749	0	2	109
849	3	true	125	344	2	1	950
862	2	true	227	759	0	2	132
869	11	true	422	125	1	2	335
943	41	true	902	492	1	7	285
974	2	true	193	153	0	2	203
1006	2	true	47	977	0	2	302
1046	2	true	539	675	0	2	1012
1079	13	true	446	381	1	1	2387
1099	7	true	222	929	1	1	722
1101	3	true	68	221	0	1	184
1126	2	true	7	249	0	2	851
1133	11	true	402	314	0	2	83
1189	41	true	841	226	1	7	447
1207	17	true	995	910	0	6	102
1211	7	true	514	199	1	1	224
1219	23	true	446	860	12	2	2808
1238	2	true	137	385	0	2	101
1271	31	true	212	460	10	1	2714
1343	17	true	985	322	1	6	900
1355	5	true	980	145	1	3	439
1371	3	true	824	332	2	1	1585
1418	2	true	1219	479	0	2	167
1441	11	true	1161	171	0	2	47
1461	3	true	170	1142	4	1	2487
1502	2	true	246	216	0	2	208
1565	5	true	572	852	1	3	3850
1591	37	true	862	48	4	1	1398
1651	13	true	31	798	0	4	72
1679	73	true	1443	1370	2	6	466
1691	89	true	263	797	2	3	505
1727	11	true	677	1425	3	2	2768
1762	2	true	1673	931	0	2	143
1763	41	true	1478	781	2	7	506
1781	13	true	287	274	2	4	1079
1807	13	true	1453	634	1	1	425
1821	3	true	1256	551	5	1	1555
1843	97	true	289	1356	10	3	2257
1895	5	true	1485	1540	2	3	897
1945	5	true	1410	650	0	3	57
1963	13	true	49	439	6	1	708
1969	179	true	1204	488	7	21	12866
2042	2	true	1782	1302	0	2	415
2101	11	true	1821	1788	3	2	1971
2117	73	true	1177	812	2	1	297
2123	11	true	72	677	0	2	33
2167	11	true	1203	532	0	2	103
2227	17	true	44	2118	0	6	97
2231	97	true	878	1945	2	3	1267
2271	3	true	1829	59	11	1	3917
2326	2	true	1399	1011	0	2	105
2386	2	true	1604	1622	0	2	123
2419	41	true	975	729	0	7	62
2453	11	true	2041	204	0	2	46
2513	7	true	2026	948	0	1	144
2533	17	true	554	299	1	6	338
2537	59	true	619	265	1	3	194
2561	13	true	1158	1184	1	4	234
2587	13	true	430	1587	0	4	75
2606	2	true	861	711	0	2	109
2611	7	true	66	1746	2	1	299
2627	71	true	678	1601	10	2	1516
2651	11	true	699	1073	1	2	1216
2723	7	true	1286	936	1	1	772
2735	5	true	1086	621	0	3	347
2747	41	true	2419	2132	8	7	1870
2773	47	true	1230	713	1	4	266
2811	3	true	35	1226	2	1	565
2827	257	true	2414	1643	1	15	295
2841	3	true	647	983	0	1	46
2906	2	true	1463	31	0	2	93
2947	421	true	2031	768	0	10	90
2962	2	true	1348	2282	0	2	57
2966	2	true	897	2729	0	2	108
2978	2	true	2223	1117	0	2	58
3005	5	true	2171	1041	0	3	36
3035	5	true	352	177	1	3	197
3071	83	true	2531	1037	6	5	1046
3134	2	true	2371	1263	0	2	70
3155	5	true	1626	506	3	3	913
3223	11	true	3029	3040	1	2	286
3241	7	true	3071	2973	0	1	26
3263	13	true	582	2636	0	1	19
3269	7	true	2000	2014	0	1	144
3314	2	true	2100	2222	0	2	144
3383	17	true	2832	2271	0	6	44
3386	2	true	671	2445	0	2	67
3387	3	true	164	3188	4	1	2024
3409	7	true	1837	3069	1	1	607
3427	149	true	1893	105	4	14	737
3551	67	true	660	2536	5	3	765
3554	2	true	1449	1855	0	2	75
3647	7	true	1032	101	1	1	479
3667	193	true	764	2501	15	8	4705
3743	197	true	144	1129	2	2	299
3778	2	true	3257	791	0	2	97
3785	5	true	1047	2162	3	3	10546
3831	3	true	350	3740	0	1	22
3845	5	true	1197	2907	2	3	1074
3891	3	true	3062	2426	5	1	1977
3902	2	true	2097	1227	0	2	60
4063	17	true	1710	2696	0	6	50
4169	11	true	1612	2514	1	2	628
4279	389	true	1185	3130	5	13	931
