#### DATA MINER
Timestamp: 1558422000956
Algorithm: pol1
Max index for prime numbers picking: 500
Iterations limit: 100000
User: chl2598a
Available cores: 6
Memory available to JVM: 126877696 bytes

"","n","p","q","success","x0","x","nbReboot","i","time (µs)"
"","927389","463","2003","true","748965","726932","17","27","2042"
"","5270879","3559","1481","true","1590595","3758026","6","34","5582"
"","1095187","3499","313","true","776801","73177","24","9","3685"
"","7151383","2383","3001","true","4460878","1982052","385","11","91632"
"","3631087","1223","2969","true","170316","2913672","1","21","186"
"","3221873","1381","2333","true","2848929","874099","12","28","30280"
"","9619261","3449","2789","true","452317","2621738","6","47","750052"
"","49703","2161","23","true","32899","46354","3","2","404"
"","3017","7","431","true","1951","1965","1","1","105"
"","2774663","829","3347","true","1844432","562531","2","41","532"
"","442583","2819","157","true","54938","210368","6","1","816"
"","1645027","577","2851","true","298095","939570","44","53","161340"
"","3319013","3329","997","true","372585","1957189","14","81","238461"
"","1062179","3209","331","true","720028","225514","3","32","29252"
"","1747741","997","1753","true","1518534","637186","21","22","7510"
"","6664249","3221","2069","true","4758958","320420","0","9","37"
"","2710529","1051","2579","true","490853","903493","5","16","7004"
"","353279","149","2371","true","310417","8394","2","8","895"
"","775921","769","1009","true","621687","672137","6","14","9227"
"","283529","1009","281","true","168566","225328","8","2","2364"
"","4260673","1567","2719","true","1726396","566816","9","4","59014"
"","61241","1303","47","true","34870","53294","2","4","255"
"","5715317","2803","2039","true","1893163","1377296","28","19","9054"
"","3198259","2089","1531","true","1735554","1490594","24","21","5236"
"","291931","353","827","true","276558","40863","13","15","3329"
"","188033","3187","59","true","85363","184160","4","71","1514"
"","7779467","3187","2441","true","5978708","5060852","14","71","25364"
"","7406279","3559","2081","true","5531283","1840600","7","34","82258"
"","2173631","641","3391","true","1385704","1090687","18","27","13019"
"","4338727","3049","1423","true","1551609","3503965","1","25","338"
"","2476457","1733","1429","true","1577890","2445293","4","10","2834"
"","4049663","2753","1471","true","2161611","2379098","22","9","4973"
"","7193003","2671","2693","true","5436600","2108534","29","19","30224"
"","777017","307","2531","true","735277","768180","2","6","201"
"","3744203","1151","3253","true","1825390","895382","22","28","3665"
"","2701711","829","3259","true","2107775","669460","8","35","20471"
"","1569679","571","2749","true","323454","510742","0","19","59"
"","1023097","1669","613","true","499900","322986","1","89","368"
"","4069853","1453","2801","true","2476825","67965","20","39","12922"
"","1642469","787","2087","true","1611572","1582453","45","35","48676"
"","1622851","1289","1259","true","992989","1330707","2","51","14359"
"","697577","3541","197","true","329252","500839","3","4","435"
"","8981333","3023","2971","true","135133","4778806","5","102","6347"
"","2593973","3041","853","true","940632","399334","6","9","2064"
"","1169737","3371","347","true","1088697","859330","7","6","3146"
"","5259187","2351","2237","true","368888","55708","59","10","8214"
"","5917147","3571","1657","true","1524000","960620","6","85","186607"
"","1106797","3083","359","true","1008362","271525","11","15","8689"
"","4298621","3259","1319","true","621553","3738350","55","10","47189"
"","1453561","1039","1399","true","668066","170385","26","25","171497"
"","11370383","3373","3371","true","5506608","261332","26","10","31807"
"","1965361","1223","1607","true","1760687","525457","0","4","51"
"","2196517","2791","787","true","269873","1972154","27","35","37416"
"","679729","337","2017","true","46085","656055","6","11","5890"
"","1495309","853","1753","true","1030683","667812","29","4","5971"
"","1723279","2099","821","true","1524558","122426","0","3","41"
"","1084781","757","1433","true","460229","733506","1","1","607"
"","9394247","3533","2659","true","1067347","5402338","33","20","81146"
"","5223487","1481","3527","true","551873","4329290","45","39","306227"
"","528239","277","1907","true","372155","40337","0","9","55"
"","427411","277","1543","true","45067","243399","8","25","9812"
"","6314813","3301","1913","true","759365","4082246","21","54","13744"
"","1972907","3361","587","true","1083717","1661912","16","14","10138"
"","238577","227","1051","true","115299","67629","1","23","567"
"","616349","1471","419","true","280189","406695","0","14","55"
"","5904467","2111","2797","true","3010466","1679094","16","31","15939"
"","5436199","2287","2377","true","2247246","2258681","39","62","45496"
"","2644337","743","3559","true","2223581","81512","59","9","80075"
"","62899","31","2029","true","13457","58345","2","3","187"
"","2303479","1801","1279","true","1530489","2080459","17","15","2800"
"","27233","241","113","true","25264","7184","0","3","45"
"","21479","457","47","true","2462","1381","1","4","153"
"","446393","509","877","true","295129","378096","1","46","173"
"","2266877","3319","683","true","1888552","483621","42","26","2012724"
"","151097","61","2477","true","132201","16606","2","1","6647"
"","6636031","1997","3323","true","6104828","2928040","18","22","19567"
"","3373313","2617","1289","true","1998635","928765","4","51","9255"
"","14579","239","61","true","7164","10032","0","16","60"
"","5286989","3499","1511","true","2019867","4417824","50","26","27261"
"","6343943","2791","2273","true","4792595","3090085","2","60","632"
"","2030323","677","2999","true","850713","150695","4","7","4839"
"","245929","83","2963","true","181875","142284","1","5","141"
"","552157","967","571","true","104372","71254","1","19","2354"
"","12077","13","929","true","1263","236","0","4","42"
"","7525663","3137","2399","true","3647905","1757493","13","43","687362"
"","1756193","709","2477","true","1418535","1279823","10","39","50128"
"","453253","281","1613","true","316940","347569","29","4","5227"
"","7027519","3329","2111","true","4007193","1740144","88","14","877028"
"","67451","37","1823","true","33826","2968","1","2","120"
"","334141","113","2957","true","194892","242204","11","87","2668"
"","366767","353","1039","true","132823","103877","3","18","562"
"","1033231","2927","353","true","1028868","539610","3","18","3494"
"","2103923","877","2399","true","352373","247133","0","66","116"
"","1120463","3229","347","true","860066","685525","37","11","7676"
"","762169","379","2011","true","671435","35094","10","14","3352"
"","5748191","1627","3533","true","1821167","633457","13","7","30570"
"","1888013","2399","787","true","724839","1410316","6","5","81943"
"","2073629","1163","1783","true","980072","660247","71","20","107423"
"","349487","2551","137","true","59217","321435","8","17","5660"
"","2828269","3371","839","true","1762113","1951727","8","9","14776"
"","4856437","1433","3389","true","4617530","4113114","62","18","56677"
"","1108339","953","1163","true","143875","546273","18","20","2033"
"","1087403","2477","439","true","438077","384519","7","4","5271"
"","1892323","1459","1297","true","1759130","1724114","10","86","59365"
"","1163269","2699","431","true","219379","303048","9","66","2054"
"","663427","2161","307","true","241372","43357","4","6","505"
"","3445307","2381","1447","true","2221647","323990","4","47","1800"
"","8013331","2699","2969","true","7070647","6951891","11","66","17416"
"","1690489","619","2731","true","384601","820996","2","32","476"
"","5052193","3049","1657","true","1391326","3255451","2","85","2053"
"","165197","709","233","true","37182","144241","3","5","328"
"","2714219","1741","1559","true","2235801","1837112","57","1","16673"
"","2543881","1607","1583","true","214608","1010857","25","65","8867"
"","4174763","3023","1381","true","2610890","3295866","35","28","16899"
"","1979881","2113","937","true","1921105","40535","1","21","200"
"","7778377","2801","2777","true","2019311","2741969","20","46","24579"
"","22183","7","3169","true","19869","8494","5","1","381"
"","1062329","613","1733","true","653156","829922","0","27","76"
"","647971","577","1123","true","202664","518860","19","14","6204"
"","671747","3517","191","true","488819","227913","3","15","2007"
"","5699149","2851","1999","true","2727407","3756618","3","53","11088"
"","6958459","3331","2089","true","666077","4090345","32","25","15467"
"","15007","43","349","true","12064","11247","7","2","469"
"","4060033","1163","3491","true","1449514","3824360","2","4","1015"
"","256379","571","449","true","140320","24407","2","13","855"
"","4016813","1901","2113","true","1210945","1243262","11","126","4097"
"","4308547","2293","1879","true","3448760","2533687","25","37","26389"
"","4318019","3319","1301","true","3278745","82188","22","38","2114810"
"","240937","503","479","true","42100","114908","3","19","436"
"","7531661","2803","2687","true","6092419","6210145","14","3","2634"
"","4059577","1151","3527","true","1197339","326170","15","58","66389"
"","4242559","2297","1847","true","2406443","3904360","1","59","35129"
"","4837181","2671","1811","true","2528383","3153178","9","10","3892"
"","138613","1429","97","true","1753","61311","4","4","479"
"","451757","1667","271","true","64390","99078","19","10","8788"
"","3462341","1321","2621","true","462890","1030920","27","44","5010"
"","3248983","1667","1949","true","401265","2154949","1","50","965"
"","958879","1019","941","true","363566","782375","13","2","2026"
"","2633051","1063","2477","true","2542872","2551376","10","32","602771"
"","862613","653","1321","true","636992","417584","6","9","4722"
"","663623","2467","269","true","142167","193974","18","71","99659"
"","5897141","2953","1997","true","2606044","3828208","2","11","1538"
"","3936991","3083","1277","true","3687981","2407150","9","7","64019"
"","454789","1453","313","true","372369","352027","30","20","1996"
"","2340671","821","2851","true","75352","1754591","10","53","35497"
"","173093","967","179","true","145192","139106","17","21","14885"
"","1660427","521","3187","true","565511","1591881","1","19","135604"
"","358433","1579","227","true","17329","156253","9","23","16245"
"","2322413","701","3313","true","259517","2138197","19","20","208691"
"","548839","1433","383","true","233853","202327","5","18","1152"
"","5859331","2689","2179","true","4291766","3163044","30","21","9439"
"","1853693","1583","1171","true","619856","165535","3","65","304508"
"","3937841","2699","1459","true","3614237","3124013","21","86","1312186"
"","4588349","1723","2663","true","2669688","4113562","90","15","59664"
"","66023","103","641","true","37883","44784","2","14","140"
"","594497","2029","293","true","122612","285520","10","11","1414"
"","11590181","3467","3343","true","11156672","1781904","5","146","2962779"
"","4347221","2083","2087","true","3676046","3798943","35","1","6956"
"","396551","1543","257","true","191416","369517","3","15","504"
"","5523697","3433","1609","true","535169","4963739","34","32","5098"
"","2506067","829","3023","true","1539508","2047372","13","15","3038"
"","650561","1031","631","true","413893","391808","1","1","793"
"","2939459","2879","1021","true","1166857","416422","59","5","495041"
"","1152973","2213","521","true","634852","595256","9","19","48501"
"","4365479","1889","2311","true","151476","3712241","10","39","38343"
"","72509","31","2339","true","19471","871","2","3","239"
"","7119961","2609","2729","true","387119","2114277","20","20","92102"
"","2220607","1063","2089","true","2196522","1331676","0","7","34"
"","7040141","2309","3049","true","3864047","1613885","0","56","104"
"","7390939","3301","2239","true","4058374","7296655","38","3","15254"
"","652139","457","1427","true","626385","427590","5","30","1495"
"","3654773","3079","1187","true","1006676","2910624","7","10","2022"
"","149641","991","151","true","77828","92324","0","5","32"
"","29417","23","1279","true","25792","10658","17","2","966"
"","2701441","811","3331","true","2295852","420499","5","26","10703"
"","1010309","1847","547","true","206341","107334","7","12","4978"
"","5348971","2389","2239","true","1411111","3150303","73","28","40499"
"","331699","811","409","true","136937","45294","9","33","2072"
"","1202441","2777","433","true","560116","397741","13","30","2994"
"","123247","3331","37","true","4172","89568","9","2","878"
"","355637","229","1553","true","189698","355494","1","28","683"
"","220159","1607","137","true","105129","158559","1","3","550"
"","5845051","1949","2999","true","4190665","257583","15","81","787099"
"","181463","2297","79","true","79098","156834","5","7","5324"
"","14167","457","31","true","2816","10504","2","1","199"
"","474139","1889","251","true","383569","451573","16","39","18733"
"","3981721","3089","1289","true","1418229","2289327","2","96","23181"
"","943","23","41","true","84","699","0","7","38"
"","8756933","2687","3259","true","5222691","2983758","81","22","48974"
"","149917","197","761","true","124969","57201","2","7","510"
"","389933","2617","149","true","262792","311217","2","14","729"
"","46597","17","2741","true","21629","24264","6","6","1042"
"","3498203","1009","3467","true","2056588","305753","11","146","2573353"
"","2464229","2267","1087","true","2297057","1485471","36","20","10151"
"","93413","109","857","true","31362","14358","3","2","358"
"","2727587","3089","883","true","605759","12671","33","96","243349"
"","488731","227","2153","true","125485","340785","1","30","332"
"","6482107","2549","2543","true","6117122","2999695","11","42","10198"
"","402901","653","617","true","262531","235758","2","5","207"
"","1158889","463","2503","true","498552","350875","3","45","637"
"","4500827","3307","1361","true","3707298","1698462","4","28","16530"
"","5189021","3217","1613","true","512478","4019008","8","24","35402"
"","595643","317","1879","true","370942","524370","3","7","1933"
"","2767861","3299","839","true","1254136","150012","0","19","74"
"","1253041","1181","1061","true","861347","344069","27","33","3531"
"","5583481","1847","3023","true","2473439","2780041","11","59","20804"
"","2570929","1361","1889","true","10406","1101928","21","28","171834"
"","62519","101","619","true","62270","30082","0","16","49"
"","2558903","3491","733","true","1724275","1469432","33","55","125424"
"","926729","439","2111","true","628500","547285","20","4","2119"
"","465683","457","1019","true","5635","44357","12","19","12644"
"","970631","311","3121","true","696828","962111","14","10","948"
"","2651171","877","3023","true","977435","1636939","8","66","6974"
"","1138421","577","1973","true","623890","97099","8","15","9471"
"","4772969","2087","2287","true","2782787","2853745","25","33","67535"
"","2987177","1481","2017","true","961096","2889358","20","40","16060"
"","4604947","1583","2909","true","2976256","3778837","1","65","570"
"","6789011","3253","2087","true","2491175","4771528","0","7","38"
"","3473839","1531","2269","true","1565515","893406","20","18","4322"
"","2517413","1553","1621","true","1049200","157650","15","44","529836"
"","10466873","3467","3019","true","1089026","9846668","35","146","3156972"
"","3572929","3257","1097","true","436423","1378746","6","52","28364"
"","1724207","907","1901","true","1689876","997912","3","126","25046"
"","24713","1901","13","true","16953","8204","0","4","35"
"","4293647","1949","2203","true","1448066","2829347","7","23","124689"
"","1891349","827","2287","true","1867303","1727796","21","9","54408"
"","22753","373","61","true","18295","1883","10","5","358"
"","1111529","857","1297","true","1023287","456498","21","8","12624"
"","2443877","2087","1171","true","1799762","821977","1","53","3691"
"","2807503","991","2833","true","1237544","119696","13","20","3660"
"","470753","223","2111","true","23869","182194","38","16","5257"
"","6308381","2069","3049","true","4349688","1537917","23","33","33324"
"","9100097","2671","3407","true","3820901","5548250","12","41","15180"
"","1906789","2539","751","true","543067","1054498","37","10","15271"
"","644219","919","701","true","380802","600443","11","25","2663"
"","4853743","3251","1493","true","2636808","1671261","13","63","532565"
"","3226709","1847","1747","true","2406671","1675259","30","59","16015"
"","54931","163","337","true","34443","865","15","10","1560"
"","5720573","2879","1987","true","3343234","5433388","3","47","12219"
"","3238","1619","2","true","1225","971","0","2","486"
"","572857","241","2377","true","422755","325632","4","13","813"
"","594817","3323","179","true","27413","412621","2","21","56884"
"","405451","373","1087","true","51799","363627","1","5","99"
"","34331","11","3121","true","15921","25194","25","2","1530"
"","9658721","3251","2971","true","3670063","7930477","2","102","10859"
"","8133817","2557","3181","true","2241630","3075212","5","29","10190"
"","1329443","3001","443","true","934887","813505","31","2","4767"
"","736837","3083","239","true","650458","437731","2","86","6410"
"","2776271","863","3217","true","527843","2065569","6","14","1351"
"","37603","31","1213","true","28619","16219","2","1","195"
"","8328149","2557","3257","true","7515406","2398849","65","29","140645"
"","500387","617","811","true","6209","195983","6","14","751"
"","514043","331","1553","true","219865","77535","1","32","37042"
"","500659","1321","379","true","453555","241694","6","3","2664"
"","522803","431","1213","true","191842","448287","4","6","328"
"","1422959","2213","643","true","830388","514032","22","10","7874"
"","647567","2687","241","true","211198","570047","9","8","4041"
"","3471199","1733","2003","true","1165902","2482982","36","27","17445"
"","275237","613","449","true","217281","155768","12","23","855"
"","1262383","2423","521","true","485283","563433","2","55","133971"
"","7343437","2789","2633","true","7085249","595246","7","88","5355"
"","1566991","643","2437","true","88366","1124882","9","10","2384"
"","4264489","1451","2939","true","3077950","1317887","6","31","11842"
"","4850611","2027","2393","true","8243","1500115","13","29","210871"
"","610381","599","1019","true","298212","221540","44","27","42894"
"","8553131","2699","3169","true","3061869","1423576","18","66","24131"
"","5719139","2861","1999","true","2509859","1125135","51","75","164843"
"","4450643","2833","1571","true","2715874","3405543","1","60","688"
"","45923","2417","19","true","45095","42663","4","1","297"
"","2801879","2671","1049","true","2644835","678979","23","1","13990"
"","2242481","2063","1087","true","833684","517367","12","16","3234"
"","1319611","2939","449","true","533404","448094","13","6","6304"
"","3306673","937","3529","true","1649771","658425","6","18","2849"
"","6905369","2857","2417","true","3572987","4898635","0","34","77"
"","1367239","2953","463","true","526220","1266094","3","11","2518"
"","467053","199","2347","true","17909","379347","0","33","75"
"","537613","2729","197","true","474133","407153","5","7","1241"
"","79291","2143","37","true","3579","43391","7","1","493"
"","2605583","2557","1019","true","752747","2555432","0","29","64"
"","1765663","647","2729","true","1361576","76217","1","17","806"
"","3623149","2333","1553","true","2921078","2240864","29","67","647035"
"","798463","313","2551","true","278192","265672","5","9","636"
"","4293907","2161","1987","true","131736","2351083","27","50","81009"
"","44899","59","761","true","16743","20548","1","23","151"
"","6684017","2143","3119","true","844331","3096249","19","5","584253"
"","7281269","2039","3571","true","15626","2718873","36","31","37780"
"","2092697","3529","593","true","339849","140601","1","23","184"
"","9970271","3557","2803","true","5323866","1112378","42","66","15959"
"","238631","71","3361","true","221211","124225","1","11","540"
"","4600777","2017","2281","true","1117815","450188","3","26","502636"
"","1821947","3271","557","true","105490","1677344","2","4","404"
"","2316901","1237","1873","true","661282","2084762","16","39","7219"
"","9163211","3163","2897","true","1115024","9006452","0","7","30"
"","4085483","2851","1433","true","2873878","1155711","12","18","76097"
"","804527","1429","563","true","207245","388728","18","5","1577"
"","1719467","1129","1523","true","1045406","1403299","43","2","9261"
"","3652087","2417","1511","true","2692453","159437","41","23","80139"
"","22361","379","59","true","10205","17785","0","2","33"
"","2022913","997","2029","true","553431","1547641","43","8","8335"
"","5841089","2713","2153","true","862196","4563203","5","30","11112"
"","2537713","2113","1201","true","1564953","106939","8","24","8698"
"","2677009","937","2857","true","1442042","2284857","13","34","14715"
"","5222491","2437","2143","true","1129680","1029763","0","26","116"
"","5567","19","293","true","2053","1760","5","11","246"
"","446801","1613","277","true","47603","328265","7","26","76704"
"","182069","97","1877","true","152423","38254","0","1","29"
"","1845703","947","1949","true","328748","775069","4","5","2966"
"","1891121","2861","661","true","1229834","1106811","7","75","19708"
"","540833","379","1427","true","156096","275964","1","6","184"
"","834521","967","863","true","288746","72996","25","9","5707"
"","1892873","641","2953","true","1036900","1779178","30","2","67044"
"","3265","5","653","true","146","1441","0","3","24"
"","535421","347","1543","true","391488","521960","6","11","2351"
"","1569179","947","1657","true","1078404","179701","12","3","893090"
"","972239","317","3067","true","663373","825924","34","21","3470"
"","5156863","3209","1607","true","4345186","3161065","40","35","13369"
"","863407","1949","443","true","655045","405573","16","14","36902"
"","4861789","1427","3407","true","77202","4516599","0","4","46"
"","3997789","1129","3541","true","3891042","366304","0","7","34"
"","1794409","1151","1559","true","857353","948282","23","16","52858"
"","9782177","3037","3221","true","8110196","8729744","13","125","2776124"
"","203633","269","757","true","96928","150728","1","15","1106"
"","1868219","2011","929","true","1612796","990366","36","6","4843"
"","545453","2341","233","true","105579","177576","9","2","4147"
"","149801","59","2539","true","18483","121556","6","3","1587"
"","2418751","1831","1321","true","1311106","1197500","3","44","959"
"","2234257","839","2663","true","90628","1499355","24","32","9213"
"","9265097","2677","3461","true","5547422","8897670","36","51","297654"
"","1109929","1759","631","true","188833","969380","7","11","2598"
"","848137","367","2311","true","85671","286728","43","6","7273"
"","6219329","2269","2741","true","4901065","2774049","71","63","91760"
"","239693","281","853","true","86952","98041","9","6","696"
"","10931971","3089","3539","true","9606894","5685682","12","35","1524934"
"","7210517","2351","3067","true","1959716","5940682","60","21","31139"
"","3484673","3413","1021","true","1873967","1481903","0","25","68"
"","2707147","2683","1009","true","1375649","1964905","17","14","48350"
"","6308161","3109","2029","true","1578461","1324836","59","6","15453"
"","4390319","2377","1847","true","2602600","3701565","12","59","24134"
"","1310671","431","3041","true","1230156","515558","3","6","410"
"","6936491","1949","3559","true","3834033","6371631","29","81","1511153"
"","2418497","1361","1777","true","1655931","51312","3","28","1390"
"","5571703","2179","2557","true","5372249","1232466","2","29","2507"
"","2348387","2389","983","true","1337207","2181604","0","42","101"
"","946073","269","3517","true","254940","771939","9","21","4723"
"","9414161","2801","3361","true","7062336","575606","24","21","105415"
"","678529","601","1129","true","290014","98295","18","19","23974"
"","740821","211","3511","true","666687","607818","0","5","27"
"","6669577","2137","3121","true","2522308","3599356","4","11","420"
"","5033029","1427","3527","true","4088757","223165","27","58","11197"
"","213607","227","941","true","131189","32671","2","23","1172"
"","6252713","1787","3499","true","434234","5913668","4","17","1643"
"","2906041","1291","2251","true","1589577","608141","45","45","494354"
"","204767","97","2111","true","50539","172977","16","17","1625"
"","3126703","883","3541","true","1423911","1325898","0","14","49"
"","30551","137","223","true","9045","6031","0","17","41"
"","4669073","2713","1721","true","1566783","4542944","28","58","53765"
"","795049","3023","263","true","101459","28082","10","26","2906"
"","312671","2767","113","true","114514","282658","30","3","6470"
"","5240363","1933","2711","true","2655885","2422739","6","39","1375"
"","1690501","2251","751","true","627445","1250972","47","45","10291"
"","7773","2591","3","true","4373","1550","0","1","27"
"","2211133","1493","1481","true","1598052","433986","9","10","987"
"","3872083","1777","2179","true","3217566","2615163","2","26","2217"
"","194783","109","1787","true","26660","187217","56","1","8035"
"","3301897","3359","983","true","2840422","2098257","13","4","834713"
"","435089","1399","311","true","340298","101761","11","10","9488"
"","2862479","2207","1297","true","2544102","1624529","16","5","5293"
"","605581","1367","443","true","283266","188907","37","10","5282"
"","1099253","647","1699","true","382803","1003923","1","45","331"
"","3041783","1237","2459","true","300892","366453","19","1","52964"
"","167957","53","3169","true","6639","137761","6","2","495"
"","3072323","1039","2957","true","1632550","1428906","39","25","1095910"
"","3335557","1033","3229","true","915949","769263","1","9","172"
"","1300219","547","2377","true","375289","875247","9","7","2123"
"","8682907","3469","2503","true","2548394","7364166","7","16","141312"
"","237469","3253","73","true","72859","10663","0","6","29"
"","3846041","1163","3307","true","288184","79843","1","29","1564"
"","518701","2633","197","true","258384","379539","3","7","730"
"","7756153","2417","3209","true","506266","3124810","64","35","253332"
"","628597","281","2237","true","541723","315786","13","10","967"
"","3007729","1087","2767","true","625133","1983883","26","16","31774"
"","4259609","1789","2381","true","589783","3787466","49","47","5043"
"","4414043","1367","3229","true","140100","2536018","22","35","4868"
"","6526693","2267","2879","true","3373045","1775200","38","47","215011"
"","359999","599","601","true","23237","33454","3","38","8069"
"","8074109","2341","3449","true","682466","4863492","46","1","146977"
"","450181","547","823","true","245650","92490","13","7","4087"
"","10008871","3209","3119","true","9372694","5127735","15","84","22710"
"","531499","1709","311","true","48096","443999","18","10","25036"
"","4156267","2729","1523","true","9981","3156518","23","17","61104"
"","963619","347","2777","true","2844","307163","6","6","1368"
"","33881","1993","17","true","27580","31566","4","37","1409"
"","2588881","1609","1609","true","972356","988446","21","10","570096"
"","3343583","1471","2273","true","1852326","1224209","6","8","761"
"","1080253","2777","389","true","681759","682537","29","10","9158"
"","3419671","3217","1063","true","2108015","3285437","12","24","6256"
"","7793189","3329","2341","true","227169","1911643","18","81","284476"
"","5172887","2753","1879","true","2894987","3064097","30","37","26227"
"","2838107","1619","1753","true","97656","355077","9","50","16137"
"","817541","307","2663","true","455577","281201","5","6","306"
"","974629","2087","467","true","337898","642600","2","13","1168"
"","6231991","2699","2309","true","4767941","3040581","14","2","2418"
"","420379","3209","131","true","412628","335600","1","7","210"
"","84173","41","2053","true","51906","61951","2","7","236"
"","3293743","1483","2221","true","1541561","3125405","13","58","3463538"
"","417679","1873","223","true","180351","315935","6","5","1658"
"","4390303","1877","2339","true","3641838","4270633","34","2","120011"
"","713333","359","1987","true","422675","694438","5","5","1533"
"","32101","47","683","true","24739","18770","22","4","2751"
"","3583553","1187","3019","true","2340814","3349764","0","10","90"
"","4968377","2237","2221","true","1559245","1246084","8","101","55366"
"","10019063","3299","3037","true","4587331","3952598","12","125","82665"
"","2847461","2083","1367","true","2651957","1872915","35","16","5471"
"","1941","647","3","true","140","191","0","1","36"
"","2002031","1471","1361","true","1735541","1442812","11","14","1486"
"","300983","491","613","true","201627","280091","86","2","7547"
"","4312459","2003","2153","true","2925212","3474227","28","30","20377"
"","2761399","829","3331","true","2182651","1536437","12","25","60423"
"","2346457","1373","1709","true","2182298","907384","9","3","56034"
"","5552243","2269","2447","true","4293011","2514042","5","16","1751"
"","37651","1637","23","true","11785","16385","14","2","773"
"","10854113","3539","3067","true","2450102","4375318","16","67","62806"
"","5420047","3271","1657","true","4142705","3925638","1","85","631"
"","2415067","2437","991","true","2171486","1130887","20","17","6596"
"","117367","487","241","true","19581","106267","6","33","4191"
"","2797147","821","3407","true","1887341","1573897","14","21","9239"
"","176633","1021","173","true","60776","103680","7","4","1266"
"","6026701","2437","2473","true","4956327","3793878","18","17","54323"
"","1608491","2857","563","true","569904","654354","4","10","1642"
"","1423973","1291","1103","true","699303","207432","3","28","411"
"","10539409","3187","3307","true","1091493","6405842","16","10","521382"
"","4587551","3559","1289","true","2366071","3970876","20","51","4919"
"","2265719","2753","823","true","499729","1235491","2","15","1799"
"","1621223","3329","487","true","494062","933490","0","81","130"
"","1514977","743","2039","true","574218","796469","51","2","22816"
"","1002479","503","1993","true","969970","874306","16","37","11538"
"","7194017","3457","2081","true","3104508","2363672","44","39","754296"
"","8151443","3061","2663","true","4184356","5198959","3","32","1164"
"","1138219","2281","499","true","595406","1078978","17","71","3496"
"","5066377","1831","2767","true","1755156","451899","8","39","8065"
"","10351","11","941","true","9662","9332","0","2","27"
"","128281","163","787","true","4856","75686","6","35","904"
"","6286937","2953","2129","true","180711","2522440","30","56","362382"
"","2826787","1487","1901","true","1512337","434470","4","126","2000"
"","4384669","2029","2161","true","4357806","3296639","3","8","1419"
"","463117","151","3067","true","162797","194356","0","12","35"
"","4252291","1663","2557","true","3779070","551187","40","22","92894"
"","5046221","3389","1489","true","1573404","4485888","9","54","37046"
"","344867","199","1733","true","344379","257729","14","26","1750"
"","1407137","2473","569","true","682146","979164","0","29","69"
"","72781","997","73","true","55266","9203","20","6","2474"
