#### DATA MINER - 1557729301687
#### Pollard 3 
"n","p","q","success","bInit","b","i","time (µs)"
"2166675282745783","66093563","32781941","true","3","1805783146638498","703123","2732363"
"864840824302799","31675741","27302939","true","3","478756434700343","5441","18579"
"672270312206083","15712247","42786389","true","3","627012158881898","4549","15910"
"2731102049926637","84289259","32401543","true","3","738467227887360","5400257","21784327"
"1416828701507309","14593301","97087609","true","3","472596946570834","139","466"
"496505278447463","37848401","13118263","true","3","312492425500763","11447","39420"
"6617564210753281","99424387","66558763","true","3","3261966492255306","30517","117864"
"1515334661039461","74648311","20299651","true","3","711075699181548","7297","26339"
"1087316943455881","12253177","88737553","true","3","565114979339699","53","202"
"2834823237162871","35809483","79164037","true","3","2559232325060104","1087","3875"
"2103201740694917","46084081","45638357","true","3","636762918154697","27431","103064"
"7588481190183539","80262649","94545611","true","3","1148962790153014","1114759","4518466"
"821913849104113","32890643","24989291","true","3","434989662976514","10369","37207"
"3005285980167043","42025253","71511431","true","3","2558257083737101","7151143","29087967"
"1080813594020863","27353707","39512509","true","3","21723582323111","2719","9324"
"1309784688066089","36878399","35516311","true","3","702466603534215","12301","44586"
"3298648449968401","57319807","57548143","true","3","2212070107067944","337","1155"
"2440441563246703","56258689","43378927","true","3","411347894052459","613","2095"
"1020473104840837","28435021","35887897","true","3","384269441800119","401","1342"
"8393056289245847","99977503","83949449","true","3","2205747846882036","59","205"
"1287715645606723","22779667","56529169","true","3","1196861173781558","2153","7534"
"5658089028661219","66951139","84510721","true","3","5045621410237042","131","548"
"251830218978743","23989709","10497427","true","3","194973855410231","26113","90963"
"6500695431599023","67566539","96211757","true","3","397221993617526","15377","59843"
"1577433416104193","40033403","39402931","true","3","221114787896324","187633","709729"
"4618131894382649","73275221","63024469","true","3","4369406583767778","179","619"
"1311555250249561","28324789","46304149","true","3","777684868613010","3229","11176"
"5256558155557651","96561821","54437231","true","3","3276666937686740","209917","823651"
"1445267570195087","34405717","42006611","true","3","1364632508330887","98867","368646"
"2402670414661973","65285669","36802417","true","3","1971500105537119","379","1296"
"962568674334131","14384639","66916429","true","3","369993516229653","3163","10726"
"7891690414266569","99401303","79392223","true","3","5426124689847393","173","646"
"2352427776200023","30034091","78325253","true","3","1096040870567567","1949","7145"
"979226436727229","91895813","10655833","true","3","332926860970459","223","746"
"7029499491533221","83869613","83814617","true","3","2128390955684328","31817","122487"
"1931024748221011","56339291","34274921","true","3","1763665210291715","4787","17891"
"1342509323372887","13948433","96248039","true","3","347680245027796","2699","9463"
"2414468399838409","43429247","55595447","true","3","2058425227059365","16073","60604"
"7086451142336201","85093069","83278829","true","3","2118012607853399","62753","243895"
"2108338647855157","80988373","26032609","true","3","1753390063705446","349","1205"
"2227646537427449","33616447","66266567","true","3","2185138304880821","4919","17332"
"641405341972831","23344903","27475177","true","3","79501347305337","409","1336"
"2458624970350277","41009953","59951909","true","3","2418824482884154","677","2332"
"1391696906184877","26921723","51694199","true","3","632496049098462","21031","77605"
"686723134134589","12695489","54091901","true","3","614464155915845","15259","55350"
"2767017856064663","53413721","51803503","true","3","991648556177501","12829","48300"
"666737382455681","59402657","11224033","true","3","21811741897132","2719","9813"
"1258952285243951","65927287","19096073","true","3","628210311682989","1549","5247"
"577298410581731","21470903","26887477","true","3","249447277268605","4157","14004"
"2172301477396507","96114061","22601287","true","3","24621923462615","541","1834"
"7348739189698259","89614927","82003517","true","3","1443843632149599","271","960"
"2497038557016121","32327179","77242699","true","3","2134005364257925","330097","1275528"
"3845156655711559","95444131","40286989","true","3","2805357527019360","159869","621597"
"1362410154636581","71634461","19018921","true","3","430775536641562","9323","33220"
"4906010320980959","50041373","98039083","true","3","1532310671265971","10631","39321"
"4973801705377187","49927753","99619979","true","3","4463858458998069","1223","4308"
"4588003018577761","63611057","72125873","true","3","4110886568050723","4243","15300"
"2120585068995947","79437011","26695177","true","3","209429189466640","11467","42511"
"4164890830606861","88885123","46857007","true","3","548386061438766","997","3611"
"3601298260610123","56447581","63798983","true","3","1787925731024864","17911","68589"
"1482376799552149","47328299","31321151","true","3","1376065452587665","821","3079"
"3193796871066227","45919801","69551627","true","3","1793071246430289","263","920"
"7114315484444933","72768589","97766297","true","3","2104329304632870","51133","199588"
"412887159571687","13453247","30690521","true","3","188525364112549","109609","393874"
"2915509160979551","43544971","66953981","true","3","1107595599605513","69119","264011"
"1715594392058471","78317971","21905501","true","3","1592617303743490","227","1280"
"1506466406285957","35891101","41973257","true","3","630352894485931","211","708"
"823667308316309","14100239","58415131","true","3","65512511001370","2087","7017"
"1276923982226203","48817261","26157223","true","3","659889180623419","3433","11866"
"2324582156449879","62540281","37169359","true","3","1133858296463489","929","3165"
"4547841116272301","92344631","49248571","true","3","2614253965373070","12343","46532"
"668087164557437","14235083","46932439","true","3","68312668633286","116681","429175"
"3438924207093707","46977379","73203833","true","3","548816377651894","159787","620657"
"3189666918513743","37897789","84164987","true","3","245577945708393","472837","1843325"
"3155202323329583","41097061","76774403","true","3","420602424883261","4799","17477"
"1892479410766801","42580357","44444893","true","3","23627967840372","38993","146022"
"1044783390349021","15423983","67737587","true","3","925313644714143","3121","10995"
"254563798622621","14869399","17119979","true","3","38333310622001","79943","283222"
"3951456868384001","47430463","83310527","true","3","862240236665058","7993","28775"
"5547738939197261","89523901","61969361","true","3","5407130014569632","467","1625"
"1200347136172139","52404889","22905251","true","3","397478034247640","2803","9924"
"7514848384651463","86058113","87322951","true","3","909550792884843","59","204"
"2048462302171729","41095667","49846187","true","3","1139212779428666","4549","15900"
"8382839167648079","91130503","91987193","true","3","2161741655776153","839","3004"
"2292302678249053","68733767","33350459","true","3","1229919004337958","2063","7126"
"5833675209987827","83703551","69694477","true","3","1543535667029705","307","1064"
"929277031902259","55068683","16874873","true","3","886825875763921","557","1828"
"4593006124244899","59909999","76665101","true","3","933901148231599","6337","23467"
"1844684100960187","31452121","58650547","true","3","806576842031754","1783","6366"
"3545467420253417","49361227","71826971","true","3","1246372906837854","6343","24050"
"899764415155609","42959089","20944681","true","3","68881296021726","10267","36769"
"7051678889206871","98804077","71370323","true","3","3311890627730830","1176239","4756652"
"5652825349806667","85826969","65863043","true","3","47351115093120","331","1160"
"3530287432521481","57190927","61728103","true","3","3396625487593096","449","1580"
"5973951037493347","84192083","70956209","true","3","5656616918924471","2383","8569"
"4589657231872841","79750823","57549967","true","3","2024933226573419","8191","30116"
"1455787643433433","15480379","94040827","true","3","1377408270862237","2713","10274"
"4269834294771091","58062757","73538263","true","3","2203002879106280","281","967"
"3145527612435553","47343629","66440357","true","3","2600920457610473","161263","618678"
"2751684977261009","54573989","50421181","true","3","869894376813026","2269","8486"
"8858167532683481","92334559","95935559","true","3","4430763166269816","6691","24635"
"2198702536631119","28690471","76635289","true","3","582109393597761","223","747"
"2534422437967271","67506149","37543579","true","3","1844609294520237","19739","73942"
"1581515777163667","61765069","25605343","true","3","621755032797635","9677","35307"
"5207325874542709","77558297","67140797","true","3","3424298552519943","3067","11802"
"5512104226609433","76243337","72296209","true","3","3756714689783216","56393","217866"
"2927793812664313","58846369","49753177","true","3","805086883939886","1307","5097"
"5140116442587923","76378453","67297991","true","3","4212353789786976","38113","147331"
"1932984858705793","37503517","51541429","true","3","514456598707752","104759","394873"
"516456995747977","12905539","40018243","true","3","126765748332858","2719","9644"
"7583949569909939","82800733","91592783","true","3","2143107171118431","237287","942136"
"1058825968856519","43655947","24253877","true","3","492854293871918","11351","40466"
"1670579595392243","17539439","95247037","true","3","257243292776638","881917","3409846"
"1462729340783717","15345503","95319739","true","3","124144444067869","403829","1536912"
"786702675813959","33435473","23528983","true","3","41687213994509","613","2472"
"5219729095990337","53109403","98282579","true","3","1000784572530355","325439","1285611"
"766466022303911","29457529","26019359","true","3","182139466168010","11471","40211"
"7082651517262771","86823463","81575317","true","3","3262371661159015","283","978"
"2028956129394809","29164913","69568393","true","3","1732119961287934","2389","8375"
"1539637611487967","25711391","59881537","true","3","707436645699633","727","2510"
"6146882660969563","81269329","75635947","true","3","2459618294239938","227","799"
"683704828896391","22147529","30870479","true","3","565376915642686","197","704"
"216547700445481","20180449","10730569","true","3","119451447765984","23357","82432"
"1977599430881653","51307631","38543963","true","3","1142337313785833","42403","160491"
"4044410016970633","79135583","51107351","true","3","1853965562999709","146021","565339"
"368380871687687","10092007","36502241","true","3","236452020243432","186889","678687"
"2172545806446013","55065779","39453647","true","3","983122388663153","19726823","80703241"
"970477953988469","13035823","74447003","true","3","57735735342585","6323","22724"
"4107165394419853","71364781","57551713","true","3","99863099328758","1231","4721"
"4961544124422059","73338533","67652623","true","3","3830091619605448","221087","868204"
"1736713712644259","19723637","88052407","true","3","1432920946013596","9803","35827"
"1702657743034433","23945321","71106073","true","3","690784844860068","643","2149"
"7252259605099637","85944799","84382763","true","3","6241972123715850","13297","51956"
"3120156496296989","67687723","46096343","true","3","3060407983776052","1747","6589"
"292426271543641","10625711","27520631","true","3","154940739720536","6863","24413"
"718954108404673","35133389","20463557","true","3","652470385484286","2749","9496"
"2057082830827471","80389909","25588819","true","3","381225348019437","248117","950203"
"1919540158155959","81710971","23491829","true","3","1156220933689317","3001","10978"
"1346593152823463","56214577","23954519","true","3","815651869657856","1543","5236"
"1430446012791151","29812693","47981107","true","3","41365648165975","1187","4027"
"1511692597638161","54106411","27939251","true","3","1408339301250197","113","368"
"1795960401874559","26747051","67146109","true","3","66030879275620","1153","3921"
"1016008770513907","48177869","21088703","true","3","698760779244000","23663","86595"
"2097500970722879","84901259","24705181","true","3","482221934955042","137251","524558"
"5255059340708929","71662621","73330549","true","3","3193227986723886","2837","10877"
"3757751736509333","55590809","67596637","true","3","167838325171767","4019","14605"
"3006931911335531","47422867","63406793","true","3","680334852069046","7903811","32101739"
"990820654685263","33220351","29825713","true","3","326229920579876","1409","4715"
"3131578164351733","37114393","84376381","true","3","332894523531113","127843","490429"
"2956650840521501","33390299","88548199","true","3","2820954935925834","907","3111"
"268473349856483","17390539","15437897","true","3","185828482662713","3253","11044"
"1984711857031571","34423567","57655613","true","3","1675804383077720","2539","9616"
"1842778330979687","52011383","35430289","true","3","1002996051302","733","2537"
"4647183420900613","67334249","69016637","true","3","3349833235129179","4409","16633"
"1895524521230141","79306631","23901211","true","3","467083858097815","281","976"
"4133153312989583","69423503","59535361","true","3","363651451110400","19","69"
"1777492098742967","71657353","24805439","true","3","466198510834174","151","498"
"4190018598437491","87330809","47978699","true","3","3119693949949672","6793","25868"
"1928505164030773","19445099","99176927","true","3","1118824335295066","1877","6892"
"767444978903033","10479779","73231027","true","3","16830556513338","111487","413021"
"3312482335571281","54467849","60815369","true","3","2074475667019868","161743","624496"
"6751012942028939","76066141","88751879","true","3","5619059005902560","29483","113733"
"1978236092381323","46066681","42942883","true","3","1321295181161196","3011","10702"
"1770296541983017","23647753","74861089","true","3","175875196909371","6197","23117"
"7496331980908877","79728049","94023773","true","3","4423943853339410","84859","331496"
"6408639963807149","95180663","67331323","true","3","3211883275750504","1583","6060"
"2331612256737233","61298801","38036833","true","3","251131563785244","153247","583073"
"648593961596219","24182267","26821057","true","3","489839749718422","4817","16731"
"5676804815648129","62042831","91498159","true","3","1453062335297611","2687","10130"
"2913043055781263","34034423","85591081","true","3","2825944031116206","26417","100031"
"2926005060534377","95807269","30540533","true","3","1974633609964583","1049","3859"
"5412830806293233","63767749","84883517","true","3","1576236663113852","181","620"
"2344120658137381","82529687","28403363","true","3","284163887822719","359","1241"
"5886380208522053","62779237","93763169","true","3","577663400372449","17497","68596"
"2957449003578229","31536733","93777913","true","3","2418924723343862","138319","530223"
"499060273041359","24941113","20009543","true","3","349064596737959","1069","4808"
"2207612395048519","32350411","68240629","true","3","2131883039422060","99767","378087"
"1374836850882967","46177553","29772839","true","3","855282261854271","6359","22891"
"5557904847898901","60989869","91128329","true","3","4547881268466236","881","3070"
"718195980861269","46985839","15285371","true","3","326631992352289","1528537","5834347"
"1090111016714173","12311119","88546867","true","3","1066941281467151","227","755"
"4125733192295383","53055577","77762479","true","3","3769075038024531","10181","38609"
"2553849281635489","27547577","92706857","true","3","1760461268300748","3539","13197"
"239666875264387","11167951","21460237","true","3","181986522381002","36497","129643"
"3332923143393139","82871147","40218137","true","3","2533739212458356","37799","148111"
"7364323019871017","79330021","92831477","true","3","2186665708967445","223","798"
"6488818492525037","96860431","66991427","true","3","1406964400251529","233","823"
"938173858044373","39787453","23579641","true","3","284238848903939","3119","11163"
"6360665030637031","91567961","69463871","true","3","2787423778657668","269","955"
"5564523163132607","77868407","71460601","true","3","4250425095847281","119101","466008"
"6291277651746553","96021643","65519371","true","3","3816677380199377","179","617"
"1595282091205409","34776257","45872737","true","3","661012194857953","89","295"
"2393289741780599","54956779","43548581","true","3","1409293010327920","2069","7220"
"1450748243170777","33807967","42911431","true","3","463238853096993","1430381","5554458"
"3380661765006541","52831213","63989857","true","3","905332208247707","31741","122763"
"1371072718484713","18628529","73600697","true","3","1348628023547890","227","754"
"460875957043217","13123339","35118803","true","3","106706235312109","383","1267"
"2217215809025449","32228881","68795929","true","3","1566464315653597","5279","20824"
"2538264869616383","92307781","27497843","true","3","1085361586505971","37463","142975"
"789297201498347","10089733","78227759","true","3","471792323135053","263","898"
"2332251296950579","32953891","70773169","true","3","566897614308033","1098463","4308134"
"3019917051284677","68187089","44288693","true","3","1775367044018242","223","752"
"928773596806141","26945341","34468801","true","3","34085025369667","167","538"
"1467954019314121","61641499","23814379","true","3","618744433117873","502","1661"
"2186425148164627","57388811","38098457","true","3","1804822553580953","5791","20930"
"7448259419280149","92108461","80864009","true","3","3990006170661544","1367","4996"
"957950387710091","12900931","74254361","true","3","532858873348570","311","1021"
"3413424876835697","35199977","96972361","true","3","963376672000190","1249","4325"
"500584319860633","20903957","23946869","true","3","325352886748390","2971","9872"
"435824775731689","39621259","10999771","true","3","294124137090529","977","3183"
"5225821071239983","64399669","81146707","true","3","4085890773428616","42257","164526"
"2904717846184409","30619079","94866271","true","3","673342387501427","239","797"
"4167504904295543","71156507","58568149","true","3","2757823344118544","126613","489388"
"856542526759783","70637387","12125909","true","3","235907473938653","7793","28559"
"1485456676667279","16896323","87915973","true","3","983029550872392","178691","674222"
"3318702618458411","40363789","82219799","true","3","2825651226339713","1213","4271"
"646419346671953","12269899","52683347","true","3","377239860700053","1123","3694"
"1095710021908757","63628793","17220349","true","3","217092024654637","24029","88023"
"445276984361579","12739471","34952549","true","3","244171898987116","499","1649"
"531973959857419","17464133","30460943","true","3","353295094275015","1307","4506"
"3957836208643469","42577013","92957113","true","3","1726500048577664","3209","11976"
"2938874701534169","64095401","45851569","true","3","2452266167871991","136463","523916"
"696939220586621","10931449","63755429","true","3","434884578450366","881","2962"
"2013746636740679","84773723","23754373","true","3","141683504109080","116443","439913"
"2249864287247981","29636863","75914387","true","3","1413284431917005","5087","17811"
"5589908111329649","95719937","58398577","true","3","3680912570333426","197","679"
"3014606680160431","30240163","99688837","true","3","1104342357246944","2179","8171"
"3721785581559443","70481797","52804919","true","3","879147787663395","641","2202"
"7905871811481517","91425871","86473027","true","3","2924950051801974","65809","257657"
"2971277902457369","92870431","31993799","true","3","1075505530799539","1559","5424"
"4745157657079157","70946803","66883319","true","3","2385948636799382","1061","3716"
"3288978986988313","33049033","99518161","true","3","2173955418112572","1601","6024"
"2713281684266921","33797039","80281639","true","3","623938256204832","421","1443"
"2026239120115883","72161561","28079203","true","3","1113785406703089","25409","94479"
"2344673009169779","32762461","71565839","true","3","1156167755025706","991","3911"
"1276018535629223","44890033","28425431","true","3","1239978707305273","131","425"
"3364049633452619","80716939","41677121","true","3","1540908401234348","6521","24225"
"3474734806640417","42093641","82547737","true","3","1331034056115468","5879","22259"
"2437255560333161","69004699","35320139","true","3","690229852452351","52999","200404"
"5554657906708517","80824837","68724641","true","3","3344491526729101","429529","1700327"
"1233787459196653","66929581","18434113","true","3","1153703238819217","1433","5033"
"5939175459218459","69885379","84984521","true","3","2544334237376717","12281","47836"
"1414428700885301","25599647","55251883","true","3","939196370581351","149","519"
"1425066308282899","91439423","15584813","true","3","1228620229334698","115163","433489"
"3130121323460969","90073793","34750633","true","3","833308225122249","1579","5508"
"6196606825441327","63492043","97596589","true","3","3524920703601318","8527","31764"
"7529651075081627","99483649","75687323","true","3","6146461060349520","23","111"
"762088751805683","34697581","21963743","true","3","306022151052958","1657","5720"
"1179917616260627","92346689","12777043","true","3","276814648732152","571","1906"
"4363218920387729","86814421","50259149","true","3","973496548388236","43","148"
"999507313652723","18246227","54778849","true","3","160866692586973","58109","215397"
"2776304048578373","50338199","55153027","true","3","532513837208563","5501","19703"
"842422178569877","12779939","65917543","true","3","461841113727879","39097","142130"
"1782585442597783","49031813","36355691","true","3","1492574568551762","223","744"
"2732158846610129","50599823","53995423","true","3","2166291715633698","6781","24972"
"566251881675659","10475917","54052727","true","3","430414135561040","89","281"
"740065923995843","14695657","50359499","true","3","502173442062229","45533","168968"
"2890512834305981","36186079","79879139","true","3","1666815836025651","283","985"
"197271616240891","13991251","14099641","true","3","22379299790772","41","137"
"3131925185290607","82042657","38174351","true","3","224381314830854","463","1623"
"1652610267377887","50373259","32807293","true","3","578492551147081","1579","5542"
"4232384715333443","47578961","88954963","true","3","2314878459012206","4159","15400"
"2116826752853909","80742059","26217151","true","3","931799677501658","9199","33507"
"1459363093146089","23145113","63052753","true","3","80682365791554","199","656"
"3357157045850411","42792601","78451811","true","3","813625821866837","977","3391"
"8079617437879987","85816517","94149911","true","3","5571018291461136","1063","4250"
"7125768509204327","81729133","87187619","true","3","1017498119903855","2399","8646"
"4622217521340857","73848773","62590309","true","3","4255815792754437","474169","1882127"
"2572951541420177","43021493","59806189","true","3","2313881417336686","4733","16717"
"4603319949003121","97686907","47123203","true","3","2618936000034675","5527","20524"
"979806743192369","40014391","24486359","true","3","695874788311684","59","193"
"312932544330719","14360309","21791491","true","3","278665931913993","947","3042"
"2805184077367381","36946739","75925079","true","3","1961006758776379","20399","76829"
"4258052337683687","55362089","76912783","true","3","500230577161825","67187","260368"
"2034223553865401","43352453","46922917","true","3","1871044877420949","3989","14350"
"3895357087042879","43878701","88775579","true","3","867651115041057","487","1680"
"1987649653811957","38691553","51371669","true","3","499976720665923","2693","9384"
"6448657552695497","98855773","65232989","true","3","1820306401051400","46199","178931"
"1969054159595891","91599367","21496373","true","3","1560109180302954","282847","1082464"
"4462706655730709","70163537","63604357","true","3","2388949297164175","17471","64978"
"1529716866167627","32649263","46853029","true","3","721934991052559","41983","156078"
"5905745324974123","83474507","70749089","true","3","741918953187359","3691","13838"
"2293588495327687","94039877","24389531","true","3","1602992315499787","221723","849112"
"2099512039539779","22089623","95045173","true","3","1623968822468457","643","2236"
"8582048721791761","90698897","94621313","true","3","2053118986471137","4273","16750"
"6479142846660293","80495029","80491217","true","3","5303699581585353","386977","1541237"
"3596032588162513","53385419","67359827","true","3","2615300248893833","7949","28535"
"1865999881084231","42922487","43473713","true","3","258167513613407","5479","19568"
"3337297729223477","63678217","52408781","true","3","1200905902447576","12227","46492"
"1405337575579657","66304993","21195049","true","3","1026825369112178","269","916"
"1868545999118243","18918617","98767579","true","3","70395700891576","2753","9843"
"4103508783526753","50119471","81874543","true","3","2711742897389768","556883","2200886"
"327996284883143","14427757","22733699","true","3","165608200770109","8179","27206"
"753066817220551","32007637","23527723","true","3","715913408442973","443","2014"
"3680908325866193","53951879","68225767","true","3","2539551555534222","1624423","6490510"
"3224916982232719","71439959","45141641","true","3","1311866465531357","353","1319"
"7090891202708129","97289903","72884143","true","3","2566214524495073","1619","6397"
"613384758477889","10483489","58509601","true","3","193864326842173","409","1401"
"5310236379506441","97462163","54485107","true","3","4942349123084952","698527","2792292"
"1672032742427617","22196059","75330163","true","3","1656362938571173","1609","5506"
"3967310832156361","88067923","45048307","true","3","3891847806771583","5297","19407"
"4946234645486923","89950319","54988517","true","3","3746961043480506","49369","191317"
"2737184733320137","49802189","54961133","true","3","2674768507356619","371359","1443178"
"1612570709217421","44338729","36369349","true","3","1238888232037176","421","1405"
"2409399506402051","81999419","29383129","true","3","1398889341478111","136033","517342"
"5608340019299839","61802183","90746633","true","3","2543813759348324","2377007","9654905"
"647149409225903","13384843","48349421","true","3","422324843323009","1433","4738"
"1779845926033891","24421951","72878941","true","3","932251442608436","7753","27693"
"9349302524349889","95120647","98288887","true","3","4616828155675063","313","1114"
"2288616514962653","76610711","29873323","true","3","826787159922528","2377","8286"
"7690597507841971","83030819","92623409","true","3","602475940266589","479","1699"
"797353129379239","31089847","25646737","true","3","638677998603616","534307","2006466"
"4498395895784381","88465583","50849107","true","3","3186331048707147","110063","425427"
"4604210874479611","82640431","55713781","true","3","724567829125597","31663","120871"
"5445566792954569","74819831","72782399","true","3","1727175238042129","28859","111625"
"4167204977220149","52746047","79005067","true","3","1402443070549778","5507","20724"
"5475217439198569","94222819","58109251","true","3","1127304137324104","12553","47851"
"5145321803222449","53652707","95900507","true","3","1970168220045640","127189","496014"
"1307288607691397","16077683","81310759","true","3","651800716130297","4591","16777"
