111	217
115	370
118	220
119	100
122	192
123	43
129	87
133	38
134	63
141	60
142	40
143	91
145	40
146	40
155	13
158	25
159	11
161	17
166	30
177	12
178	28
185	18
187	36
194	24
201	10
202	30
203	25
205	13
206	18
209	27
213	10
214	16
217	28
218	16
219	16
221	24
226	48
235	10
237	10
247	19
249	13
253	25
259	14
262	13
265	12
267	15
274	12
278	20
287	17
291	8
295	15
298	13
299	23
301	13
302	14
305	13
309	9
314	27
319	20
321	11
323	22
326	13
327	60
329	12
334	14
335	8
339	7
341	9
346	7
355	7
358	9
365	6
371	11
377	8
381	5
382	6
386	7
391	11
393	5
395	7
398	9
407	9
411	4
413	7
415	7
417	4
422	8
427	11
437	11
445	7
446	8
453	4
458	44
469	10
473	17
481	223
482	16
485	9
489	4
493	11
497	9
501	14
502	13
511	6
514	7
515	5
519	5
526	10
527	8
533	12
535	5
537	4
538	7
542	8
543	4
545	7
551	12
553	7
554	7
559	10
562	8
565	5
566	6
573	4
579	3
581	6
583	43
586	13
589	9
591	5
611	10
614	8
622	5
623	7
626	5
629	11
633	5
634	55
635	3
649	13
655	6
662	5
667	12
669	4
671	26
674	11
679	6
681	4
687	3
689	17
694	10
695	6
697	13
698	6
699	5
703	8
706	8
707	6
713	9
717	4
718	5
723	3
731	10
737	19
745	5
749	6
755	7
758	7
766	6
767	7
771	5
778	7
779	12
789	3
791	6
793	10
794	6
799	8
802	7
803	9
807	6
813	6
815	6
817	11
818	7
831	3
835	7
838	6
842	7
843	4
849	3
851	15
866	7
869	7
871	9
878	8
886	7
889	5
893	9
895	6
898	7
899	11
901	7
905	6
913	7
914	9
917	5
921	4
922	6
923	9
926	5
933	3
934	3
939	2
943	48
949	6
951	2
955	5
958	6
959	5
973	6
974	5
979	6
982	4
993	3
995	4
998	3
1011	3
1042	8
1077	5
1177	11
1199	8
1202	7
1241	13
1267	5
1345	3
1371	3
1379	12
1393	5
1454	7
1457	12
1473	6
1509	2
1538	11
1569	3
1643	9
1649	10
1655	5
1673	6
1713	3
1717	7
1751	10
1803	53
1814	5
1841	6
1865	4
1941	4
1994	5
2005	5
2038	4
2095	5
2149	5
2157	3
2206	5
2219	5
2229	2
2307	4
2342	4
2435	4
2463	2
2474	4
2501	13
2519	5
2653	4
2785	4
2839	9
2933	5
2942	4
2973	3
2974	5
2978	5
2986	5
3113	7
3158	6
3166	4
3226	5
3349	7
3351	3
3385	4
3415	4
3418	5
3431	14
3455	3
3503	11
3653	7
3715	4
3754	5
3811	15
3839	8
3901	10
3903	3
3946	32
3963	3
3986	7
4034	9
4055	5
4061	12
4069	8
4097	7
4341	3
4381	8
4414	5
4426	4
4442	5
4474	5
4537	9
4589	9
4595	79
4619	11
4769	10
4834	5
4867	12
4882	5
4927	6
4939	7
4946	5
5007	5
5086	6
5137	7
5158	4
5199	47
5326	6
5327	5
5353	11
5367	2
5378	5
5411	5
5414	5
5433	3
5469	3
5473	10
5617	21
5721	4
5731	7
5758	5
5941	18
6081	3
6087	4
6107	15
6117	3
6178	6
6326	6
6387	2
6393	3
6434	4
6483	4
6595	5
6749	8
6773	8
6807	2
6839	5
6881	9
6887	16
6891	23
6922	6
7091	6
7123	8
7145	4
7167	3
7291	10
7391	15
7397	17
7435	5
7471	26
7522	6
7631	9
7697	17
7769	7
7779	12
7822	5
7969	6
7981	12
8013	3
8095	4
8146	5
8149	16
8187	3
8189	12
8193	55
8197	6
8223	3
8251	13
8327	6
8391	3
8409	2
8457	3
8503	8
8518	7
8546	5
8561	6
8782	4
8953	4
9003	2
9017	19
9031	8
9134	10
9179	20
9183	3
9194	7
9201	3
9242	4
9298	5
9407	13
9411	3
9446	5
9502	5
9509	16
9527	6
9565	1658
9578	10
9627	4
9634	9
9663	5
9673	10
9713	8
9793	7
9914	4
10042	4
10183	9
10189	11
10895	6
11105	4
11189	19
11345	5
11653	16
11905	6
11906	5
12365	4
12881	22
13582	8
14474	7
15055	4
15293	18
15529	21
15563	22
15821	9
15869	5
15905	4
16327	10
16941	3
16945	3
17179	21
17197	12
17735	4
17843	5
18019	16
18151	5
18323	390
18337	8
18559	22
18827	25
18943	11
19099	18
19101	4
19473	5
19601	10
19633	15
19645	4
19771	13
20837	25
21151	10
21215	8
22521	7
22535	6
22577	111
22681	165
23097	6
23277	6
23317	69
23423	28
23935	5
24467	56
25133	16
25387	20
26615	5
27229	24
28369	7
28685	5
28801	24
29441	22
29477	6
29653	10
29809	8
30409	18
30479	14
30767	10
31261	13
31309	26
31571	27
31795	3
31927	7
33095	4
33979	7
34601	5
34829	14
35047	33
36605	4
36617	5
36811	55
37033	42
38297	53
38483	12
38719	12
40219	20
41029	26
41071	19
41623	28
42263	9
42877	26
43553	29
43619	20
44047	8
44143	8
44369	8
44437	14
45401	29
46033	10
46571	6
46609	31
46733	8
46753	5
46909	22
47239	26
47707	7
49013	13
49141	29
49319	30
49501	26
49589	8
50837	15
51007	9
51559	22
51571	8
52007	33
53219	12
53747	25
54143	15
54553	12
54643	22
54893	10
55067	25
56579	18
57979	17
58301	31
58333	7
59569	23
60553	16
60587	18
61249	12
62449	31
64079	35
64739	14
65491	26
65887	22
66481	20
66869	9
67327	9
68573	19
68837	14
68861	10
70897	14
71759	22
72061	9
73099	15
73991	19
74629	37
74983	89
74999	44
75839	88
75949	48
75977	16
76141	21
76663	47
77599	69
78587	83
78811	46
79921	94
80281	52
80663	20
81091	82
81481	23
82111	86
82249	43
82363	9
83017	8
83107	18
84641	25
85097	19
85553	11
85993	36
86189	22
86567	7
89333	34
89389	46
90361	29
91093	59
91489	39
92089	10
92903	24
